date,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
20230324,0.0790,1.2335,-0.7721,-0.6577,1.8326,1.1350
20230331,0.0790,3.5735,0.2691,-0.2634,-0.8488,-1.4244
20230406,0.0765,-0.5053,-2.3515,1.4937,-0.5042,0.5352
20230414,0.0957,0.8966,1.2397,-0.3454,0.6098,-0.7802
20230421,0.0957,-0.2108,0.3524,0.8561,-1.8503,-0.5350
20230428,0.0957,0.4148,-1.1410,1.0891,0.6410,0.2084
20230505,0.0831,-0.7697,0.6578,-0.8556,-0.9842,0.1199
20230512,0.0831,-0.3569,-0.4711,-1.0227,0.2477,0.6768
20230519,0.0831,1.7840,-0.0591,-2.2547,-0.2886,0.8506
20230526,0.0831,0.3102,-0.9634,-2.3015,0.6713,0.8239
20230602,0.0720,2.0296,1.6587,-0.1900,0.4337,-0.7085
20230609,0.0969,0.4633,1.3218,-0.6565,0.1181,-0.6265
20230616,0.0969,2.4303,-2.1583,-0.6043,0.3020,0.4617
20230623,0.0775,-1.5606,-0.4680,-0.0547,0.9621,0.5533
20230630,0.0969,2.3627,1.4224,-0.3990,1.4824,-0.1699
20230707,0.0877,-1.2045,-0.3286,0.3566,-0.0171,-0.7637
20230714,0.1096,2.5380,0.4412,-1.3716,-1.1314,-0.9678
20230721,0.1096,0.6442,0.5076,0.7763,0.6556,0.2965
20230728,0.1096,0.9680,-0.2207,-0.2047,0.3380,1.2416
20230804,0.1007,-2.2532,1.8578,-0.4099,1.7696,0.2679
20230811,0.0985,-0.5936,-0.5781,0.3246,2.5647,1.7847
20230818,0.0985,-2.2952,-0.7701,0.0911,1.2792,1.4264
20230825,0.0985,0.6036,-1.1859,-0.6211,0.4783,1.5440
20230901,0.1001,2.7424,0.0105,-0.9583,-1.6864,-0.6220
20230908,0.0852,-1.5309,-2.2545,-0.7745,1.0788,1.2082
20230915,0.1065,-0.2778,-0.0019,0.4411,0.8609,0.5901
20230922,0.1065,-3.1691,0.2693,0.8562,2.0608,1.6055
20230929,0.1065,-0.5802,1.0816,-0.6048,-0.2933,-0.3092
20231006,0.1070,0.1788,-1.8947,-1.7747,1.1145,2.5837
20231013,0.1070,0.1092,-1.5819,-0.1638,2.4998,1.2135
20231020,0.1070,-2.4881,0.7633,1.5572,0.9174,0.2531
20231027,0.1070,-2.7211,0.0738,-0.0107,2.1443,1.2834
20231103,0.1059,5.8935,1.1042,-0.8292,-2.5991,-3.1700
20231110,0.1052,0.9093,-3.3507,-0.7436,2.5872,3.0473
20231117,0.1052,2.4660,2.3166,-0.6931,-3.1381,-2.4194
20231124,0.0841,0.9901,-0.0911,0.0387,-0.3235,-0.1687
20231201,0.1054,1.0140,1.2477,0.6827,-1.5769,-2.8761
20231208,0.1065,0.2033,0.5011,0.0416,-0.2977,-0.6243
20231215,0.1065,2.6984,1.5679,-0.2294,-1.4469,-1.3840
20231222,0.1065,0.8595,2.0320,0.3084,-0.1426,0.1746
20231229,0.0852,0.1906,-0.7910,-0.3387,-1.0056,-0.4445
