date,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
19670106,0.0747,2.2823,1.2668,0.4269,-0.5084,-1.1172
19670113,0.0934,2.9326,1.4232,-0.3834,0.7606,0.8189
19670120,0.0934,1.8872,1.2531,-1.6048,0.3933,-1.1684
19670127,0.0934,0.3518,1.7395,-1.5365,1.2813,-0.2194
19670203,0.0964,1.3707,0.9202,0.5815,0.2693,-0.0917
19670210,0.0984,0.3940,0.0220,-0.1593,0.6905,1.0164
19670217,0.0984,0.5081,0.5142,0.0881,-0.1281,0.0159
19670224,0.0787,-0.3051,0.9314,-0.1661,1.4194,0.0557
19670303,0.0896,0.9387,0.1747,-0.9846,1.7399,0.3934
19670310,0.0838,0.8557,1.2312,-1.3844,0.9348,-0.4880
19670317,0.0838,1.3307,-0.7701,-0.5092,-0.1388,-0.8677
19670323,0.0670,0.6690,0.5067,0.2945,0.2635,0.2611
19670331,0.0838,-0.5676,0.5585,0.7945,0.0115,0.2370
19670407,0.0835,-0.9132,0.1402,0.3360,-1.2960,-0.6163
19670414,0.0835,1.0099,-0.7225,-1.3112,0.5555,0.3223
19670421,0.0835,2.0707,0.1864,-0.8918,0.4937,-0.2696
19670428,0.0835,1.6782,-0.1945,-0.9635,1.2258,-1.0533
19670505,0.0710,0.6500,1.4486,0.1173,0.1429,-0.5461
19670512,0.0710,-0.6814,0.8675,0.0380,-0.2374,-0.2840
19670519,0.0710,-1.1225,1.5401,0.9464,-0.3195,-0.7244
19670526,0.0710,-1.0822,-0.2705,0.3009,0.7033,1.0912
19670602,0.0527,-1.3718,-0.3290,0.7307,0.3492,0.2488
19670609,0.0607,2.0421,0.5106,-0.8920,0.2964,-0.1724
19670616,0.0607,1.2720,2.4000,-1.2838,0.7113,0.3418
19670623,0.0607,-0.3803,1.8619,-0.1032,0.2484,-0.3299
19670630,0.0607,-1.2769,0.8591,0.3954,-0.8398,0.0871
19670707,0.0630,1.2936,0.6499,-0.4588,1.0557,0.2118
19670714,0.0787,1.2856,1.2891,0.2682,-0.2476,-0.8156
19670721,0.0787,1.0502,-0.0197,3.0855,-0.3655,0.2805
19670728,0.0787,0.5827,0.9368,-0.7179,-0.8850,0.1788
19670804,0.0720,1.3294,-0.4791,-0.0224,-0.5092,-0.8735
19670811,0.0703,-0.7051,-0.1112,1.4432,-0.0802,0.3662
19670818,0.0703,-0.3491,0.2805,0.7857,-0.1261,0.5496
19670825,0.0703,-2.0745,0.1395,-0.0259,-0.0463,-0.0280
19670901,0.0721,1.3642,1.0992,-0.5762,-0.1256,0.2881
19670908,0.0635,0.6584,0.3731,0.3385,0.1435,-0.2571
19670915,0.0793,1.8299,0.1027,0.9964,0.1211,-1.1530
19670922,0.0793,0.7084,0.5512,-0.3499,0.2157,0.3868
19670929,0.0793,-0.2676,0.2709,-0.9847,0.4764,-0.1684
19671006,0.0828,0.5737,0.7752,-1.1810,0.6688,-0.2661
19671013,0.0828,-1.3651,0.9442,0.0665,0.2929,0.4887
19671020,0.0828,-0.7779,-0.9371,-0.4218,1.3831,-0.5284
19671027,0.0828,-0.4557,-0.1021,-1.2267,0.8705,0.1035
19671103,0.0843,-3.2085,0.5504,-0.1156,-0.4842,0.1233
19671110,0.0682,0.3036,-0.6767,0.1988,0.9750,0.5907
19671117,0.0853,0.6701,-1.2010,-1.5879,-0.1703,-0.3697
19671124,0.0682,1.1664,0.2922,-1.0378,0.2581,-0.1556
19671201,0.0860,1.0037,1.5381,0.1332,0.7057,0.3594
19671208,0.0890,0.9121,0.5646,-0.5529,1.2380,0.8180
19671215,0.0890,-0.1704,1.6825,-0.3688,-0.5372,-0.0853
19671222,0.0890,0.2957,1.2426,1.5575,0.4280,0.7018
19671229,0.0712,1.4168,0.4196,-0.5694,-0.8226,0.0827
19680105,0.0714,-0.4774,1.7899,3.1995,-2.5222,0.0944
19680112,0.0893,1.1551,2.3816,-0.4058,-0.0405,-0.9104
19680119,0.0893,-1.1614,2.0039,0.6072,0.6828,1.0031
19680126,0.0893,-2.0331,0.3457,0.7104,-0.1138,0.7954
19680202,0.0940,-1.5862,-1.2974,0.9572,-1.3877,0.3363
19680209,0.1011,-2.8336,-1.9757,1.3302,-1.0679,1.2460
19680216,0.0809,0.0310,0.1361,0.5040,0.6214,0.6904
19680223,0.0809,0.9072,0.3880,-0.2493,0.9699,0.8260
19680301,0.0998,-2.2385,-0.8801,1.0215,-0.9189,0.0321
19680308,0.0945,-0.4702,-0.8549,0.2805,-0.1772,0.5988
19680315,0.0945,-0.0074,-0.3040,-0.4225,1.2953,-0.1038
19680322,0.0945,-0.8824,-0.3295,-0.1807,0.1807,0.5118
19680329,0.0945,2.0248,0.1972,-0.7118,0.7999,0.4121
19680405,0.1064,3.4047,-0.3733,-0.8075,1.0284,-0.5503
19680411,0.0638,3.4490,0.8181,-0.9827,-0.3722,-0.2914
19680419,0.1064,-0.2821,2.4132,-0.3028,0.5260,-0.7978
19680426,0.1064,1.7558,1.7130,0.3955,2.3025,0.0554
19680503,0.1062,1.4701,0.2238,-0.7497,0.2966,-0.2416
19680510,0.1060,0.2646,1.8664,-0.3769,0.0231,-0.2688
19680517,0.1060,-1.3262,1.7481,0.2429,0.2180,0.9076
19680524,0.1060,0.6115,2.0255,-1.4612,0.4668,-0.6021
19680531,0.0848,1.6676,0.9813,-0.6423,0.7385,-0.1882
19680607,0.1303,2.8937,0.6215,-0.6394,-0.6591,-1.0844
19680614,0.1042,-0.2591,-0.3147,1.0216,0.7301,0.3640
19680621,0.1042,-0.5917,-0.4613,1.0889,-0.6124,0.4856
19680628,0.1042,-1.3286,-0.2316,0.9022,0.2129,0.2479
19680703,0.0844,1.4316,0.7291,-0.4438,-0.4751,-0.4063
19680712,0.1125,1.3798,0.2968,0.5720,-0.3823,0.6738
19680719,0.1125,-1.9779,0.0702,1.8785,-0.3081,2.5324
19680726,0.1125,-2.6970,-1.4449,1.1182,-0.3307,0.6957
19680802,0.1059,-1.8635,-0.9684,-0.1200,-0.3499,0.5432
19680809,0.0993,0.6219,0.7591,-0.3626,-0.7549,-0.1427
19680816,0.0993,1.6356,0.8492,-0.4498,-0.2369,0.4191
19680823,0.0993,0.0573,0.3278,0.3604,-0.3642,0.7054
19680830,0.0993,0.1330,0.3851,0.7846,0.5118,0.2903
19680906,0.0987,2.1209,-0.3668,0.3639,-0.7776,-0.1111
19680913,0.0987,-0.2126,0.9678,-0.2850,-0.4906,0.4174
19680920,0.0987,0.8878,-0.4145,-0.7131,-1.3981,-0.8826
19680927,0.0987,0.8008,0.7409,-0.0122,-0.4178,-0.6352
19681004,0.0978,1.1792,0.2714,0.6328,-0.2337,0.2377
19681011,0.0975,-0.5032,0.2578,0.2406,0.2168,-0.4917
19681018,0.0975,1.5310,-0.5794,0.6716,-0.0830,1.3117
19681025,0.0975,-0.5143,0.5910,0.3703,0.0136,0.7459
19681101,0.0993,-1.2018,-0.8923,0.8142,0.3606,0.9561
19681108,0.1047,0.9885,0.0251,0.5271,0.4005,0.0963
19681115,0.1047,1.9762,1.7306,-0.9603,0.0632,-0.1908
19681122,0.1047,0.8449,0.8430,-0.8626,-0.6362,-0.2093
19681129,0.1047,1.9110,0.1973,-0.0144,-0.3151,-0.7475
19681206,0.0943,-0.3192,1.0821,1.0516,0.8234,-0.4394
19681213,0.0943,-0.1331,0.8853,0.4049,-1.2047,-0.5293
19681220,0.0943,-1.1037,0.3862,0.3690,0.2009,0.0653
19681227,0.0943,-1.4569,0.9096,0.3491,-0.4013,0.1606
19690103,0.0927,-0.8959,-0.0430,0.9575,-0.1373,-0.3256
19690110,0.1140,-3.2693,-1.2086,-0.4830,-0.3334,-0.1490
19690117,0.1140,1.0608,0.5647,0.5902,0.8618,0.8059
19690124,0.1140,0.5178,0.8219,0.2514,-0.3396,-0.0864
19690131,0.1140,0.4299,-0.6825,0.4983,-0.1869,0.2725
19690207,0.1281,0.4400,-0.7426,-0.0477,-0.3037,0.7778
19690214,0.1025,-0.0542,-0.1892,0.0491,0.7989,0.4761
19690220,0.1025,-4.1736,-1.4155,0.4376,-0.0824,0.3225
19690228,0.1281,-2.1241,-1.6317,0.3318,0.5661,0.7597
19690307,0.1198,0.1172,-0.8325,0.2676,0.1619,0.8387
19690314,0.1198,-0.7785,-0.2841,0.9211,0.4538,0.7327
19690321,0.1198,1.6351,0.9196,-0.9350,0.7649,0.3002
19690328,0.1198,1.6809,-0.0562,0.1169,0.7286,0.6756
19690403,0.0693,-0.9267,0.3093,0.3709,0.5750,0.0257
19690411,0.1155,0.6670,-0.6221,-0.0224,0.3021,0.1834
19690418,0.1155,-0.6325,-0.0598,0.6173,0.1076,-0.0571
19690425,0.1155,0.3660,-0.3711,-0.4016,0.1443,0.0627
19690502,0.1189,2.4215,0.6789,0.2538,0.7089,-0.2300
19690509,0.1239,1.1233,-0.0619,0.1829,-0.0023,0.0194
19690516,0.1239,0.5954,-0.7002,0.5151,0.4143,-0.0977
19690523,0.1239,-1.1493,0.7117,0.5784,0.3567,0.4736
19690529,0.0991,-1.0397,0.1440,-0.0507,-0.3902,-0.3122
19690606,0.1221,-1.5327,-0.4927,-0.1089,0.8145,-0.0297
19690613,0.1221,-3.8251,-1.3663,0.0337,0.1040,0.2632
19690620,0.1221,-2.7260,-2.4046,0.5825,1.4994,2.3169
19690627,0.1221,0.2691,-0.9744,-0.8539,1.1885,0.2874
19690703,0.1031,2.5338,1.1471,-1.2778,-0.4826,-0.6608
19690711,0.1312,-4.1266,-0.5173,1.8581,1.0325,2.1393
19690718,0.1312,-1.0143,-0.5877,0.3693,0.2662,0.5498
19690725,0.1049,-3.5217,-0.5108,1.2705,1.3417,1.9257
19690801,0.1329,1.4583,-1.6386,-1.3124,-0.4422,-0.9279
19690808,0.1399,0.5824,-0.1852,-0.1416,0.7860,0.1899
19690815,0.1399,0.1452,-0.1969,-0.9032,0.5788,-0.4392
19690822,0.1399,2.1446,0.6200,-0.6757,-0.3003,-0.5684
19690829,0.1399,-0.3003,0.0397,-0.0048,-0.3007,-0.5145
19690905,0.1113,-2.3131,0.0265,1.0120,0.9180,0.9880
19690912,0.1391,0.6534,-0.6811,-0.7430,-0.3158,0.0646
19690919,0.1391,1.0609,0.0992,-0.6824,0.2726,0.5963
19690926,0.1391,-1.2403,1.1059,0.4102,0.6099,0.9285
19691003,0.1301,-0.9028,-0.0312,-0.5162,0.0248,-0.3987
19691010,0.1242,0.3810,-0.3021,-1.0243,0.4691,-0.3235
19691017,0.1242,3.2128,2.1159,0.3382,-1.0480,-1.1408
19691024,0.1242,2.0835,0.7316,0.0570,-0.2777,0.0291
19691031,0.1242,-0.7982,0.4833,-0.1837,-0.2969,0.3393
19691107,0.1447,1.2462,-0.0913,0.1245,0.6061,0.1511
19691114,0.1447,-1.5019,-0.6174,0.6044,0.7176,1.6347
19691121,0.1447,-3.2108,-1.1768,1.2553,0.8263,0.8917
19691128,0.1157,-0.3472,-0.1053,-1.9367,0.6977,-0.2501
19691205,0.1326,-2.6258,-1.0610,1.2215,1.9494,2.0591
19691212,0.1326,-1.1523,-0.6976,-0.1461,1.8909,1.1452
19691219,0.1326,0.5757,-1.0509,-0.9738,0.2321,-0.4306
19691226,0.1060,0.4471,-0.7911,-0.5173,-1.0404,-1.2569
19700102,0.1070,1.3797,0.7609,-0.4134,-0.9013,-0.8116
19700109,0.1373,-0.5659,1.9781,0.3022,-0.8613,1.5532
19700116,0.1373,-1.8432,-0.0695,1.2226,1.7321,1.8261
19700123,0.1373,-2.0160,0.6896,1.1068,-0.0523,0.6336
19700130,0.1373,-4.9017,0.3150,1.4305,-0.2980,0.8102
19700206,0.1619,1.5259,-0.8922,-0.1257,-0.4959,0.3989
19700213,0.1619,0.3238,0.0006,0.1854,0.6520,1.1410
19700220,0.1619,1.5179,-1.1915,0.5231,-0.9291,-1.0259
19700227,0.1295,1.6429,-0.2456,1.0184,-1.4462,-0.7228
19700306,0.1317,-0.2581,0.6128,1.8555,-0.7186,1.6529
19700313,0.1317,-2.2080,-0.5080,0.9464,-0.1444,0.9611
19700320,0.1317,-1.3007,-1.0290,1.0507,-0.0566,1.1185
19700326,0.1053,3.1381,-0.4068,-0.4073,-0.0512,-0.0868
19700403,0.1246,-0.7732,0.1661,1.2397,0.2443,0.0813
19700410,0.1199,-1.9224,-1.3183,1.6324,-0.0237,2.5743
19700417,0.1199,-3.5071,-1.4038,1.3771,-0.1108,2.4129
19700424,0.1199,-3.9477,-1.2831,1.1229,0.6087,1.4081
19700501,0.1223,-1.7914,-1.4260,0.9393,-0.7194,0.0182
19700508,0.1318,-2.4972,0.1252,1.1214,0.0621,1.1518
19700515,0.1318,-3.5007,-1.8489,1.6159,-0.3491,2.2062
19700522,0.1318,-6.5558,-1.5281,2.9748,-0.0266,2.5343
19700529,0.1318,6.0196,-0.1419,-3.1784,0.6268,-2.5599
19700605,0.1258,-0.2626,1.2082,0.5612,0.7939,0.0459
19700612,0.1258,-2.7342,-0.5950,1.3710,0.4412,1.3866
19700619,0.1258,3.5743,-1.2709,-1.6344,0.2498,0.4981
19700626,0.1258,-5.0903,-0.9108,2.5831,0.8527,1.7960
19700702,0.0946,-1.0999,-1.5335,1.5620,0.8361,1.8577
19700710,0.1108,2.2149,-1.4031,0.2507,0.3137,-0.3440
19700717,0.1108,3.8435,-0.8996,0.4296,-1.5278,-1.1435
19700724,0.1108,0.2187,0.8993,0.4325,-0.1568,-0.2927
19700731,0.1108,0.4569,1.6845,0.5627,0.4003,-0.2148
19700807,0.1193,-1.0525,-0.2556,1.4542,0.0919,1.1418
19700814,0.1193,-2.9577,-0.0748,1.7541,0.3641,0.7353
19700821,0.1193,5.0770,-2.9417,-1.3768,-1.5046,-1.2375
19700828,0.1193,3.9535,3.2933,-2.9834,-1.9448,-2.8862
19700904,0.1196,1.5147,1.5002,-1.8248,-1.2457,-1.4506
19700911,0.0957,-0.1688,2.4756,-0.4269,-0.3436,-1.1923
19700918,0.1196,0.3031,0.9115,-0.6961,0.3241,-0.1819
19700925,0.1196,1.7380,1.3637,-1.3751,0.4133,-1.5186
19701002,0.1167,1.5800,1.1510,-0.4318,-0.1952,-1.3237
19701009,0.1124,-0.5057,-0.0737,1.3518,0.6573,2.2575
19701016,0.1124,-1.3048,-0.7509,1.6460,0.9404,1.5886
19701023,0.1124,-0.8835,-1.3712,0.4534,1.6331,0.0413
19701030,0.1124,-0.7813,-0.8816,0.1526,1.9610,0.8144
19701106,0.1120,1.2514,-0.4561,1.4252,0.2174,1.1624
19701113,0.1120,-1.1554,-0.7857,0.6945,0.5961,1.3582
19701120,0.1120,0.1689,-2.0998,0.3692,1.0968,0.9542
19701127,0.0896,2.6333,-0.8821,-0.5323,0.3879,0.3139
19701204,0.0911,4.2852,0.8116,-0.2626,-1.7700,-1.7898
19701211,0.0859,0.7905,-0.1143,-0.5193,0.1629,0.2252
19701218,0.0859,-0.1005,-0.1004,0.3632,0.4239,1.2610
19701224,0.0687,0.6664,1.6486,-0.3548,-1.2445,-1.0110
19701231,0.0687,1.7347,0.9329,0.1679,-0.3341,-0.6485
19710108,0.0943,0.4790,2.6104,0.5467,-1.9161,-0.2670
19710115,0.0943,1.3696,1.7651,-0.0282,-1.7412,-1.6730
19710122,0.0943,1.8659,0.7868,-0.2116,-0.4263,-0.8283
19710129,0.0943,1.0405,1.3298,-0.7081,0.0400,-0.3757
19710205,0.0879,1.6245,1.7846,-0.8798,-0.2993,-0.6331
19710212,0.0879,1.5682,0.9324,-0.2247,0.0999,-0.4773
19710219,0.0703,-1.8481,-0.5536,1.3858,0.9358,1.3636
19710226,0.0879,0.0804,-0.6544,0.1901,1.6225,0.4656
19710305,0.0635,2.4756,1.2717,-1.3127,0.0883,-0.5064
19710312,0.0635,0.6358,0.6685,-0.6108,-0.0917,-0.5016
19710319,0.0635,1.5561,0.4169,-0.3583,0.9821,-0.1625
19710326,0.0635,-0.9446,0.4051,0.8088,0.5308,0.6263
19710402,0.0648,0.6385,0.1387,-0.8864,0.5095,-0.0296
19710408,0.0533,1.3394,-0.0738,0.7720,-0.5009,-0.2255
19710416,0.0667,1.2167,-0.3004,0.9094,-0.8142,0.5854
19710423,0.0667,0.4276,-0.4100,0.1490,0.1029,-0.3694
19710430,0.0667,-0.1254,0.3461,-0.1888,0.0119,-0.5722
19710507,0.0781,-0.9562,-0.6106,0.2316,-0.5448,-0.3897
19710514,0.0781,-0.5905,-0.1520,0.8708,0.7018,0.6017
19710521,0.0781,-1.3516,-0.6607,0.2092,0.9434,0.6636
19710528,0.0781,-1.1620,-0.0756,-0.3371,0.3249,0.1474
19710604,0.0636,1.9012,0.5700,-0.9195,0.1078,0.0128
19710611,0.0796,-0.3988,-0.1955,0.8075,1.6138,0.5565
19710618,0.0796,-2.1800,-1.3489,0.2362,2.4912,1.0461
19710625,0.0796,-1.0357,-0.0209,-0.2516,0.4087,0.2422
19710702,0.0883,1.9208,0.8321,-0.3241,0.0632,0.3297
19710709,0.0812,1.0877,0.5528,0.0629,0.5674,0.2336
19710716,0.1015,-1.5323,0.4081,0.6920,0.7604,-0.1750
19710723,0.1015,-0.3791,-0.5480,0.8685,0.4130,0.4781
19710730,0.1015,-3.8381,-0.8274,0.8300,0.7916,0.5187
19710806,0.1009,-1.2397,-0.5399,0.7047,-0.2167,-0.4265
19710813,0.1009,1.5535,-1.0065,-0.4174,-0.5221,0.3326
19710820,0.1009,2.5957,0.3171,0.8402,-1.8751,-0.2142
19710827,0.1009,2.0387,-0.8820,-0.1834,-1.6352,-0.1677
19710903,0.0921,0.2437,0.2241,0.0035,-0.3797,0.1224
19710910,0.0690,-0.1436,0.8752,-0.0710,0.4295,0.5349
19710917,0.0863,-0.6425,-0.3957,0.7296,1.4233,0.3546
19710924,0.0863,-1.7999,0.3968,-0.0951,1.4668,0.2557
19711001,0.0874,0.6984,-0.2333,-0.5922,0.2721,0.4051
19711008,0.0917,0.4526,-0.2497,0.6732,0.0319,0.6705
19711015,0.0917,-1.7164,-0.0759,-0.3554,0.7179,0.4074
19711022,0.0917,-2.3550,-0.0755,0.0862,0.8773,0.7248
19711029,0.0917,-1.4416,-0.7568,-0.9933,0.3040,0.1722
19711105,0.0834,0.1986,-0.8948,0.7456,1.0635,1.0722
19711112,0.0834,-2.5579,0.0471,-0.2369,0.8508,0.4428
19711119,0.0834,-0.7307,-0.9163,0.0168,0.7150,0.6002
19711126,0.0667,0.1551,-1.9455,-0.3768,-0.4667,-0.1350
19711203,0.0763,5.8711,1.3606,-0.6555,-0.3869,-0.4769
19711210,0.0715,0.9639,1.0603,-1.3603,-0.7513,-0.2577
19711217,0.0715,2.4165,-0.0811,0.2587,-0.5031,-0.7370
19711223,0.0572,0.4045,-0.2758,0.0847,-0.3511,0.0465
19711231,0.0715,1.4576,1.5211,-0.6654,0.1592,-0.4058
19720107,0.0678,1.4216,2.4276,1.7962,-4.3159,-0.1416
19720114,0.0678,0.0837,1.1453,-0.0420,-0.2753,0.9852
19720121,0.0678,0.2906,0.7527,-0.6883,-0.3025,0.9128
19720128,0.0678,0.7368,1.1573,-1.3727,-1.6675,-0.3287
19720204,0.0667,1.0255,1.8053,0.2944,0.3684,0.4918
19720211,0.0664,0.1305,-0.0548,0.4900,0.4061,0.4550
19720218,0.0664,0.2520,0.1730,0.9578,0.2281,-0.4741
19720225,0.0531,0.8821,-0.5863,0.4716,-0.8146,-0.0869
19720303,0.0618,1.9169,-0.5836,0.5133,2.1984,0.2243
19720310,0.0588,0.5327,1.4990,-0.5952,0.1437,-0.3298
19720317,0.0588,-0.5989,-0.6708,1.0280,0.7571,0.3609
19720324,0.0588,-0.4181,-1.3810,-0.2195,0.5844,0.7923
19720330,0.0470,-0.3009,0.1679,0.8325,-0.4597,0.0835
19720407,0.0740,2.3355,0.1470,0.1281,0.8170,0.1120
19720414,0.0740,0.3029,1.1973,-0.1027,0.2814,-0.1407
19720421,0.0740,-1.0514,-0.5103,0.5730,-0.5307,-0.2768
19720428,0.0740,-1.2842,-0.5087,-0.3294,0.1671,0.5238
19720505,0.0668,-1.1375,-1.5495,0.2390,0.8443,0.5560
19720512,0.0668,-0.1616,-0.4194,-0.2907,-0.2887,-0.0490
19720519,0.0668,2.3355,-0.2704,-0.2532,0.9170,0.7636
19720526,0.0668,1.3623,-0.1520,-1.2723,0.9707,0.1291
19720602,0.0521,-0.7422,-0.0259,-0.4280,-0.3853,-0.5225
19720609,0.0636,-2.5853,0.3109,-0.2332,0.9461,0.0633
19720616,0.0636,1.0971,-0.3463,0.5996,1.4844,1.1245
19720623,0.0636,-0.2252,-0.3330,-0.1484,0.0983,0.5111
19720630,0.0636,-0.9859,0.4899,-0.1458,0.9325,0.4218
19720707,0.0616,1.3380,-0.0789,-0.4439,1.0312,1.1277
19720714,0.0770,-2.0077,-0.8702,0.6948,0.1338,0.4235
19720721,0.0770,-0.4035,-0.3860,0.0508,0.0348,1.2248
19720728,0.0770,0.3586,-0.3416,-0.7233,0.8410,0.2810
19720804,0.0673,2.8079,-2.1305,0.5068,0.8050,0.1872
19720811,0.0649,1.3444,-0.7305,0.6129,-0.5258,0.2362
19720818,0.0649,-0.1029,0.4956,1.0394,-0.2120,0.4591
19720825,0.0649,-1.0800,-0.3777,0.8848,-0.9463,-0.2744
19720901,0.0696,0.6216,-0.8232,0.7334,0.2290,0.2551
19720908,0.0708,-1.3649,-0.4429,0.5904,-0.3743,-0.0377
19720915,0.0885,-1.4018,0.1974,-0.2322,0.7076,0.4420
19720922,0.0885,-0.4565,-0.4304,-0.4438,0.4054,-0.2548
19720929,0.0885,1.7103,-0.8210,-1.2721,1.0314,0.2651
19721006,0.0883,-0.9925,-0.5444,-0.3768,-0.4144,0.6427
19721013,0.0883,-1.6371,-0.2262,0.7182,0.0564,0.2144
19721020,0.0883,1.0099,-1.8277,-0.9424,-0.7361,-0.0349
19721027,0.0883,1.2675,-0.1116,0.2279,0.5194,-0.0796
19721103,0.0913,3.2750,-1.4019,-0.1371,-0.1789,-0.0600
19721110,0.0747,-0.2944,-0.2396,1.2622,-1.6661,-0.0244
19721117,0.0933,1.4040,-0.6217,-0.0739,-0.0448,0.5395
19721124,0.0747,1.3488,-0.3931,0.7593,-1.3572,0.6102
19721201,0.0967,0.3636,1.5781,0.3831,-0.3923,-0.4646
19721208,0.1100,1.0127,0.3714,-0.6381,0.8768,-0.1373
19721215,0.1100,-0.7206,-1.3472,-0.4171,0.9867,0.9904
19721222,0.1100,-2.0140,-0.0434,0.4585,0.5490,0.6130
19721229,0.0660,1.6904,-1.2585,-0.6404,0.3914,0.1794
19730105,0.0839,1.2949,1.2028,-0.0641,-0.9782,0.8717
19730112,0.1048,-0.6909,-1.1951,0.6434,-0.3183,0.0567
19730119,0.1048,-0.9015,-0.9938,-0.4932,-0.1172,1.0565
19730126,0.0839,-2.4232,-0.9560,-0.4591,0.3033,0.5387
19730202,0.1078,-2.1219,-0.9467,0.5588,0.6043,1.4058
19730209,0.1124,0.1214,-1.1023,-0.5808,0.1869,-0.3676
19730216,0.1124,-0.1837,-1.3196,0.4953,-0.2008,0.1734
19730223,0.0899,-1.8677,-1.0493,0.3702,-0.8072,0.6257
19730302,0.1105,-1.2591,-1.8706,0.1954,-0.7581,1.2945
19730309,0.1078,1.4232,0.0793,-0.1962,-0.0104,-0.1785
19730316,0.1078,-0.5857,-0.4685,-0.0357,0.2938,1.1049
19730323,0.1078,-4.4651,-0.3781,0.4495,-1.0202,1.5898
19730330,0.1078,2.2596,-0.1943,0.1389,-0.7280,0.1858
19730406,0.1248,-2.5745,-0.2075,0.8678,0.3330,0.6085
19730413,0.1248,2.2642,-1.2224,0.7497,0.0365,1.3857
19730419,0.0998,-0.2798,-0.9745,1.0759,-0.1190,1.2771
19730427,0.1248,-4.7950,-0.4607,0.5422,-1.0040,1.3145
19730504,0.1175,3.2196,-1.6356,-0.8506,-0.0807,0.1164
19730511,0.1156,-2.2157,0.6112,0.4610,1.1736,-0.3718
19730518,0.1156,-4.6129,-2.3253,0.4817,0.5188,1.4925
19730525,0.1156,3.3971,-3.3773,-1.2558,-0.3924,-0.6726
19730601,0.0949,-3.6698,0.1804,0.8526,0.1361,0.7790
19730608,0.1278,2.3209,-1.6331,-0.9598,-0.6322,0.6937
19730615,0.1278,-1.7073,1.3487,0.6739,0.1355,-0.2484
19730622,0.1278,-1.5801,-0.2552,0.0952,1.0472,1.9847
19730629,0.1278,0.3733,-0.8713,0.5515,-0.1525,0.5720
19730706,0.1242,-2.7064,1.5905,0.9173,-0.4539,-0.2403
19730713,0.1553,3.2224,2.9009,-3.7077,-0.4230,-2.3021
19730720,0.1553,3.6537,2.9638,-1.5662,1.3468,-1.4941
19730727,0.1553,2.0685,0.1270,-1.0217,0.9245,0.0460
19730803,0.1513,-2.6805,-0.2266,0.1114,0.1819,0.3895
19730810,0.1486,-1.6848,-0.9128,0.0423,0.1953,0.5248
19730817,0.1486,-2.2625,-0.0454,1.1987,-0.1114,0.6383
19730824,0.1486,-0.8763,-0.9748,0.9457,1.0587,0.4324
19730831,0.1486,2.5778,0.0918,-0.6118,0.0695,-0.5473
19730907,0.1417,0.8688,0.7187,0.9734,-0.8053,-0.3411
19730914,0.1772,-0.5302,0.0547,-0.3145,0.1087,0.7317
19730921,0.1772,3.1077,2.3842,0.1669,-0.4698,-1.9616
19730928,0.1772,1.2406,2.0802,1.1660,-0.4895,-0.0577
19731005,0.1486,1.2869,3.2377,0.2069,-0.1524,0.7983
19731012,0.1486,1.1869,-0.6605,0.3738,0.3045,0.6094
19731019,0.1486,-1.2923,-1.4787,0.7800,-0.0809,0.2646
19731026,0.1486,0.4191,-1.6206,0.8151,0.7366,1.6443
19731102,0.1417,-3.7677,-0.7896,0.5670,-0.8811,-0.0125
19731109,0.1314,-2.0913,-1.6953,0.6354,-0.1769,0.7045
19731116,0.1314,-2.1295,-3.2226,0.3400,-0.0397,0.5403
19731123,0.1051,-4.3595,-1.8164,1.2358,-0.8428,0.2163
19731130,0.1314,-3.6835,-1.1180,0.5512,1.0409,1.2819
19731207,0.1736,0.1184,-2.6178,0.7407,0.3231,1.0126
19731214,0.1736,-3.3147,-1.2867,1.4464,0.7582,1.9259
19731221,0.1736,-0.1069,-0.6407,1.0314,0.9437,1.4401
19731228,0.1388,3.9290,-1.0258,-0.6129,1.2744,0.7592
19740104,0.1200,2.1991,7.3588,0.4538,-3.5981,-2.3163
19740111,0.1422,-4.8821,2.9932,1.4630,-1.1493,1.4424
19740118,0.1422,2.1463,0.0876,-0.4718,-0.8358,-0.7910
19740125,0.1422,0.8453,0.8257,-0.8752,0.7435,-0.7051
19740201,0.1444,-1.3229,1.2759,1.1106,0.4650,0.7100
19740208,0.1528,-2.8868,0.7214,1.1973,0.1535,1.1149
19740215,0.1528,-0.4912,-0.6051,1.0124,-1.0212,0.3949
19740222,0.1222,3.1929,-0.9961,0.2191,0.0855,0.5762
19740301,0.1492,0.4514,0.8357,-0.3815,-0.6162,-0.6059
19740308,0.1349,2.1493,0.2421,-2.0347,0.4577,-0.8580
19740315,0.1349,1.4882,0.3959,-0.1367,0.9291,0.1952
19740322,0.1349,-2.1952,0.1408,0.6660,0.7040,0.5463
19740329,0.1349,-3.5680,0.2197,1.1061,0.1690,1.0743
19740405,0.1887,-1.4678,0.0390,0.2934,-0.1621,0.9884
19740411,0.1509,-1.0489,-0.0647,0.8788,0.0614,1.2997
19740419,0.1887,1.3484,-0.0456,-0.1129,0.8271,-0.4658
19740426,0.1887,-4.3315,-0.4102,1.3363,1.2549,0.7730
19740503,0.1739,1.1872,-0.3092,-0.1093,0.9276,0.3698
19740510,0.1640,-0.5415,-1.7527,0.1299,1.1443,-0.0953
19740517,0.1640,-3.6347,0.2284,0.6557,0.9645,0.9708
