date,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
19811016,0.2644,-1.8090,1.1446,0.9228,0.6891,0.4668
19811023,0.2644,-0.5530,0.4383,0.0373,1.8838,0.5232
19811030,0.2644,2.4858,-0.8841,-1.1831,0.6916,-0.3246
19811106,0.2746,1.2221,-0.0180,0.0072,0.4287,0.3843
19811113,0.2746,-0.9040,0.7704,1.5237,0.0895,1.0264
19811120,0.2746,0.0199,-0.9454,-0.5068,-0.0797,0.4040
19811127,0.2196,2.1678,-0.9370,0.3527,0.0611,0.0684
19811204,0.2133,0.5022,-0.5499,0.0720,-1.0324,0.5543
19811211,0.1979,-1.2234,-0.3534,0.4740,0.5414,1.2796
19811218,0.1979,-0.8988,0.6242,-0.1235,0.0365,-0.5394
19811224,0.1583,-1.0362,0.5872,0.1556,-0.0558,0.3103
19811231,0.1583,-0.1832,0.5019,0.4804,0.2264,-0.0505
19820108,0.1822,-2.4677,0.7251,1.5439,-2.3556,0.4134
19820115,0.1822,-3.0588,0.5033,0.6656,0.2349,0.7477
19820122,0.1822,-1.0497,0.3986,1.4490,-0.3551,0.2857
19820129,0.1822,3.4648,-1.8864,-1.4437,1.2141,-0.5436
19820205,0.2407,-1.8920,1.3679,2.2453,0.2956,1.2183
19820212,0.2407,-2.6947,-0.7115,1.4113,0.2306,1.7601
19820219,0.1925,-1.0477,0.4280,0.2185,1.3350,0.2260
19820226,0.2407,-0.2930,-0.5743,1.0219,-1.4756,0.5137
19820305,0.2398,-3.4303,0.2801,2.4969,-2.2055,2.7338
19820312,0.2398,-1.3673,-1.1267,0.4636,-0.1979,0.2451
19820319,0.2398,1.6666,-0.3295,-1.1223,0.3600,-1.1260
19820326,0.2398,1.3903,1.1951,0.0771,0.3432,-0.1594
19820402,0.2509,2.3413,-0.7159,-1.1212,0.7005,0.7383
19820408,0.2141,0.9050,-0.1397,-0.4290,0.6995,0.0854
19820416,0.2677,0.4050,0.4869,0.1723,0.6780,0.3921
19820423,0.2677,1.2653,-0.3220,0.7936,-0.5339,-0.3409
19820430,0.2677,-1.8109,1.5746,1.3149,0.1730,0.4501
19820507,0.2389,2.5450,-1.3741,-2.0638,-1.1280,-1.0974
19820514,0.2389,-1.0102,0.2307,0.3930,-0.3824,-0.0502
19820521,0.2389,-2.8806,0.1526,1.1093,0.6431,1.2860
19820528,0.2389,-2.4451,0.5113,-0.0527,0.2517,0.7047
19820604,0.1939,-1.8182,0.4929,-0.0720,-0.4542,0.3652
19820611,0.2424,0.5829,-0.7073,-0.1369,0.3266,0.5390
19820618,0.2424,-3.6470,1.2451,2.1956,0.4658,2.4202
19820625,0.2424,1.4180,-0.0935,-0.2752,-0.3954,-0.0397
19820702,0.2423,-1.1917,1.0741,1.6520,-0.0759,0.5435
19820709,0.1937,0.4727,-0.5052,0.5209,0.5005,0.7313
19820716,0.2422,1.6157,-0.6243,-0.0651,1.6206,2.4081
19820723,0.2422,-0.0190,1.4823,0.2973,-0.0972,-0.3792
19820730,0.2422,-3.6262,0.5308,0.7710,0.8205,0.7628
19820806,0.1890,-2.7200,0.4405,1.0043,-0.5674,-0.4872
19820813,0.1890,-0.5015,-1.8174,1.7262,0.5671,0.1055
19820820,0.1890,8.0771,-2.8692,-0.7786,-1.4525,-1.4338
19820827,0.1890,4.3597,1.4631,-2.9661,-0.7126,-2.5834
19820903,0.1486,4.3326,-1.3692,-0.1800,0.4023,0.8604
19820910,0.0973,-1.0105,1.7523,-0.2108,0.4384,-0.5404
19820917,0.1216,1.3530,0.1102,0.2886,1.5475,2.0400
19820924,0.1216,0.6347,0.4364,0.1020,1.2844,1.6368
19821001,0.1233,-1.0175,0.7860,0.9224,0.6803,1.1361
19821008,0.1301,7.0373,-1.7342,-0.8483,1.5878,1.4272
19821015,0.1301,2.0350,0.7958,-1.5035,-3.2513,-4.6188
19821022,0.1301,3.9906,0.2523,0.3760,0.3295,-0.1112
19821029,0.1301,-3.0839,1.9868,0.9822,0.4723,1.9850
19821105,0.1710,6.4863,-0.6219,-0.4477,0.6001,-0.3450
19821112,0.1710,-0.9649,3.6406,0.4560,-0.1439,-0.2545
19821119,0.1710,-1.7396,0.8113,1.1723,0.7010,2.6172
19821126,0.1368,-1.3710,1.1445,0.1844,0.8397,0.4973
19821203,0.1539,2.5904,0.5092,0.3214,2.4706,1.8892
19821210,0.1426,0.1666,-0.2724,-1.5116,0.2699,0.1312
19821217,0.1426,-1.8259,-1.2884,1.3347,-0.2546,0.6667
19821223,0.1141,1.3743,-0.6279,0.2814,-0.4114,-0.3850
19821231,0.1426,0.6539,0.0708,-0.0615,-1.7074,-1.5970
19830107,0.1630,3.0849,-0.3280,-0.7791,-3.2916,-3.4366
19830114,0.1630,1.3152,1.3573,-0.4138,-0.6145,-0.3456
19830121,0.1630,-1.7547,0.9799,-0.7322,0.4817,-0.1614
19830128,0.1630,0.3638,0.1397,0.8796,1.1294,1.7007
19830204,0.1625,1.4223,0.5244,0.4173,-0.3438,0.1811
19830211,0.1624,1.0821,1.3439,-0.4547,-0.4713,-0.7634
19830218,0.1624,0.4963,1.6036,0.3439,1.5489,1.0660
19830225,0.1299,1.1485,-0.5225,0.5437,1.5498,1.0472
19830304,0.1422,2.3329,-0.4352,2.1418,0.3271,0.2616
19830311,0.1372,-1.3006,1.8520,0.0968,-0.1512,-0.4071
19830318,0.1372,-1.0002,0.2856,1.7298,0.9754,1.9678
19830325,0.1372,1.8225,0.2757,0.8671,0.2816,0.9131
19830331,0.1097,-0.0077,0.0837,-1.1924,0.2600,-0.2107
19830408,0.1725,-0.4232,-0.2561,0.3273,0.2885,0.5468
19830415,0.1725,3.8147,0.1968,0.2711,1.2683,1.8090
19830422,0.1725,1.0830,0.6365,1.4500,-0.7494,0.2117
19830429,0.1725,2.0773,-0.9057,-0.0263,-0.2205,-0.3097
19830506,0.1801,1.5381,1.7658,-0.0572,-1.6752,-1.2392
19830513,0.1801,-0.2916,1.9857,-0.7222,-0.5982,-0.8424
19830520,0.1801,-1.3460,0.8896,-0.4051,-0.7406,-0.7153
19830527,0.1801,1.7956,1.0055,-0.2950,-0.6724,-1.0201
19830603,0.1266,-0.0196,0.5468,0.8891,0.6011,0.1492
19830610,0.1510,-0.5840,1.6057,0.2196,0.7525,0.7578
19830617,0.1510,3.5249,0.6873,-1.2851,1.1817,1.3643
19830624,0.1510,0.7427,0.1092,-0.8589,-0.8491,0.1542
19830701,0.1553,-1.2068,-0.4000,-0.1570,-0.2219,-0.1135
19830708,0.1380,-1.0640,0.8246,-0.0833,0.0097,-0.0241
19830715,0.1725,-1.9398,0.1735,0.3298,0.6135,1.0846
19830722,0.1725,2.4292,-0.7577,0.6335,0.4900,0.7620
19830729,0.1725,-3.9543,0.1031,2.0241,0.1146,1.3863
19830805,0.1808,-1.0137,-1.5235,0.0724,0.2205,-0.0047
19830812,0.1808,0.1706,-0.8696,0.0899,0.3145,0.1726
19830819,0.1808,0.7186,-0.3268,0.5135,-0.1823,0.7243
19830826,0.1808,-1.5576,-0.9549,0.5662,-1.1775,-0.8635
19830902,0.1807,1.7276,-0.6382,-0.5652,0.6355,0.4539
19830909,0.1445,1.3664,0.6865,1.0914,0.5535,0.2209
19830916,0.1806,-0.7966,-0.2393,0.1424,0.6027,0.6761
19830923,0.1806,1.8991,-0.8289,0.5855,1.0173,0.9784
19830930,0.1806,-2.0917,0.3370,0.0999,0.9170,1.0421
19831007,0.1765,2.2170,-2.0222,0.7313,1.3426,1.4384
19831014,0.1765,-1.1067,-0.3433,1.0909,0.2754,1.4010
19831021,0.1765,-2.8257,-0.5231,1.2505,0.1128,0.6032
19831028,0.1765,-1.5669,-0.4649,-0.2590,0.4684,0.6699
19831104,0.1720,-0.5506,-0.8454,0.1068,-0.4773,-0.5267
19831111,0.1709,1.9757,-0.6521,-0.0311,0.4516,-0.1337
19831118,0.1709,-0.1282,2.0973,-0.4708,-0.1517,-0.5352
19831125,0.1367,1.1159,-0.1257,0.9764,-0.5154,-0.2291
19831202,0.1694,-0.9899,0.7818,0.8788,-0.6813,-0.2072
19831209,0.1671,-0.4668,-0.2472,1.3714,0.1098,1.0676
19831216,0.1671,-1.7869,0.0062,-0.4409,-0.5555,0.1627
19831223,0.1671,0.1976,-0.3960,-0.0904,0.0730,0.0632
19831230,0.1337,0.9221,-0.3976,0.1501,-0.5753,-0.4550
19840106,0.1535,2.6829,0.3397,-0.3031,-1.0035,-0.4444
19840113,0.1919,-1.1723,1.2263,1.0768,-0.7916,0.6029
19840120,0.1919,-0.8721,-0.0124,0.0343,-0.7075,0.0894
19840127,0.1919,-1.8822,-1.1438,0.9211,-1.0644,0.2257
19840203,0.1864,-2.2685,-1.3883,0.9240,-0.2677,0.3083
19840210,0.1827,-3.2791,-1.2387,-0.5293,0.1193,0.2152
19840217,0.1827,-0.6811,-0.4829,0.8324,0.2758,0.1005
19840224,0.1461,0.7745,-1.0719,-0.1797,-0.2524,0.0432
19840302,0.1756,1.2936,0.6431,0.2988,-0.8859,0.2265
19840309,0.1650,-3.0183,1.2077,0.2926,0.0832,0.1568
19840316,0.1650,2.8054,-0.7985,-0.2881,0.8099,0.8635
19840323,0.1650,-1.6613,0.6440,0.3490,-1.0036,-0.1453
19840330,0.1650,1.2731,-1.1933,0.3054,-0.4829,0.4119
19840406,0.2026,-2.6257,-0.2082,0.7697,-0.8408,-0.1007
19840413,0.2026,0.8004,-0.5601,0.3177,1.1882,1.0903
19840419,0.1621,0.3230,0.4236,-0.3200,0.6149,0.5278
19840427,0.2026,0.9738,-0.5805,0.3643,0.8665,0.7283
19840504,0.1837,0.1209,1.1449,-0.7309,0.1460,-0.6628
19840511,0.1790,-0.4390,-0.4057,-0.3273,0.6786,0.8058
19840518,0.1790,-2.1056,0.0955,-0.2185,0.4670,0.4992
19840525,0.1790,-2.9400,-1.1198,0.2804,0.5761,1.3593
19840601,0.1431,1.0017,-0.7552,-0.5153,0.3784,-0.3705
19840608,0.1789,1.2512,0.2991,-1.1317,0.1707,-0.1189
19840615,0.1789,-3.2897,1.8745,-0.6832,0.3832,0.3944
19840622,0.1789,3.0083,-1.7458,-0.8843,0.8493,0.1204
19840629,0.1789,-0.7294,0.5941,0.4506,0.4802,0.7106
19840706,0.1662,-0.7402,0.1331,0.4283,1.0444,1.5585
19840713,0.2078,-1.1112,0.1446,-0.4299,0.2605,0.0737
19840720,0.2078,-1.3313,-0.8653,1.2185,0.3648,1.5157
19840727,0.2078,0.6150,-1.9439,-1.9791,1.3035,-0.0218
19840803,0.1866,7.2118,-0.6734,-3.7611,1.1157,-2.5814
19840810,0.1726,2.1075,0.1486,0.6182,1.3045,0.9213
19840817,0.1726,-0.8644,0.6238,0.9753,0.5024,1.0404
19840824,0.1726,1.7440,-0.5339,0.1502,-0.5222,0.2372
19840831,0.1726,-0.3815,0.7507,0.7860,-0.6460,0.1424
19840907,0.1740,-1.2068,0.5074,0.9096,0.3122,0.3574
19840914,0.2176,2.2380,-1.2404,0.0426,0.4550,-0.0887
19840921,0.2176,-1.5556,0.9999,0.8280,-0.3924,0.1327
19840928,0.2176,-0.2016,-1.0719,0.8357,-0.1868,0.7836
19841005,0.2115,-2.1432,0.5930,0.8357,-0.2143,0.6390
19841012,0.2115,0.7239,-0.7965,-0.1763,0.1453,0.0132
19841019,0.2115,2.0985,-0.2693,-2.0296,1.9687,0.3193
19841026,0.2115,-1.7698,-0.3018,1.1116,0.3630,0.2483
19841102,0.1966,1.0920,-1.0642,0.0883,0.5840,0.5445
19841109,0.1741,0.2161,0.1756,0.8117,-0.8742,-0.3217
19841116,0.1741,-2.0833,0.1971,0.7588,0.8595,1.1295
19841123,0.1393,1.1667,-1.7878,0.0392,0.3265,0.0859
19841130,0.1741,-1.8056,0.5890,0.4095,0.4546,0.7851
19841207,0.1726,-0.9986,-0.6262,0.3835,0.2029,0.4700
19841214,0.1726,0.2395,0.0232,-0.9518,0.8022,0.0937
19841221,0.1726,1.7837,-0.2618,-0.3494,1.5548,0.9369
19841228,0.1381,0.3117,0.1392,0.1048,-0.0810,-0.0887
19850104,0.1226,-1.2203,1.7275,-0.1982,-0.6017,-0.8589
19850111,0.1468,2.4758,-0.3639,-0.3577,0.2971,-0.0808
19850118,0.1468,2.2791,1.7103,-0.6545,0.2265,-1.5208
19850125,0.1468,3.4142,-0.1300,-1.7963,0.5637,0.2491
19850201,0.1491,0.8279,0.7164,0.1948,0.2995,0.6115
19850208,0.1584,2.4052,0.8204,-0.7293,0.0456,-0.1201
19850215,0.1584,-0.2453,0.6366,0.7625,0.2534,0.8090
19850222,0.1267,-1.0637,0.1275,0.0291,0.2163,0.6585
19850301,0.1560,1.6235,-1.2310,0.7100,1.6930,1.1551
19850308,0.1463,-2.0962,1.1330,1.4823,0.3430,0.6742
19850315,0.1463,-1.3733,-0.2104,0.6650,0.2832,0.9591
19850322,0.1463,0.8178,-1.8519,0.5151,0.4375,0.5920
19850329,0.1463,0.8191,-0.9301,0.5478,-0.6059,-0.5188
19850404,0.1437,-0.9245,0.1148,0.4081,0.1854,0.2839
19850412,0.1796,0.7567,-0.6744,-0.0514,-0.0938,0.2224
19850419,0.1796,0.1880,-0.0512,0.6045,0.8407,0.6303
19850426,0.1796,0.3486,-0.3822,-0.0981,-0.3826,0.6134
19850503,0.1543,-1.2976,0.1040,0.1363,-0.7383,0.4413
19850510,0.1375,2.4980,-0.3160,-1.4280,0.7772,-0.7917
19850517,0.1375,1.5994,-0.5840,-0.2127,1.0197,0.6672
19850524,0.1375,0.3858,-0.2382,0.6608,0.9316,1.4306
19850531,0.1099,0.5085,-0.2565,0.2200,0.7582,-0.1823
19850607,0.1384,0.3067,0.1689,0.0432,1.9659,0.5808
19850614,0.1384,-1.3273,-0.1556,1.4094,0.3176,1.2968
19850621,0.1384,0.8880,-0.8921,-0.1066,0.8369,0.4297
19850628,0.1384,1.4276,0.3295,-1.5311,-0.2819,-0.7119
19850705,0.1124,0.4899,0.7356,0.1982,-0.0858,0.8843
19850712,0.1405,0.4580,0.4825,0.1619,0.8798,0.7997
19850719,0.1405,0.9381,0.7673,-0.8709,-0.7804,-0.4510
19850726,0.1405,-1.7152,0.3732,-0.7121,-2.0379,0.1029
19850802,0.1368,-0.4034,0.2108,-0.0353,0.3298,-0.1369
19850809,0.1313,-1.5543,-0.5190,0.9036,-0.0825,0.0536
19850816,0.1313,-1.0659,0.2488,1.0762,0.2718,0.5678
19850823,0.1313,0.3628,-0.2883,0.2269,-0.0585,0.4682
19850830,0.1313,0.7858,0.2057,0.3050,0.2044,0.0687
19850906,0.1270,-0.3999,-0.4955,-0.1493,0.6565,0.4170
19850913,0.1588,-3.0570,-0.3666,0.7813,0.0603,0.4158
19850920,0.1588,-0.5787,-0.2234,-0.1017,0.0485,-0.2023
19850926,0.1270,-0.8007,-0.5520,1.1676,0.2735,0.9273
19851004,0.1362,0.8154,-0.3919,1.4206,0.0179,0.6793
19851011,0.1306,0.5502,0.4850,0.4869,1.2424,0.5593
19851018,0.1306,1.5557,-0.0475,-1.1370,0.6258,0.6897
19851025,0.1306,0.1671,-0.3132,-0.2815,-0.5620,0.2795
19851101,0.1352,1.8812,-0.4880,0.1874,1.0453,0.7657
19851108,0.1535,1.5410,0.3919,-0.2819,0.9150,0.0635
19851115,0.1535,2.0801,-0.2712,-1.0660,0.5119,0.1814
19851122,0.1535,1.5835,-0.2278,-0.5022,-0.0640,-0.8986
19851129,0.1228,0.3661,0.1520,0.1765,0.2249,-0.1028
19851206,0.1458,0.3628,0.6439,-0.7925,0.0528,-0.4773
19851213,0.1458,3.2119,-1.0023,-1.5281,2.1328,-0.4041
19851220,0.1458,0.1291,-0.2599,1.1429,0.0130,0.4357
19851227,0.1166,-0.5272,0.6727,-0.2200,-0.3580,-0.2267
19860103,0.1025,0.6328,0.9498,0.7539,-0.4982,0.0782
19860110,0.1104,-2.0222,-0.2609,-0.1391,-0.8047,-0.2926
19860117,0.1104,1.3915,0.8433,-0.6577,-0.5392,-0.1594
19860124,0.1104,-0.7921,0.5981,-0.2002,1.4459,0.5702
19860131,0.1104,2.2864,-1.0325,-0.4152,2.0219,1.5386
19860207,0.1391,1.5013,-0.0771,-1.2841,1.3829,1.1537
19860214,0.1391,2.3074,-0.6578,-0.2862,0.4165,0.4707
19860221,0.1113,2.0450,-0.2590,-0.6471,0.2212,-0.2296
19860228,0.1391,1.0807,0.6119,0.8490,0.2373,-0.5612
19860307,0.1487,-0.1897,1.9426,0.3464,0.1736,-0.1333
19860314,0.1487,4.0299,-1.8854,-0.1464,0.1481,0.2321
19860321,0.1487,-0.8978,1.8747,1.1645,-0.1869,0.5514
19860327,0.1190,1.8392,-1.6073,0.3144,1.2264,0.8273
19860404,0.1267,-3.4850,1.6919,-1.4557,0.7077,0.0201
19860411,0.1211,2.6877,-1.4595,-0.5177,0.5203,0.0987
19860418,0.1211,2.6645,0.3672,0.1565,0.7107,-0.2037
19860425,0.1211,-0.2664,0.1157,-0.6022,-0.4295,0.3817
19860502,0.1196,-2.9230,0.5838,0.5205,0.1547,0.0273
19860509,0.1173,1.3666,-0.2975,0.6582,0.2471,0.6516
19860516,0.1173,-1.8469,1.0045,0.3526,0.8520,0.1588
19860523,0.1173,3.1044,-1.5681,0.5276,1.2384,-0.3065
19860530,0.0938,2.2384,-0.4003,-0.5669,0.5985,0.3159
19860606,0.1247,-0.6917,0.6204,0.7189,1.2439,0.4175
19860613,0.1247,-0.0288,0.0217,-0.0425,0.6201,0.0180
19860620,0.1247,0.0784,-1.0723,1.3137,1.8501,0.9303
19860627,0.1247,1.1833,-0.0040,-0.3005,1.4424,-0.3056
19860703,0.0931,1.1240,0.3164,-0.3731,0.9221,0.2283
19860711,0.1137,-3.8786,-0.4967,1.3410,-0.1221,0.7187
19860718,0.1137,-2.4444,-0.3189,0.6707,1.6064,0.5564
19860725,0.1137,1.1866,-1.5486,-0.4752,0.9763,0.1446
19860801,0.1129,-2.3634,-0.4673,0.4566,0.2427,1.4816
19860808,0.1097,0.4810,-1.7240,1.4038,-1.7836,0.3208
19860815,0.1097,4.1460,-0.9562,-0.5029,-0.0712,-0.2093
19860822,0.1097,0.9555,-0.9738,0.2634,0.0264,0.9918
19860829,0.1097,0.8255,-0.8970,1.3067,-1.1986,-0.0124
19860905,0.0909,-1.1589,-0.1638,1.9212,-1.8530,-0.4136
19860912,0.1137,-7.9534,0.8359,0.7918,-1.1045,0.4070
19860919,0.1137,0.4625,-1.3037,0.5129,-0.9760,-0.2338
19860926,0.1137,0.3754,1.1009,0.1505,0.2759,-0.3201
19861003,0.1003,0.5161,-0.2489,0.5983,-0.1630,0.6344
19861010,0.0913,0.5690,-0.7128,0.7048,0.2034,-0.5301
19861017,0.0913,1.1354,-0.0939,-0.2075,1.8561,1.1098
19861024,0.0913,-0.0705,0.2905,-0.2688,-0.4065,-0.0534
19861031,0.0913,2.1063,-0.9008,-0.1524,-0.4121,-0.4581
19861107,0.1031,0.7596,-0.4982,0.0013,-0.2770,0.9687
19861114,0.1031,-0.6920,0.1009,0.7199,-0.7363,0.4096
19861121,0.1031,-0.0561,-1.3554,-0.1550,1.2094,2.0369
19861128,0.0825,1.1583,-0.2400,-0.2054,0.9188,0.2813
19861205,0.1081,0.7899,0.1205,-0.1039,1.4644,0.3548
19861212,0.1081,-1.6697,-0.2714,0.1600,-0.1352,0.7910
19861219,0.1081,0.3233,-0.1514,0.8996,0.8659,0.7205
19861226,0.0865,-0.9004,0.0224,0.2257,-0.1881,0.6091
19870102,0.0846,-0.0437,1.0557,0.0288,-0.2948,-0.7210
19870109,0.0987,5.5152,1.4838,-0.6163,0.3033,-0.4882
19870116,0.0987,2.4394,-0.3347,0.3729,-0.2439,1.5665
19870123,0.0987,1.0710,-1.2445,-0.7241,1.3382,0.8079
19870130,0.0987,1.0936,-0.8702,-0.2899,-0.2748,0.5874
19870206,0.1132,2.6484,1.6918,-0.1347,-1.6045,-0.5752
19870213,0.1132,0.0239,1.2385,-0.3863,1.3906,0.2261
19870220,0.0906,1.7573,-0.4109,-0.8138,1.6244,-0.3478
19870227,0.1132,-0.0971,0.7274,-0.5179,0.5499,-0.2990
19870306,0.1137,1.8179,-0.9303,0.8350,0.6147,0.9113
19870313,0.1137,-0.0660,1.0991,0.8711,0.0575,0.6447
19870320,0.1137,2.1219,-1.4700,1.6150,-0.8214,0.5901
19870327,0.1137,-0.6451,0.2769,0.9711,-0.5281,-0.4435
19870403,0.1066,0.7770,-0.9660,0.5327,-0.8622,-0.0453
19870410,0.1019,-2.5264,0.6553,-0.4635,-0.3875,0.2295
19870416,0.0815,-2.0536,-1.0557,0.3650,-0.3688,-0.4628
19870424,0.1019,-1.8610,0.3108,-0.0988,-0.6405,-0.1508
19870501,0.1003,1.9134,-0.9783,-0.1572,0.4275,0.8902
19870508,0.0939,1.6293,-1.1216,1.2517,-1.3012,-0.0978
19870515,0.0939,-1.9217,0.9547,0.1483,-0.7354,0.2035
19870522,0.0939,-2.1686,-0.3431,-0.2754,-0.6645,-0.6616
19870529,0.0751,2.7948,-0.9193,-1.2391,0.2476,0.1381
19870605,0.1141,1.0390,-0.2741,0.1862,0.6004,-0.2795
19870612,0.1141,2.4360,-0.7812,0.4253,0.0829,-0.3545
19870619,0.1141,1.3999,-0.9133,0.0923,0.6444,0.5005
19870626,0.1141,-0.0323,-0.3459,-0.0437,0.4126,0.4734
19870702,0.0825,-0.6066,0.4883,1.0069,-0.3088,-0.0715
19870710,0.0921,0.7027,-0.3193,1.4305,-0.9913,-0.2899
19870717,0.0921,1.7087,-0.3395,-0.2682,-0.6275,0.4582
19870724,0.0921,-1.6268,0.4371,-0.6687,-0.0247,-0.5547
19870731,0.0921,2.6991,-1.4793,-0.7160,-0.1526,-0.6977
19870807,0.1127,1.5019,0.1225,-0.5456,0.8044,0.9758
19870814,0.1127,3.0054,-1.3570,-0.6744,1.7836,1.3819
19870821,0.1127,0.4828,-0.2908,0.2696,1.0333,0.4157
19870828,0.1127,-2.1671,1.5578,0.0512,0.0415,-0.5305
19870904,0.1142,-2.8840,1.4044,1.2512,-0.4483,0.9440
19870911,0.0916,1.1926,-1.1373,-0.2276,1.0554,0.1624
19870918,0.1146,-2.0367,0.8727,-0.2317,-0.8510,0.0273
19870925,0.1146,1.2943,-0.9975,1.1865,0.4350,0.8457
19871002,0.1235,2.3374,-0.8847,0.3373,0.2326,0.3957
19871009,0.1370,-4.6621,1.3894,0.4968,-1.2576,0.2222
19871016,0.1370,-8.8055,1.0371,1.9566,-1.2949,0.0353
19871023,0.1370,-13.8302,-6.0886,2.7016,1.2692,1.4249
19871030,0.1370,0.8487,-4.6867,-1.1601,1.9410,1.1135
19871106,0.0840,-0.2822,1.3751,-0.5232,-0.6777,0.3609
19871113,0.0840,-1.6895,1.0263,-0.4181,0.0210,-0.2149
19871120,0.0840,-1.7906,-0.7811,0.4281,0.8650,0.6261
19871127,0.0672,-0.1949,1.1427,0.5596,-1.0825,-0.2397
19871204,0.0711,-7.0329,-0.7112,1.9836,-0.1558,1.3326
19871211,0.0678,4.5011,-2.4239,0.4909,2.1821,0.3213
19871218,0.0678,6.0483,3.1679,-3.7649,1.4520,-0.4088
19871224,0.0543,1.3531,-0.0706,-0.2598,0.6812,0.5622
19871231,0.0543,-1.7135,1.0962,-0.4691,-0.2390,-0.1777
19880108,0.0690,-0.3084,2.4580,0.8921,-3.1438,-1.1500
19880115,0.0690,2.6063,-2.3867,-0.5803,0.4981,0.3162
19880122,0.0690,-1.7391,1.1322,0.6355,-1.2399,-0.5532
19880129,0.0690,3.7046,-2.0191,0.3516,-0.0581,-0.3272
19880205,0.1139,-1.4209,1.8558,0.5544,-0.8915,-0.8363
19880212,0.1139,2.2952,-0.0367,-0.4890,1.0901,0.1175
19880219,0.0911,1.3444,-0.3532,0.5872,0.3717,0.5039
19880226,0.1139,0.7129,2.2073,-1.3604,0.0720,-0.6379
19880304,0.0992,1.9967,1.1952,-0.0581,0.6636,0.7781
19880311,0.0955,-0.6327,2.3503,0.7331,-1.1130,-1.4427
19880318,0.0955,2.0396,-0.7867,0.4588,0.6922,-0.1672
19880325,0.0955,-3.8245,2.2732,-0.0243,-1.3178,-0.5516
19880331,0.0764,0.0257,0.2801,0.8315,-0.6156,-0.4126
19880408,0.1142,3.3324,-2.0479,0.7704,0.9634,0.3769
19880415,0.1142,-3.2541,1.4669,0.6082,-0.2326,0.7198
19880422,0.1142,-0.0757,0.3379,0.5052,0.2394,0.0016
19880429,0.1142,0.6709,1.0872,0.2863,-0.3139,-0.2290
19880506,0.1200,-1.1277,1.1562,0.0054,-0.2447,0.2465
19880513,0.1200,-0.5926,-0.4390,0.6777,0.0843,0.7794
19880520,0.1200,-1.4654,-0.0870,0.0701,-0.0864,0.1768
19880527,0.1200,0.2684,-0.0128,0.0223,-0.3905,-0.3738
19880603,0.0898,4.4471,-2.0288,-0.3706,0.8914,0.6666
19880610,0.1096,1.8509,0.6315,-0.9316,0.3296,0.5506
19880617,0.1096,-0.1326,0.7841,0.3416,1.2001,0.9229
19880624,0.1096,1.1982,-0.0104,-1.2704,-0.3610,0.0433
19880701,0.1129,-0.2975,1.9668,-1.1101,0.5144,-0.2212
19880708,0.1010,-0.6003,0.7727,-0.1185,-0.2737,-0.1076
19880715,0.1263,0.3407,-0.4994,0.4066,-0.1564,-0.0994
19880722,0.1263,-2.8287,1.6922,0.5010,-0.7096,0.1049
19880729,0.1263,2.2964,-2.3949,0.2889,0.0078,0.3900
19880805,0.1292,-0.0557,0.3990,0.5223,0.0486,0.4514
19880812,0.1292,-2.9718,0.4561,-0.2857,-1.3363,-0.7181
19880819,0.1292,-0.6346,-0.1599,0.4758,-0.4322,-0.9438
19880826,0.1292,-0.4003,-0.6184,0.6267,-0.3569,0.4693
19880902,0.1359,1.5231,-1.1943,0.4258,-0.1031,0.5455
19880909,0.1168,0.9809,0.2713,-1.0351,0.9281,-0.3230
19880916,0.1460,1.0253,-0.6108,0.6777,0.3805,0.4329
19880923,0.1460,-0.2006,0.0747,-0.0649,0.5935,0.4622
19880930,0.1460,0.6912,-0.0198,-0.0613,0.1754,0.0364
19881007,0.1443,1.5933,-1.8453,0.0646,0.2675,-0.1772
19881014,0.1443,-0.9140,0.6969,-0.0707,0.0060,0.1150
19881021,0.1443,2.1489,-2.1033,0.0959,-0.3066,-0.0926
19881028,0.1443,-1.7132,0.5335,0.4043,0.0267,0.4945
19881104,0.1380,-0.5944,-0.0022,0.6218,-0.0770,0.4460
19881111,0.1364,-2.7926,0.8630,0.2305,-0.3634,-0.0262
19881118,0.1364,-0.9367,-1.1633,0.2950,-0.2226,-0.1145
19881125,0.1091,0.0886,-0.7598,0.8589,-0.0572,0.3336
19881202,0.1418,1.6886,-0.1980,-1.2495,0.1733,-0.0764
19881209,0.1498,1.4728,-0.4203,0.5859,0.3657,0.2020
19881216,0.1498,-0.3872,0.7958,0.3833,0.0650,0.5732
19881223,0.1498,0.5477,-0.1340,-0.0399,0.3785,0.0005
19881230,0.1198,0.2471,1.2853,0.0582,0.1302,-0.2721
19890106,0.1096,0.9573,0.3870,0.2609,-0.8348,0.2451
19890113,0.1370,0.8426,-0.5988,-0.0515,0.1627,0.2178
19890120,0.1370,0.8677,-0.3402,0.5087,-1.5092,-0.1462
19890127,0.1370,2.1418,-1.0339,-0.1197,1.1813,1.1135
19890203,0.1511,1.1967,0.6229,-0.8356,0.7727,-0.7623
19890210,0.1604,-1.3184,0.9552,1.0068,0.0109,0.3442
19890217,0.1604,1.4501,-0.1452,0.1985,0.1738,0.3227
19890224,0.1283,-2.8028,1.2757,0.5352,-0.3758,0.0916
19890303,0.1487,1.2262,0.0868,0.1847,-0.1661,0.1535
