Date,MSFT,WMT,XOM,PG,HD,COST,ORCL,ADBE,MCD,CSCO,ABT,IBM,CMCSA,VZ,CAT,NKE,AMGN,AMAT,GE,UNP,TXN,SPGI,LOW,COP,HON,SYK,BA,T,RTX,NEE,MDT,TJX,ETN,DE,ADP,BMY,CVS,MMC,ADI,MU,KLAC,FI,CDNS,SHW,ITW,SO,CSX,DUK,BDX,TGT,CL,SLB,NOC,PH,CTAS,TT,FDX,EMR,ECL,NSC,ADSK,PCAR,MMM,F,OXY,APD,ROST,GWW,HUM,HES,PAYX,WMB,KMB,JCI,EA,GIS,PPG,KR,VMC,EFX,ED,HAL,HPQ,GLW,CAH,WEC,WY,CHD,DOV,PHM,JBHT,DTE,PTC,ROL,BAX,GPC,LUV,PPL,CCL,ES,BALL,CLX,COO,CMS,BBY,HRL,MAS,MGM,EQT,RPM,TRMB,TAP,CAG,CPB,PNR,IP,LNT,TOL,CASY,TTC,BBWI,SCI,CLF,THC,CCK,GNTX,PVH,GPS,VFC,FMC,HRB,OLN,WHR,MUR,TKR,NEU,HOG,R,LPX,UGI,CRUS,KBH,ALK,GATX,IDA,CBT,NFG,HP,WDFC,MAN,BKH,AVNT,JWN,CRS,WOR,NWL,FL,LEG,SXT,AGYS,AIR,TDS,PLAB,MLKN,WGO,EAT,KMT,LUMN,CBRL,CAL,UVV,DLX,NBR,PBI,AMZN,NVDA,UNH,ACN,INTU,QCOM,ISRG,UPS,MDLZ,SNPS,MCO,MAR,MCK,APH,ORLY,ROP,EW,EL,DHI,CPRT,IDXX,AZO,COR,MCHP,STZ,URI,A,CTSH,GPN,IT,MLM,DLTR,RCL,WTW,BF/B,RMD,ZBH,MTD,WAB,ALGN,FE,STLD,VRSN,DRI,AKAM,LH,HUBB,NTAP,FDS,JBL,MKC,RS,OMC,WSO,LII,MANH,DGX,ALB,SJM,LECO,NBIX,INCY,AOS,JNPR,TECH,FFIV,DVA,PAG,X,EMN,WCC,BRKR,ALV,SKX,ATR,CHRW,AGCO,MTN,LAD,EXP,SSD,CIEN,MKSI,AMKR,BWA,WTS,INGR,LSTR,NOV,NSIT,RMBS,EXEL,ANF,MSM,ATI,M,PII,MMS,EEFT,COLM,RYN,SLGN,POWI,AEO,CRVL,ACLS,TEX,AEIS,URBN,WIRE,GPI,NEOG,WOLF,AZTA,NSP,MHO,GFF,ARCB,KFY,KSS,CNX,BRC,IOSP,PDCO,WERN,MODG,VSAT,CENT,PRGS,PSMT,OSIS,CRK,BKE,ATGE,EPC,VECO,WLY,MRCY,CNXN,EPAC,CXW,EXTR,CSGS,NTCT,GEO,LNN,SMTC,OMCL,PDFS,GES,WNC,SCHL,TGI,BHE,SCSC,UNFI,AXL,NUS,MATW,HAIN,HIBB,ETD,SCVL,AORT,RGP,V,MA,CRM,NFLX,TMUS,PM,ELV,EQIX,ICE,CME,CMG,LULU,MSCI,TEL,SMCI,CNC,LVS,MPWR,NDAQ,ROK,CBRE,DAL,NVR,AWK,BR,MOH,CF,SAIA,UAL,DKS,OC,ACM,KMX,SNX,WEX,TPX,TXRH,MKTX,AYI,OSK,MSA,ENSG,CROX,G,IPGP,TDC,SIG,BCPC,FIZZ,ABG,GME,SYNA,BMI,BLKB,WU,FUL,POR,CVLT,LOPE,RUSHA,UAA,AVAV,PBH,HI,GEF,AMN,NWE,LRN,CENTA,CORT,THS,JBLU,CNK,GPRE,SBH,NX,TTGT,CMP,UTL,MEI,HAYN,DBI,CEVA,CVGW,LQDT,GOOGL,META,TSLA,AVGO,PEP,NOW,UBER,PANW,CI,ZTS,ANET,HCA,PYPL,FTNT,CHTR,CARR,HLT,GM,IQV,CTVA,DOW,KMI,IR,CDW,LYB,DG,XYL,BKR,DD,KEYS,ULTA,HWM,APTV,STE,HPE,TRGP,FLT,WBA,CBOE,ENPH,EPAM,GDDY,DT,NWS,LW,PSTG,FOXA,FOX,AMCR,BURL,WMS,DAY,DBX,WRK,HII,PAYC,COTY,NVT,FIVE,CTLT,FBIN,MEDP,PCTY,AAL,KNX,ELF,BJ,HLI,SWAV,MUSA,GNRC,FN,SPSC,WFRD,AXTA,HQY,SAIC,MAT,WH,PBF,AR,POST,QLYS,CAR,TMHC,AM,CHX,VVV,ST,RH,AA,OLLI,ASH,MSGS,DXC,GT,PCH,SMPL,UA,GMS,SHAK,BTU,LBRT,WD,ADNT,HCC,YELP,TRIP,CCS,SITM,PINC,OI,CEIX,PLAY,IRWD,XRX,ENR,VSTO,SABR,ENVA,MXL,LPG,KN,CHEF,TRUP,SGH,DNOW,ATEN,SXC,PRLB,QNST,ASIX,CRNC,AOSL,AMCX,PAHC,Unnamed: 561,Unnamed: 562,Unnamed: 563,Unnamed: 564,Unnamed: 565,Unnamed: 566,Unnamed: 567,Unnamed: 568,Unnamed: 569,Unnamed: 570,Unnamed: 571,Unnamed: 572,Unnamed: 573,Unnamed: 574,Unnamed: 575,Unnamed: 576,Unnamed: 577,Unnamed: 578,Unnamed: 579,Unnamed: 580,Unnamed: 581,Unnamed: 582,Unnamed: 583,Unnamed: 584,Unnamed: 585,Unnamed: 586,Unnamed: 587,Unnamed: 588,Unnamed: 589,Unnamed: 590,Unnamed: 591,Unnamed: 592,Unnamed: 593,Unnamed: 594,Unnamed: 595,Unnamed: 596,Unnamed: 597,Unnamed: 598,Unnamed: 599,Unnamed: 600,Unnamed: 601,Unnamed: 602,Unnamed: 603,Unnamed: 604,Unnamed: 605,Unnamed: 606,Unnamed: 607,Unnamed: 608,Unnamed: 609,Unnamed: 610,Unnamed: 611,Unnamed: 612,Unnamed: 613,Unnamed: 614,Unnamed: 615,Unnamed: 616,Unnamed: 617,Unnamed: 618,Unnamed: 619,Unnamed: 620,Unnamed: 621,Unnamed: 622,Unnamed: 623,Unnamed: 624,Unnamed: 625,Unnamed: 626,Unnamed: 627,Unnamed: 628,Unnamed: 629,Unnamed: 630,Unnamed: 631,Unnamed: 632,Unnamed: 633,Unnamed: 634,Unnamed: 635,Unnamed: 636,Unnamed: 637,Unnamed: 638,Unnamed: 639,Unnamed: 640,Unnamed: 641,Unnamed: 642,Unnamed: 643,Unnamed: 644,Unnamed: 645,Unnamed: 646,Unnamed: 647,Unnamed: 648,Unnamed: 649,Unnamed: 650,Unnamed: 651,Unnamed: 652,Unnamed: 653,Unnamed: 654,Unnamed: 655,Unnamed: 656,Unnamed: 657,Unnamed: 658,Unnamed: 659,Unnamed: 660,Unnamed: 661,Unnamed: 662,Unnamed: 663,Unnamed: 664,Unnamed: 665
2020-03-31,6.2782,4.6177,2.9429,6.3437,7.5781,6.5844,3.0394,14.5099,3.9116,4.336,5.5175,4.5016,2.9504,2.3781,2.6521,7.5416,2.5733,7.323,1.4845,3.1694,13.5462,11.1473,3.8654,2.3097,4.5328,5.2973,1.4045,1.7195,2.856,1.4914,5.6561,5.0854,4.3201,1.8643,2.2438,3.3578,3.4043,4.5325,6.5967,4.4519,4.6234,2.9365,9.1326,5.4746,9.0825,0.8701,2.1662,0.6307,3.7226,3.4777,9.1213,0.0293,3.5907,5.4701,8.707,4.6107,2.313,6.0986,5.1111,2.0861,4.2551,2.4688,5.835,0.8181,0.5432,5.6021,6.9498,6.2857,5.0002,0.681,4.146,0.2557,4.3532,2.5018,7.5416,5.7682,5.0835,4.1232,3.7286,6.2644,1.0023,2.0898,3.0025,2.2441,4.9973,1.3155,1.39,7.1418,6.947,3.0595,5.5384,1.0098,2.4543,11.7067,5.391,3.147,2.5818,0.815,1.8672,1.0567,3.1043,6.9535,6.8993,0.842,4.9922,11.8865,3.895,1.3622,0.2813,4.1892,4.3405,2.9849,4.5898,4.3647,4.3936,1.5064,1.1839,3.0171,4.712,6.6664,1.6247,0.9451,0.2744,1.4459,2.7402,13.8703,3.5183,2.191,3.7255,3.4468,2.7645,1.2858,2.6303,1.1265,3.4506,4.9249,1.1086,0.8991,3.2322,1.6087,7.7022,3.3385,1.6666,0.9118,1.3701,2.6382,1.0428,1.7611,13.3126,4.4318,1.0936,2.9194,1.957,2.4743,3.3523,0.2194,2.8431,4.4989,4.82,4.1248,3.3469,1.6275,3.695,4.9363,6.7885,1.4618,2.8823,0.8218,3.6796,2.3721,3.4633,2.4268,0.1523,3.0991,5.6594,21.3329,4.4179,7.3154,20.4605,4.195,27.2074,2.9594,3.6787,6.9037,7.3817,4.9332,5.5145,4.9183,2.6297,9.7742,14.3574,5.1403,4.2431,18.197,11.0765,2.2441,6.1594,3.375,3.4695,2.1819,5.3175,6.018,3.3811,3.4752,2.8494,3.2756,0.8116,1.2342,8.7294,10.3546,3.6406,9.6188,3.3026,9.3665,0.6795,3.7884,-6.8421,2.6085,4.0185,4.9411,5.7204,2.8659,9.4954,2.7635,5.1311,5.602,2.5898,8.0788,6.3894,12.9097,6.5791,1.999,4.5195,5.808,8.0617,11.5099,6.6938,1.6151,10.4313,4.0806,2.4424,2.6266,1.0822,2.9701,4.8585,4.1592,3.1825,3.0962,4.3181,9.0621,3.4181,3.0714,3.4472,2.3663,7.9535,2.383,5.1005,1.884,3.9874,5.3652,4.0991,10.3479,-1.411,3.7024,2.3808,16.534,2.3988,5.709,1.9604,2.636,3.1808,7.3758,3.0117,5.6704,2.061,2.7135,22.4617,3.2532,7.0087,3.8525,2.8146,3.6938,3.0137,9.5635,3.6886,34.2238,2.9617,5.1018,4.5511,3.1426,2.9818,2.8942,3.1992,3.5396,0.6112,9.6231,5.6161,4.251,4.0041,2.5182,1.1694,3.4229,3.8821,4.7036,3.998,0.6421,3.7096,4.1021,2.2483,0.3186,4.8687,8.024,7.6125,6.0138,0.9365,-0.9311,4.5407,3.0532,1.3023,5.8628,8.5136,7.0932,6.2991,2.6625,3.5297,2.7516,1.3112,3.0369,3.8472,4.1313,0.8178,4.7649,2.7784,5.3346,4.1642,3.227,4.1342,3.1429,7.2832,8.9901,10.1042,5.4597,5.006,1.6982,5.0635,4.2306,2.8773,0.4584,0.5638,5.3438,17.4232,7.4743,3.9437,3.5839,2.9112,2.4366,25.1311,3.0629,6.3747,4.436,1.4719,10.302,1.0405,5.3658,4.6827,1.59,3.6548,1.2564,2.7177,1.8931,2.0912,1.9385,4.3342,2.127,4.2711,3.7503,46.4587,7.2659,4.5776,5.9561,2.1647,3.8392,3.7214,13.5275,1.0475,2.1763,8.9883,11.8531,4.0199,2.4245,4.4871,13.7571,3.0315,1.7484,3.574,1.0559,2.7003,10.5576,3.0949,2.1263,16.78,7.7969,2.1593,2.8731,4.7581,0.9894,3.1982,3.4229,25.2805,2.1964,1.2483,1.3261,1.6091,2.6607,3.8736,8.0082,2.3403,1.0343,4.9266,2.3673,2.3062,8.6678,7.9215,0.9624,9.36,11.2296,2.8196,3.7634,4.7767,8.9455,0.2715,3.0917,3.0458,7.1226,10.0369,2.4494,2.9329,5.0147,1.9966,3.1742,2.0771,0.8965,3.434,1.5809,1.77,0.6962,2.0201,5.0853,2.3714,3.7988,4.2714,-0.9794,0.8252,5.277,5.7939,1.2739,3.1927,6.6929,0.831,0.0422,3.9506,3.3741,9.2005,5.049,12.3748,2.1807,2.2351,0.8953,5.2633,2.1419,2.8058,2.8058,2.4481,3.5156,1.9977,1.1469,2.1581,1.6732,3.6897,5.3637,-1.5883,3.946,4.9684,2.2048,4.6948,7.0376,2.0514,0.6172,3.299,0.0772,3.5916,5.9537,13.7962,6.8801,5.9418,5.8356,13.7618,0.088,2.4649,4.629,5.5849,2.8066,3.0118,2.3085,0.1955,2.5798,8.1294,0.4677,2.0627,-0.3327,-1.2776,2.4149,3.5955,2.2369,0.8384,6.984,1.6983,2.1212,-0.1934,1.5347,1.4987,5.7971,2.1263,4.194,2.0963,0.8421,2.3712,1.3591,1.7401,2.7986,3.3349,3.4542,2.2268,3.0856,3.4362,1.4363,0.7878,1.456,-0.2013,2.458,2.6398,0.8507,1.289,3.046,2.2705,1.1262,3.3548,3.2734,5.3861,3.3337,1.2302,1.6443,0.9172,16.1228,4.5147,1.6491,0.5558,1.2116,3.2173,3.4962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,7.0433,4.7116,2.8527,6.9163,6.5338,6.1533,2.5962,15.682,3.8532,3.9004,5.5022,4.519,2.9294,2.4488,2.5462,5.9644,2.8062,6.222,1.4383,3.2967,14.6833,12.2515,3.3468,2.4151,4.1019,4.7639,1.4173,1.6443,2.5112,1.4543,5.0919,3.92,4.2002,1.6725,2.6219,3.1964,3.3661,4.9486,6.3046,3.9439,5.3617,2.5251,11.5582,6.0894,9.2431,0.8344,2.3218,0.5811,4.0112,3.2678,9.4293,-0.6777,3.6605,6.0004,8.7448,4.8395,2.1619,6.5376,6.1695,2.1981,4.6439,2.5646,6.3116,0.7204,0.1269,4.3977,4.5175,6.6511,5.0654,0.8,4.58,0.3751,4.5459,2.2939,9.3831,5.8385,5.1555,4.2196,3.5226,5.5099,0.955,1.8415,2.6381,2.3327,5.1116,1.2762,1.876,9.6797,6.8352,3.679,5.9382,1.0254,3.9283,12.8021,5.4872,3.1646,1.911,0.8025,0.9436,1.139,3.0743,7.5717,6.2497,0.8309,4.6994,11.7341,4.0146,1.1648,0.1928,4.2153,4.9216,2.9608,4.1733,3.8102,5.3246,1.6006,1.202,2.6248,4.6047,5.3848,1.111,0.8777,0.1703,1.2982,2.6649,16.8108,2.2677,1.4185,3.7062,3.7038,1.5778,1.2646,2.7815,1.0016,3.6825,5.1547,0.9716,0.8362,4.6701,1.7851,7.2342,3.391,1.2957,0.9534,1.3067,2.6819,1.1335,1.9982,11.1853,4.2725,1.0817,2.6973,1.1989,2.2756,3.2767,0.2769,2.1737,4.8727,5.1672,4.9505,2.6415,1.6719,3.4803,3.1611,6.6594,1.3427,2.3322,0.7673,2.5725,0.9447,3.4419,2.2148,0.0957,2.9274,6.3305,13.4307,4.9457,7.4862,18.7716,3.9025,31.6934,3.1566,3.7935,7.2127,8.6025,4.3213,6.0127,6.2532,3.2091,8.5711,12.9105,5.4372,4.8828,15.6273,14.3524,2.2706,6.4533,3.7773,3.644,2.3892,4.9252,6.1667,3.4578,3.6438,3.2567,3.0444,0.7221,1.2902,7.6727,12.7306,4.2603,11.4777,3.3307,12.7069,0.7085,3.647,-5.8255,1.6996,4.5019,4.7988,5.5134,2.433,9.8714,2.6639,5.6996,5.7866,2.6163,8.4438,6.7494,19.8386,5.9399,2.1037,4.7062,6.2911,10.709,15.9526,7.3156,1.7703,13.5029,4.6011,2.1107,2.6407,0.8288,3.1215,2.6409,4.3542,2.8275,3.0377,4.5594,9.5353,3.3296,2.4551,4.0704,2.7124,8.8912,2.8508,5.619,2.0809,3.6295,5.945,3.6634,10.2656,0.7777,3.4333,3.282,21.9682,2.0368,5.1152,1.7363,1.1827,2.8912,7.4889,2.9478,6.2012,1.5934,2.7981,25.9683,2.2588,7.6238,5.1941,2.7105,4.2955,2.2567,10.1236,4.1769,34.4603,3.2224,6.8573,5.1133,3.3401,3.1391,2.8663,2.774,2.73,0.4608,8.4973,5.9674,2.8025,4.3999,2.4211,1.1793,3.7132,4.1734,4.3898,4.1982,0.6036,3.1101,4.7519,3.2861,0.6879,3.5966,14.3367,7.0976,5.5555,0.8994,-0.94,4.242,3.2684,1.2435,5.5412,7.7829,7.625,11.3111,2.0062,3.4115,2.3768,0.584,3.0666,3.6505,4.2926,0.3444,5.0236,2.8232,6.0686,3.5193,3.4448,3.2957,2.7776,5.9981,9.0289,11.0269,5.5524,5.7295,1.2974,4.8379,4.2446,2.8349,0.5947,0.6759,6.9102,15.729,7.4637,4.1205,3.9863,3.2354,1.9463,30.6634,3.7628,6.401,4.5392,0.7844,8.8814,1.1235,6.1773,4.7214,1.6516,4.6982,0.8055,2.1166,2.0278,2.2109,1.8733,3.6613,2.2812,4.5112,3.5977,65.3306,6.6987,4.7236,6.1659,2.1878,5.3426,3.5208,18.4747,1.0107,1.7192,9.4131,11.1582,4.2943,2.0679,4.2621,14.9661,2.4782,1.7376,3.5569,0.9755,2.6932,11.2179,3.1792,1.8662,14.2259,9.1988,2.551,2.8624,4.8981,0.911,3.6089,3.7132,28.9039,2.2313,0.891,0.7829,1.8043,2.336,3.4565,9.7671,2.4226,0.9396,4.3559,2.3179,1.266,12.8347,6.7141,1.3673,10.5425,15.9825,5.1581,3.4608,4.9305,12.2495,0.7019,2.497,2.9661,6.8485,9.9231,2.2353,3.7904,5.9292,2.2793,2.6037,1.1658,0.8283,3.5156,1.8658,1.828,0.6098,2.0912,5.0005,2.3265,3.8649,3.6697,-0.8939,0.6954,5.358,4.0941,2.318,3.8771,7.4147,0.5535,0.2261,4.9409,3.1401,8.4645,7.3584,16.3833,1.2141,5.4218,0.7842,3.1931,1.8198,2.6203,2.6203,2.6612,2.265,3.4789,2.1369,2.647,1.6812,3.3118,9.5518,-0.2731,3.9026,3.8288,2.8819,5.1729,6.8127,3.6373,0.2958,3.6735,1.4497,3.694,7.858,22.3089,6.3676,6.4194,6.2613,20.0598,-0.5692,2.2453,4.5064,4.7903,2.5754,2.4121,2.1082,0.0109,2.6399,9.4643,0.3289,2.229,-0.0614,0.0449,2.5415,3.1846,1.8325,0.8673,7.7734,1.8793,1.514,-0.169,1.2775,1.6688,5.3448,1.8662,3.3951,2.5153,-0.5101,2.6913,1.2933,1.5069,2.5499,4.1274,2.8209,2.9325,8.9758,5.5019,1.3147,0.6004,0.8665,0.2824,2.3133,2.5462,1.3133,0.4254,3.3807,3.3082,1.1189,3.1776,3.1659,7.5065,3.3865,1.6724,1.9333,0.8676,20.9271,5.4364,1.6453,1.9622,1.4027,2.9803,3.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,7.4384,4.8465,2.6074,7.7086,6.9428,6.2242,2.5584,19.0365,4.1449,3.9525,6.097,4.5648,2.9617,2.4793,2.612,6.3605,2.9705,7.1853,1.411,3.5595,15.1612,12.6099,3.8016,1.9442,4.2488,5.0217,1.3236,1.6515,2.4713,1.4873,4.5011,3.5103,4.1896,1.7768,2.3766,3.4295,3.3987,4.9156,6.3733,3.8626,5.435,3.0447,12.5616,6.5568,9.0806,0.8149,2.4549,0.6069,3.7959,3.4564,9.5976,0.5192,3.6384,6.1981,9.6507,4.9133,2.3864,6.2755,6.1847,2.418,5.9647,2.5663,6.3701,0.7428,-0.1386,4.9725,4.0521,7.7879,5.5127,0.5715,4.823,0.3827,4.5388,2.5938,9.4438,5.8608,5.4643,4.298,3.781,4.9459,0.9644,1.6188,2.5863,2.3186,5.481,1.3658,2.3886,10.1771,7.3645,4.1149,5.8776,1.0914,4.4449,17.0374,5.1801,3.2212,1.6254,0.743,0.5199,1.1238,3.33,7.503,5.8065,0.8047,4.6172,9.0884,4.4042,1.0482,0.0085,4.5847,5.3264,3.2895,4.512,4.0903,5.8458,1.8519,1.2357,2.8285,4.687,5.9426,1.1165,0.9155,0.2706,1.2668,2.6444,15.9635,1.8836,1.3868,3.22,3.9926,2.0514,0.6737,2.6657,0.7204,3.8442,4.7491,1.0131,0.9277,5.3947,1.8094,7.3609,3.3711,0.8807,0.9412,1.3105,2.4313,0.8544,1.6531,13.5928,3.8904,1.0279,2.791,0.7348,2.0591,3.1281,0.9407,2.278,4.8662,5.2856,7.3016,2.8998,1.6105,3.3369,3.6245,6.022,1.5279,2.8399,0.8098,2.2114,0.6885,3.0494,3.5021,-0.0462,3.0464,6.5807,16.7932,5.1593,7.8341,12.061,4.9205,39.2732,3.7737,3.9735,8.4987,8.8396,4.1007,5.5932,6.3496,3.2818,10.6282,14.4605,6.0198,5.5788,16.3241,16.9688,2.4498,5.1036,3.9845,3.7731,2.4503,5.9538,6.5752,3.6035,3.7078,3.5572,3.288,0.427,1.3069,7.8019,12.538,4.3765,12.1976,3.4847,12.9267,0.6179,3.5744,-5.9871,1.7546,4.5319,5.2821,6.0064,2.4747,10.33,2.6073,5.8734,5.469,2.4236,10.4605,7.9768,19.759,5.6313,2.1777,4.7377,6.4837,8.142,13.0472,8.1261,1.7977,13.4622,4.5325,2.5718,2.7906,0.6586,3.1402,2.958,4.4944,2.581,2.8469,4.6844,9.6924,3.5515,2.3876,3.8375,3.2351,11.463,3.76,5.5583,2.1081,3.5341,6.2673,3.7567,10.1363,0.5704,4.0916,3.0343,18.6133,2.088,6.0892,1.5546,0.8986,2.8413,7.9733,2.7039,6.4849,1.6541,2.9712,24.1066,2.1549,7.9408,4.9882,2.5473,4.4688,2.2238,7.9166,4.2519,37.4395,3.0436,5.9479,5.0561,3.6027,2.879,3.0692,2.6544,2.7625,0.2829,9.2643,5.3962,3.2055,4.2711,2.5434,1.1143,3.7138,4.1963,4.4056,4.1826,0.4583,3.2815,4.2474,3.3266,0.6548,4.1178,14.5745,6.3606,6.0564,0.813,-0.9362,4.2454,3.1167,1.1786,5.8281,8.3882,4.1811,9.6388,1.8412,2.8444,2.1405,0.4932,3.0569,3.375,4.4511,0.5272,5.4576,3.1621,6.1397,4.1734,3.3797,3.1161,2.6545,6.0805,8.7019,11.9863,6.6139,6.173,1.4229,4.9879,4.3293,3.1815,0.6181,0.6225,7.509,20.2917,7.9317,4.428,4.2299,3.5251,1.5678,32.6669,3.8826,6.6951,4.3509,0.118,8.484,1.2207,6.8956,5.003,1.6044,5.1493,0.463,2.6052,2.2641,2.1652,1.9481,3.5763,1.9654,4.6497,3.794,34.9493,6.8966,4.5378,6.4621,2.6343,6.3129,3.7925,19.2815,1.0954,1.6833,9.8567,12.8638,4.2331,2.4828,5.3984,15.561,3.209,1.8124,3.7561,0.8408,2.6574,10.8802,3.0656,2.0101,21.7719,9.6422,2.5575,2.7064,5.2089,0.8399,2.8737,3.7138,29.731,2.2866,0.6649,0.3502,1.865,2.632,3.572,13.1983,2.3718,0.8951,4.025,2.181,0.7863,13.1531,7.2227,2.1458,9.2643,18.2349,9.3249,3.8343,4.9216,11.9012,0.7678,2.4558,2.9324,7.5617,9.6864,2.2681,4.0666,5.2207,2.4668,2.873,0.7417,0.891,3.4501,1.8906,1.8021,0.514,2.4856,4.7678,2.1286,3.991,4.0699,-1.0701,0.6444,5.3181,3.7677,2.1774,3.8948,8.168,0.5549,0.2253,4.4017,2.7759,5.6764,10.9253,18.6808,1.7619,6.7721,0.9851,3.6134,2.043,2.7562,2.7562,2.8247,2.1576,4.2633,2.2406,2.359,1.374,3.1545,6.9946,-0.2911,3.1397,4.3083,3.2206,5.6021,7.4149,3.8953,-0.1293,3.5111,1.3276,4.1729,7.2732,34.7814,6.3888,7.8548,6.2448,19.9643,-0.3333,2.153,4.4555,5.1009,2.7387,2.3018,1.5466,0.0176,2.565,8.7912,0.2801,2.5597,0.2055,0.0138,2.6555,3.1818,2.7355,0.8769,9.8682,1.7832,1.5028,-0.0533,1.1861,1.9966,6.7471,2.0101,3.7476,2.8784,-1.0285,2.2953,0.9153,1.3771,2.3491,3.3964,2.6017,3.2395,34.5662,3.1342,1.5107,0.5376,0.5764,0.2135,2.2113,1.7954,1.9776,-0.1527,3.508,1.6356,1.0333,3.3756,2.8647,11.0522,3.4809,0.3227,1.942,1.2437,23.0524,5.8568,1.6206,2.2984,1.5795,2.8976,3.2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
