Date,portfolio_1,portfolio_2,portfolio_3,portfolio_4,portfolio_5,Cycle
1990-10-11,-1.1056928029744073,-1.1256109475422909,-1.230064119666618,-1.3898565134698768,-1.4934239473556634,1.0
1990-10-12,0.6000766767999648,0.6561024617921324,0.7711204913548309,0.8651969859633923,0.8574129840981395,1.0
1990-10-15,0.14876173776524265,0.1585001854525836,0.2317502711752295,0.3283395643656426,0.48618689054574216,1.0
1990-10-16,-0.26562338698365673,-0.3413568862571284,-0.41359185261286396,-0.4846235609558096,-0.6474776966524591,1.0
1990-10-17,-0.5377770689079199,-0.2768387206064988,-0.024294438534237753,0.262759182085956,0.4604427957930968,1.0
1990-10-18,0.5331399338389371,0.8244963539362691,1.159467203102891,1.4535076774825435,1.6174062576304284,1.0
1990-10-19,1.1187420476066499,1.5930236495362977,2.138532683906074,2.5981463854356064,3.060737470476334,1.0
1990-10-22,0.5821603187455552,0.8401057172944435,1.0266069302374028,1.1465121984842357,1.2030873117591976,1.0
1990-10-23,0.25093778381893733,0.11812879933209221,-0.03199618754839448,-0.08540461796206145,0.007257919947016014,1.0
1990-10-24,-0.22955500454317243,0.09184130142829643,0.48981145023984085,0.7293818541508271,0.8843176503324214,1.0
1990-10-25,-0.04496400259309166,0.1612766692070962,0.4661755422625609,0.7867338311825259,0.9964438734516128,1.0
1990-10-26,-0.3050295222871028,-0.4847399663941187,-0.6451127773091163,-0.8107186972814946,-0.9911544644070313,1.0
1990-10-29,-0.5259533713582115,-0.5407680199714332,-0.5591365282076716,-0.5992391871112233,-0.637986434305703,1.0
1990-10-30,0.23633754517164762,0.2691159068664515,0.2299120363778367,0.08392902712376184,-0.07266183699157908,1.0
1990-10-31,0.1599644596257894,0.39332803181659937,0.6151473425412217,0.8408091084213309,1.1793022895890475,1.0
1990-11-01,0.2017863245943565,0.12327939745604197,0.06863811950384184,0.05644193410859126,0.048159701240185065,1.0
1990-11-02,0.5602569866682484,0.6721677232145619,0.7856302759347286,0.8884453063769338,0.9445855616721323,1.0
1990-11-05,0.42756904144890695,0.2634063247505695,0.18218466948581297,0.1118531360590873,-0.008604107876958181,1.0
1990-11-06,-0.30160335290420953,-0.2778592886641693,-0.14936051933378572,-0.07802022463448148,0.02135109726516336,1.0
1990-11-07,-0.8093565840347393,-1.0042120928974902,-1.2154363179318795,-1.4115421825818886,-1.6689167150609265,1.0
1990-11-08,-0.21481160933575008,0.000993298747986723,0.3050609714022953,0.6591646951585761,1.059244502351898,1.0
1990-11-09,1.2331228997155237,1.304118233700865,1.3783247958758367,1.5117268033416495,1.6926201086048298,1.0
1990-11-12,1.4038775369422263,1.3884523275495122,1.3997759249074735,1.548386701683407,1.5934462601125323,1.0
1990-11-13,0.5252542849602997,0.4969092117922131,0.4087547994291371,0.352933586094082,0.4327985211134551,1.0
1990-11-14,0.29940207450945305,0.2750623811926828,0.198180861677061,0.12147586757031105,0.12059699473211001,1.0
