Phase,Year_Month,R1-RF,R2-RF,R3-RF,R4-RF,R5-RF,CMA,CRD,EG,HML,IA,LIQ,ME,MOM,Mkt-RF,RMW,ROE,SMB
Expansion,2013-08,-3.531640866596475,-2.9698760854114714,-2.372952391860239,-1.8070333133714422,-1.2099457306801398,-2.16,2.686657738273168,0.1682,-2.69,-1.7886,1.490669750266016,-0.2103,0.02,-2.71,0.66,0.5747,-0.06
Expansion,2013-09,5.42646965015019,6.2756120102211765,7.074762587678274,7.8820121090356965,8.641221983736846,-1.36,1.0683540042706774,-1.0177,-1.22,-0.7386,0.5130959229326715,2.4501,3.06,3.77,-0.58,-0.9744,2.63
Expansion,2013-10,4.17448854111151,4.410949050073243,4.608683475899711,4.7945705096743785,5.030829446908469,0.87,-0.9690443807809146,0.7823,1.25,1.1612,-0.8535882312605381,-1.6177,0.08,4.18,2.78,1.337,-1.48
Expansion,2013-11,3.1077276321432423,3.904135654729557,4.6654843206207275,5.318634139733303,5.8307970536574105,0.04,2.046608854227072,1.2051,0.32,0.0148,-1.3545048556799275,1.9293,0.44,3.13,0.14,1.5473,1.41
Expansion,2013-12,2.5451767314166096,3.005951995113154,3.4153273687945296,3.7535017063789144,3.966553064838352,0.09,-1.65988433346983,-1.7385,-0.02,0.7392,1.180378507657753,-0.4381,0.02,2.81,-0.46,-0.1739,-0.45
Expansion,2014-01,-1.488810986989486,-0.9300839585227205,-0.3250352201186968,0.29873502575252786,1.065281301167742,-1.42,-0.7548237129793245,0.3524,-2.07,-0.2918,4.384571704060258,0.3303,1.71,-3.32,-3.88,-2.3112,0.58
Expansion,2014-02,4.87192864569399,4.916453136452459,4.957398427073789,4.9846489789177495,4.942517967829629,-0.45,1.8330052292456989,-0.0127,-0.31,-0.6297,3.6660443442292134,-0.3064,2.07,4.65,-0.23,-1.4762,0.14
Expansion,2014-03,1.8480928779377237,1.5296030583376918,1.230829835900682,0.8446639819625901,0.3487041656664136,1.92,-0.4556502643202953,1.5414,4.93,2.7038,-0.9335185234682908,-0.1623,-3.29,0.43,2.13,1.7701,-1.09
Expansion,2014-04,-0.45297797088178493,-0.6835124346643684,-0.9830406858576057,-1.2029074268117723,-1.349506903064146,1.02,-2.7577599344360215,0.6944,1.17,0.8015,-1.2442643627830652,-4.6866,-3.89,-0.19,3.48,1.0756,-4.12
Expansion,2014-05,2.0567651556036015,2.695870907896203,3.3624045969313565,3.9920537129683353,4.6801691667961,-1.0,-1.046166377023161,0.5021,-0.13,-0.9378,0.8060095993946748,-2.0366,0.87,2.06,0.05,-0.6562,-1.89
Expansion,2014-06,3.8680615546773156,4.180330069013416,4.485317044990134,4.786403506878556,5.012670609045111,-2.0,-1.247284864698861,0.2611,-0.7,-2.6584,1.5563528780669245,2.2426,0.69,2.61,-1.89,-2.5842,3.11
Expansion,2014-07,-3.6786587965310757,-3.605260178717562,-3.6128993694901745,-3.7562594226731694,-3.850494507578517,0.52,1.456447189666421,1.2336,0.03,0.7158,0.0151635522683157,-3.5626,-0.12,-2.04,0.89,1.1954,-4.29
Expansion,2016-12,2.9053497581315892,2.948738920013058,3.0868797412934215,3.246756685258442,3.4996034480270413,-0.23,-0.8448833695341662,0.8248,3.53,-0.2455,-2.038303997206792,0.6324,-0.26,1.82,1.22,1.5371,0.41
Expansion,2017-01,2.5398636400770513,3.189942522074092,3.855695959203449,4.405914236159343,4.853520873324841,-0.99,-1.4062758566547595,0.6337,-2.75,-2.0241,0.8289894506973816,-1.8672,-0.93,1.94,-0.49,-1.3102,-1.46
Expansion,2017-02,2.6684469101918085,2.8623287368149075,3.018029944338547,3.1217814919282505,3.286298476781564,-1.83,2.709580972145531,2.4684,-1.67,-2.2401,-1.4848477983468331,-1.6698,-1.65,3.57,0.47,2.0078,-2.22
Expansion,2017-03,-0.06248043137844547,0.4487809822125455,0.9473821380163028,1.399518251968953,1.796802660885507,-0.94,1.0765571388801964,1.2334,-3.35,-1.2934,-0.7155993170037345,1.2536,-1.02,0.17,0.61,1.9001,0.74
Expansion,2017-04,0.7718593410178609,1.2703665003310716,1.7610703769894653,2.2816989845080906,2.715529985181181,-1.6,0.9593115765758276,1.6603,-2.13,-1.5686,-1.818996346705859,0.6004,0.48,1.09,1.9,1.0154,0.48
Expansion,2017-05,0.36538040915574005,0.7739808493070144,1.1393911086766617,1.4615941963619528,1.6808952426575252,-1.79,1.5528985060290434,2.6916,-3.78,-1.559,-2.1276641043226463,-2.572,1.48,1.06,0.95,1.3157,-3.06
Expansion,2017-06,2.3663126133642565,2.5771333348476744,2.798271924373601,2.9522540524309737,3.005662642644451,0.0,1.2177956450249772,-1.8834,1.48,-0.5345,1.6804067324464045,3.0521,-0.09,0.78,-2.22,-1.3137,2.58
Expansion,2017-07,1.6099457058142896,1.889992856364967,2.179433806531487,2.5339686952738174,2.860995069073128,-0.2,-2.444058941246574,1.0232,-0.31,-0.4273,-0.026577058839039,-1.1238,1.68,1.87,-0.64,1.5286,-1.69
Expansion,2017-08,-0.0033292723344501562,0.605625401874711,1.1987257155001163,1.7607313978405992,2.2288836197507003,-2.38,0.8078268236089814,1.5301,-2.09,-2.8801,-1.711882281192123,-1.456,3.26,0.16,0.14,0.3901,-1.82
Expansion,2017-09,4.579584969091822,4.935001742648616,5.3096180161351105,5.6116947038780465,5.724250127526588,1.69,1.5306873894594064,-1.7837,3.14,3.1398,2.2555731953046942,4.9094,-1.32,2.51,-1.47,0.4385,4.78
Expansion,2017-10,1.5669422234622432,2.2591446016422836,2.7925105376679484,3.1735626780006534,3.45879549541407,-3.25,2.185440186820631,2.8967,0.2,-3.3035,-2.485879654228451,-1.3341,4.27,2.25,0.93,1.3832,-1.94
Expansion,2017-11,3.630443636168903,3.7364543287407592,3.809045803591995,3.909391214993043,4.029417636413237,-0.05,3.272055414987518,1.165,-0.03,-0.4945,1.9374339111594585,0.2127,-0.87,3.12,3.16,1.8841,-0.33
Expansion,2017-12,0.6964842442193876,0.6674862479762246,0.6420761055972236,0.5371606570269484,0.38769935298356273,1.69,0.4054477808437706,-1.0643,0.06,1.7408,5.735375728660563,-0.9107,-1.54,1.06,0.74,0.3386,-1.07
Expansion,2018-01,3.6129802902249297,4.3993378190220955,5.2199588865242985,6.054233976764087,6.796394427434813,-0.96,2.5510201013148492,2.5698,-1.29,-1.2905,-0.3279409218197582,-2.7667,4.05,5.57,-0.76,-1.2835,-3.18
Expansion,2018-02,-3.859912842202485,-3.3096106946831525,-2.8311198697252413,-2.3725849095072147,-1.9847248743978374,-2.37,2.621908550905272,4.466,-1.04,-1.6974,-2.085056728653767,0.183,3.58,-3.65,0.52,-0.7709,0.32
Expansion,2018-03,0.8321293663987029,1.000557273952506,1.1398923077795653,1.3624288474966761,1.5590809321439292,0.01,0.3422405922591798,0.463,-0.21,-0.1097,-0.8692039927240658,2.8019,-1.13,-2.35,-0.46,0.1504,3.59
Expansion,2018-04,1.1065276216963027,0.970886962740909,0.8024473827675417,0.5606707094869391,0.26165618768661647,1.3,-2.221203412456607,-0.8221,0.54,1.586,0.4548805289042112,0.2757,0.36,0.28,-2.42,-0.0324,0.93
Expansion,2018-05,4.052336978813982,4.911325019672115,5.802858401371543,6.713952546880926,7.725925147490649,-1.5,3.9233312490832177,2.3324,-3.2,-0.9636,2.3346745401595648,4.9641,3.89,2.65,-2.04,-1.7547,4.73
Expansion,2018-06,0.7502938149862649,0.7538061983529977,0.769471546228291,0.9521024812465152,1.3747756727037275,0.24,1.176351097994699,0.0872,-2.34,-0.3929,1.795420264185621,0.6134,-2.35,0.48,0.79,1.4065,0.8
Expansion,2018-07,3.1820435184238205,3.500889201921824,3.7449688862208053,3.8484826137611217,3.9157893687861867,0.35,0.6807942739050832,1.4064,0.47,0.4681,-2.3483534476568924,-1.3017,-1.41,3.19,1.56,1.9791,-1.93
Expansion,2018-08,3.020615072353432,3.776054115374632,4.508052575844261,5.257535222703762,6.021314870570542,-2.7,5.211877281009136,4.167,-3.94,-2.4129,0.6736464969981704,1.5016,5.29,3.44,-0.31,0.3628,0.64
Expansion,2018-09,-0.47032284832532734,-0.17060844694804497,0.08743748430309353,0.35574168342798484,0.6193551564502243,1.29,-1.5954645376576315,0.9718,-1.7,1.45,-0.393585388127915,-3.1009,0.04,0.06,0.63,0.7193,-2.48
Expansion,2021-03,5.030165296009215,5.030776110605384,5.982337294559437,7.284216556647394,8.27257938571433,3.42,-4.558307390245053,-1.4957,7.39,4.6803,0.6462577675447445,-0.6519,-6.14,3.08,6.36,4.4253,-0.88
Expansion,2021-04,4.311886037477941,4.310563914348742,5.206738389243193,6.3549586439832995,7.184588581342233,-2.7,2.4620735924094195,2.1599,-0.95,-3.3593,-0.6020289122010247,-3.0234,1.16,4.93,2.44,2.2228,-3.16
Expansion,2021-05,3.275196142503578,3.2747542653240203,4.050926806808941,5.061536792021637,5.913561535167844,3.04,-5.349119575646544,-1.5652,7.09,4.4315,2.7339751887156094,1.5281,0.88,0.29,2.45,2.5653,1.22
Downturn,1994-10,2.375878731783379,2.9464040518025785,3.613642127079067,4.3126136676625375,4.850184707517238,-0.68,5.2747556624840986,2.448,-1.62,0.1613,2.7644388227101357,-1.8201,1.49,1.34,0.23,0.3556,-2.3
Downturn,1994-11,-3.2171671824191304,-2.636606036318064,-2.1237972453592455,-1.726626055184329,-1.6122098208194067,-0.5,5.069328683320351,1.4457,-0.7,-1.0042,0.8404963539789145,0.5354,-0.18,-4.04,0.42,1.3703,0.07
Downturn,1994-12,1.3134711134018056,1.440209106543318,1.6064489792469732,1.78672999522755,2.176134997803621,0.38,-0.3192444968756369,3.7209,-0.13,1.2933,-3.640147651361691,1.1739,3.48,0.86,0.37,3.9844,0.0
Downturn,1995-01,2.6461899891246015,3.140101384701997,3.6224826434008133,4.037808298437893,4.014285415946593,-0.75,1.861110599851323,1.1177,2.57,-0.0027,0.0170557371322432,-2.4308,-1.81,1.8,0.17,-0.063,-3.06
Downturn,1995-02,3.1656837416526034,3.3924570042235707,3.5861244434789668,3.7867573067526643,4.1650428163020115,-0.33,2.8423882400282707,1.2099,1.08,-0.8485,2.4127505509701885,-0.6967,-0.39,3.63,0.59,0.5097,-0.54
Downturn,1995-03,0.5203255749252449,0.6801079858126107,0.8956453875319674,1.2726668418524705,1.9888766745476287,0.22,3.834714908188319,0.7805,-2.15,0.1685,2.1712374098660447,-1.2145,0.43,2.19,-0.17,1.2654,-0.51
Downturn,1995-04,1.3965057746816627,1.855924645024039,2.3543136095981425,2.783371231820771,3.1605077121035845,0.9,1.004048050387918,3.4497,1.71,0.0068,2.504627686726524,-0.0076,1.79,2.11,0.41,0.142,-0.22
Downturn,1995-05,2.758651653756379,3.0897742543204947,3.4348834735696903,3.6374514271783136,3.55535543388031,0.04,-0.8499719897440805,1.4624,2.29,0.8586,2.214564845232503,-2.2038,-0.42,2.9,0.39,-1.0066,-2.19
Downturn,1995-06,1.4760418198322893,2.156867034519509,2.8820061403928605,3.761131466806537,4.930421833200464,-2.44,7.692012593753672,1.8099,-2.54,-1.7465,5.75648301549212,3.219,2.93,2.72,-0.33,2.1275,3.06
Downturn,1995-07,1.822823552422909,2.2274127098727172,2.705213485951713,3.2845507782776897,3.901101686901626,-1.65,6.728637091865752,0.3138,-1.62,-2.5443,6.140070551729404,1.7624,2.56,3.72,0.3,0.9451,2.09
Downturn,1995-08,0.3493337990930694,0.9574214611072811,1.494616707072664,1.9621630417167617,2.5005262832764314,1.62,2.262388257627612,1.2954,2.79,2.1996,1.079505853833207,2.3538,0.16,0.55,-1.24,0.1383,1.75
Downturn,1995-09,3.0043585246077167,4.030388370629076,4.9718730369413295,5.744067148241847,6.243629962493744,0.36,3.866701871611,3.123,-0.04,1.9328,-4.475997015030475,-0.7905,2.9,3.35,1.03,1.3917,-1.88
Downturn,1995-10,-1.9260148603880551,-1.7121772277668164,-1.6295785906569622,-1.5380117849993564,-1.5871876377931267,-0.05,5.436352296462554,4.4585,-0.5,0.7822,-5.939429477994973,-5.0247,4.16,-1.52,1.91,2.7798,-4.04
Downturn,1995-11,3.3787694558659025,3.269377538536909,3.294265227231106,3.5629696255003767,3.995016679438244,1.12,-4.134244275908072,-1.2715,0.51,1.1261,-1.1071921427004194,-0.7575,-0.68,3.96,-0.62,-0.2398,-1.07
Downturn,1995-12,2.584169064717047,2.7237140796989925,2.71597229344004,2.48046276298627,2.1861031452111614,3.1,-7.839359044980165,0.4029,0.22,3.1163,-7.59355070860771,0.6315,2.52,1.03,-1.37,0.2794,0.72
Downturn,1996-01,2.7671951269027963,3.362779184921202,3.9175591119891187,4.441231226984163,5.223498480519304,2.31,2.2269252888223345,1.4014,0.38,2.451,0.2435433558235056,-2.6865,0.54,2.26,0.18,-1.5087,-2.56
Downturn,1997-11,1.854093152595261,2.548324076184684,3.278478793187435,3.79106606664399,3.887065716865147,1.84,0.8018174063508132,3.6732,1.2,2.8803,-4.80542760398992,-5.5217,0.33,2.98,2.81,1.4029,-5.11
Downturn,1997-12,2.6127359242813646,3.3821080070713854,3.9272396330351316,4.373880670297083,4.805752293123403,1.92,-1.7037150367385734,-2.3996,3.84,2.2364,-6.40105241695641,-2.2245,3.98,1.32,0.74,1.5724,-2.03
Downturn,1998-01,-0.06545400846445243,0.11655745047227367,0.3053455804328002,0.3241381460054675,0.3424522644083187,-0.73,5.152032582996791,2.5942,-1.63,-1.2061,4.00907923801701,-1.216,0.14,0.15,0.87,2.1884,-1.36
Downturn,1998-02,5.6113469250493,5.731338812599731,5.958360724901881,6.352012173320245,6.732238605761533,-2.54,3.4671032824787673,-0.2956,-0.85,-2.453,4.091251671337726,1.0586,-1.12,7.04,-0.31,1.1388,0.2
Downturn,1998-03,4.7157137550441615,4.90737258037375,5.141143431088071,5.303637336401914,5.322320863545473,-0.37,3.2782596068660297,-1.0612,1.39,0.4996,-4.694382302083866,-0.3378,2.15,4.76,-0.26,-0.1759,-0.65
Downturn,1998-04,-1.322293916452791,-1.248150250659233,-1.2172340729660809,-1.1154067366265925,-0.999907883895282,-0.36,-1.336424401649039,2.2959,0.94,0.1834,4.4135465189546474,0.4968,0.74,0.73,-1.69,-0.1992,0.0
Downturn,1998-05,-2.237301659247681,-1.9045905868613762,-1.4574125931212984,-1.238941014383565,-1.2709199139834588,2.61,4.273999970746245,1.0564,3.44,2.2554,-8.363523948599349,-2.6343,1.82,-3.07,1.1,1.7795,-2.95
Downturn,1998-06,1.2098110698573354,2.469183580595246,3.631377634963772,4.562073060515969,5.297473886434533,-2.97,7.233091834586891,0.4225,-1.96,-1.5159,-4.075763377245211,-3.2841,7.28,3.18,-0.26,3.159,-3.66
Downturn,1998-07,-4.682253174245787,-3.326525605249164,-1.9434200382586915,-0.4480209958692468,0.9001441148918324,0.45,6.4215935018733905,2.8077,-1.78,1.8848,-2.0050733147938704,-5.7045,3.69,-2.46,1.74,0.9703,-5.27
Downturn,1998-08,-10.190033806968703,-9.973059821548272,-9.960245755039224,-10.188138615196642,-11.048697811135014,5.91,-3.7699406145583536,6.7132,3.53,5.4604,-8.638626580189934,-6.1863,1.84,-16.08,3.37,3.0578,-5.17
Downturn,1998-09,6.834777548082632,7.8706854847478676,8.913511168247382,10.068785472723867,11.602764093941735,-2.99,8.027025332123516,1.275,-3.42,-3.0812,4.3896849177258,-2.0592,-0.81,6.15,-1.88,-1.8265,-0.78
Downturn,1998-10,6.068708603751336,6.183508178416228,6.321085654834122,6.673056508765582,7.195145655942823,0.31,-3.4426361058514376,-0.5144,-2.23,-0.9612,4.938407322315452,-2.1688,-5.37,7.13,0.93,0.6389,-3.43
Downturn,1998-11,2.8871473781386316,3.3056974333061864,3.732826396520116,4.07794036182868,4.541920428599077,-1.18,10.293348142071812,1.2936,-3.25,-0.0254,4.05407687459125,0.8958,1.2,6.1,-0.86,1.3699,0.75
Downturn,1998-12,3.160577271528389,4.640649351516404,6.186487036743252,7.814878497261659,9.558654685589875,-3.39,11.762436159829017,-2.2555,-4.19,-2.9332,6.320735042675452,-1.8735,8.92,6.16,-0.76,2.9291,-1.56
Downturn,1999-01,-1.5975425020282428,-0.6724207968156589,0.28415361932532834,1.2904633920671373,2.462493376959013,-6.8,18.94826500480371,-1.0681,-4.6,-4.4699,8.212511069452532,-1.8912,3.03,3.5,-2.77,-3.2508,-0.75
Downturn,1999-02,-3.638205463541716,-3.2753984317052174,-3.1011376714812853,-3.0322359236402194,-2.9961181406231328,4.1,-3.554550362365494,0.0109,1.92,4.8135,-6.006471777896627,-4.2284,-0.1,-4.08,-1.23,0.016,-5.22
Downturn,1999-03,-0.48858766710621354,0.5718997919633233,1.7140138986532854,2.971580432061335,4.338106987582899,-1.42,1.734250739323695,0.4002,-2.74,0.3158,2.6757078711187265,-5.5833,-1.27,3.45,-4.07,-0.6922,-4.23
Downturn,2000-05,0.34089890302541104,0.8164027733667316,1.1810979824338323,1.2411287126052999,1.0814035496854117,1.37,-8.649408958366989,3.7037,4.75,0.5085,-10.235055822845352,-4.595,-8.98,-4.42,4.13,0.0196,-3.81
Downturn,2000-06,-2.202625833294369,-1.110129531834569,0.07415255064517934,1.278498938948847,2.7695776961761402,-2.95,12.422230174840475,-1.8045,-8.42,-3.3905,5.913770426212528,10.2649,16.6,4.64,-8.31,-4.7546,9.92
Downturn,2000-07,3.025977455385989,3.6301500789290535,4.109098350173449,4.411694363204557,4.479678244422583,2.94,-9.18841623559078,3.2749,8.31,2.2468,-0.9987702910281948,0.995,-0.05,-2.51,5.83,3.4292,-1.03
Downturn,2000-08,5.740710378676573,6.518086575735061,7.222161503438785,7.546466108256233,7.355072709635125,1.1,9.867643138821226,-1.098,-1.39,-0.7996,7.417307915948346,0.4492,5.73,7.03,-3.22,-2.082,-1.03
Downturn,2000-09,1.251646030168973,2.379681069160033,3.0904690704841915,3.1990460949572137,2.8277621236985624,5.53,-8.281128936886816,0.7955,7.17,5.2247,-12.53467000772146,1.6354,1.97,-5.45,2.56,2.1026,0.19
Downturn,2000-10,2.8174399229276497,3.2895725906514843,3.567209316607505,3.8677604460949415,3.9404811177705716,3.8,-8.1002747292929,6.4705,5.71,2.9226,-4.909302378413438,-2.223,-4.48,-2.76,9.61,7.3215,-2.65
Downturn,2003-02,-0.8907652564279044,-0.4887361939189693,-0.05826867760055801,0.35438540117197614,0.7144729066104539,-0.62,3.151067725467094,1.3997,-1.39,-0.1272,2.74452708552686,-2.0245,1.17,-1.88,0.83,0.8778,-0.93
Downturn,2003-03,2.0336705465356153,3.2741433116015517,4.30858030820468,5.333325225978037,6.353956428262542,-0.77,-0.4241944420874333,-0.9347,-1.93,-0.1257,1.5334875567814654,1.4039,1.48,1.09,1.87,3.4092,0.65
Downturn,2003-04,9.315691752732292,9.83400625587233,10.581110363544733,11.296691433546846,12.037290169132719,1.06,-2.9758454519581035,-2.9391,1.14,1.0369,4.178851817744311,2.3547,-9.33,8.22,-4.68,-4.4513,1.02
Downturn,2003-05,9.790082900460519,11.837973399741632,14.067177256231247,16.391425767653903,18.796014844867493,2.91,-6.516850299290455,-1.6245,0.4,1.848,7.406366821655075,3.8174,-10.7,6.05,-7.0,-8.2331,4.81
Downturn,2004-08,-0.10957341247236453,-0.04390949105618315,0.028455277187032876,0.08184837645731534,0.06445977799188661,-1.47,0.4651060407667717,0.176,0.97,-1.1997,-4.988195688107555,-1.5163,-1.59,0.08,1.23,-1.2272,-1.13
Downturn,2004-09,2.7963664337906304,3.629428574939585,4.406897084787707,5.212516861683568,6.026443032409255,-1.88,1.3412537000629277,-1.6176,0.0,-2.2121,5.719343312207159,3.7951,5.49,1.6,-1.49,-0.2123,3.27
Downturn,2004-10,2.3912632069132402,2.9461858911658747,3.4320857015345143,3.8856601373234203,4.2415146645163535,0.49,-1.4258613014083377,0.0033,-0.22,0.584,2.5956748576344335,-0.7841,-1.38,1.43,-0.52,-1.4399,0.19
Downturn,2004-11,6.260860439529919,6.996114194599495,7.651752981337695,8.35065212221911,9.053806463973297,-0.22,0.0160962642630879,-1.6565,1.41,-0.4263,2.9263852353772712,4.4728,3.16,4.54,-0.58,-1.1342,4.11
Downturn,2004-12,3.6624830045954004,3.831631083357605,3.9491821003573557,4.0431422216104895,4.113759696683865,0.46,2.384365100634289,-1.1293,-0.22,0.3018,2.285947582358716,-0.0411,-2.87,3.43,-1.16,-0.8598,-0.05
Downturn,2005-01,-3.4931020227808096,-2.977009866105935,-2.5290862963220095,-2.0691468777850286,-1.589821930350339,-1.46,2.3638093509112057,1.2576,2.06,-0.4036,1.6522855968082562,-0.3941,3.05,-2.76,2.74,3.2457,-1.17
Downturn,2005-02,1.8519437706963118,2.4274574231463886,2.824765669867828,3.226623321611237,3.624645438403822,-0.05,-0.1672057561686202,0.6662,1.54,0.2917,4.184565352137337,0.1469,3.37,1.89,1.43,3.5726,-0.31
Downturn,2005-03,-2.010149010209884,-1.7403696984573678,-1.5025181390902485,-1.3365118940169016,-1.2085335722984767,1.29,-1.688076021928997,1.8949,2.04,0.9394,-1.456238265294818,-1.7448,0.41,-1.97,0.47,0.535,-1.42
Downturn,2005-04,-2.756092066788852,-2.6708417380464153,-2.666653799820474,-2.7563096401348472,-2.8997197470614253,-0.94,-1.0758673393317375,2.1604,0.07,-1.4563,-5.06218472638974,-4.4794,-0.69,-2.61,0.97,-1.1019,-3.98
Downturn,2005-05,4.998694066809879,5.718515161851108,6.463332035705633,7.228066588321442,7.968398522257809,0.3,3.080451590483557,0.4214,-0.64,-0.0579,5.181149515149297,2.9656,0.45,3.65,-1.0,0.9641,2.79
Downturn,2005-06,1.9454471085829064,2.522272238417297,3.020521579541288,3.4992465628561367,3.9121060976079227,-0.51,-2.070924247253026,-0.4164,2.83,-0.1983,-0.9193714498125338,3.8096,2.05,0.57,0.96,-0.4264,3.28
Downturn,2005-07,5.642783584083917,6.2462843706243065,6.947107303950024,7.6878992454012485,8.421102500711926,-0.82,2.2933191084364646,-0.4054,-0.79,-2.0714,5.4062329861360725,2.7333,0.06,3.92,-1.19,-0.2083,2.81
Downturn,2005-08,-1.5509686178870605,-0.8981902006732321,-0.38817079909516633,0.08029410801925235,0.5380049777113152,0.37,-0.2619021000079602,-0.6039,1.32,0.2355,0.508331987365751,-0.7913,2.08,-1.22,-2.05,-0.6848,-0.89
Downturn,2005-09,0.2748688405541336,0.7700168370807239,1.2359940644042124,1.7125182897791982,2.1568896034091747,-0.6,-2.245806539556894,0.2637,0.71,-0.0266,0.8838114608613168,0.0044,3.43,0.49,0.27,0.8619,-0.34
Downturn,2005-10,-1.9494786577520982,-1.749858497214781,-1.5665878271679166,-1.3883684816863826,-1.2592367857307294,-1.3,3.844101269850597,-0.5498,0.42,-0.3149,-0.2013130291140918,-0.5108,-1.39,-2.02,-0.93,1.1011,-1.45
Downturn,2005-11,3.9937346274844345,4.351690132392216,4.765498219267472,5.2611970684596105,5.781388165767109,-1.14,1.8286946227555667,-0.6043,-1.16,-1.0482,5.316819918385796,1.2182,0.35,3.61,-0.76,0.7751,0.84
Downturn,2005-12,-0.4527219720134165,-0.2097237325545806,0.02524499081198811,0.22387731895784163,0.41892832273410036,0.23,-2.2947352395251253,1.093,0.2,0.8804,0.4908444424603475,-0.0336,0.77,-0.25,0.21,0.2287,-0.2
Downturn,2006-01,5.45267320915342,6.523139696499986,7.562394561908398,8.62149793205736,9.679505015934648,-0.46,-0.4278533524665118,0.8783,1.08,-0.6797,6.035676262179135,6.4413,2.53,3.04,-0.64,-0.2611,5.75
Downturn,2006-02,0.23243113921987552,0.35514307760398794,0.4890081710926156,0.581904970099141,0.6262222743311188,1.91,-1.8730056070906944,-1.0257,-0.34,2.4381,-2.139361232704018,-0.395,-1.84,-0.3,-0.51,-0.9978,-0.42
Downturn,2006-03,2.6211168092340733,3.148784553614962,3.718547625356287,4.290268426158054,4.850336381494217,-0.41,3.996818245880674,-0.7877,0.6,-1.3435,3.6592130319900606,3.1221,1.26,1.46,0.06,0.7652,3.38
Downturn,2006-04,0.452546234552336,1.0084754561598346,1.5049472819224134,1.9539783475448096,2.398178467223549,0.01,-0.4023208570839154,-0.127,2.34,0.3427,1.483588612786968,-0.3055,0.64,0.73,1.8,0.826,-0.84
Downturn,2006-05,-3.9167458215236515,-3.8328598858702465,-3.8195195420102888,-3.876096894605144,-3.990943940108441,1.46,-4.336525946965464,-1.5898,2.41,1.3126,-6.203761656005602,-3.5327,-3.7,-3.57,1.15,-0.0785,-2.85
Downturn,2006-06,-0.05447776581026764,0.6115992666658524,1.1950214816861764,1.7053431270829482,2.170478025475298,-0.07,0.2950735823179728,0.6316,0.85,-0.3976,-1.080583576776084,-0.336,1.54,-0.35,1.32,1.0467,-0.24
Downturn,2006-07,-1.5791074284646096,-1.3732046769434176,-1.1872550757006324,-1.0880207129683956,-1.045213020196711,0.9,-0.4351571770090268,3.2046,2.6,1.3479,-6.6474626192845605,-3.1594,-2.12,-0.78,1.63,0.5439,-3.63
Downturn,2010-05,-3.0285251805249445,-2.985138780287678,-2.9995538204682823,-2.9714167097292696,-2.533856827536519,-0.21,3.706980065576926,1.741,-2.44,-0.4777,-1.3431175343461832,0.0538,-0.25,-7.89,1.3,2.7377,0.04
Downturn,2010-06,-0.22808068583221153,-0.23426904141124028,-0.625057653179929,-1.0629031085076523,-1.483251182716151,-1.55,2.2117660809627404,1.9119,-4.7,-2.491,-6.688612456299381,-2.3833,-2.76,-5.57,-0.16,1.3467,-2.47
Downturn,2010-07,3.757184529354273,4.437871033855133,4.920871642724322,5.355484040233382,5.615887324432055,2.01,-1.337514961673869,0.3729,-0.31,1.2168,3.062305649135366,0.4861,1.88,6.93,0.24,-0.8604,0.12
Downturn,2010-08,-1.394715460089092,-0.8409735279743102,-0.08750521519788167,0.5556404369726031,0.7063722410778783,-1.59,-0.6573183055333498,-0.7079,-1.9,-1.7234,-1.3563786409446443,-3.6733,-0.06,-4.77,0.53,-0.5062,-3.15
Downturn,2010-09,4.521290738010707,5.0020370510810865,5.661973388422336,6.64899240357537,7.619382947838326,0.38,2.2778722378049787,0.0709,-3.16,1.142,3.03370338760649,3.9594,1.41,9.54,-0.21,0.509,3.75
Downturn,2010-10,2.0001906677123085,2.301975585484816,2.7116975816359403,3.158120972724187,3.577657903144148,-0.26,-1.011256106335534,0.4586,-2.43,-0.0223,0.8022130845797726,0.6988,1.58,3.88,1.19,0.6453,0.8
Downturn,2010-11,-1.0584212462503084,-0.5878143771488664,-0.002710556851327475,0.5579646778093073,1.243192671357839,1.59,4.453287483662494,-0.6143,-0.96,1.8646,1.7126569885138387,3.6452,2.66,0.6,0.45,-0.0799,3.67
Downturn,2010-12,3.5942769842907554,3.8084964391902556,3.959419862349888,4.063986631434434,4.230191462966148,3.16,-1.6678603778314316,-2.2361,3.7,3.0162,1.7490465459892637,0.4526,-3.03,6.82,-3.44,-3.6797,1.03
Downturn,2011-01,-1.3144071286585912,-1.4293635345285283,-1.3639279983901476,-1.204667120803794,-0.9096672566586539,0.83,-2.307353898604503,-1.3043,0.83,1.2925,1.5014783371205986,-1.9958,-0.29,1.99,-0.76,0.5331,-2.43
