Phase,Year_Week,R1-RF,R2-RF,R3-RF,CMA,CRD,EG,HML,IA,LIQ,ME,MOM,Mkt-RF,RMW,ROE,SMB,PC1,PC2,PC3,PC4,PC5,PC6,PC7
Expansion,1992-03,2.126487630240792,3.260450852375296,4.152550379479125,1.6490674399357808,-3.0117005224490234,-0.1502,3.613247086313165,0.9092,4.605196625296792,1.3115,-4.07536735227877,0.933158873277895,-0.1108449928551302,-3.7515,2.08578286827934,0.27810428343196264,-7.369682770009479,4.300000458214896,1.407131255154478,1.7535601735624453,0.31075422279433557,-0.7448403989978407
Expansion,1992-04,-0.0096159505269532,0.0912773341322115,0.2149044886747387,0.5867048649746964,1.1452946670983175,0.8351,0.0146695369291016,1.0137,-0.5308830806963427,0.4355,0.5003843313667877,-0.7267942213226353,0.14762565941413,0.5825,0.6754307678998206,0.37639425868373194,0.33547255726357766,-1.5824722662583135,0.20942517934256674,0.7863428162451733,-0.2010534478034578,-0.5462601200319068
Expansion,1992-05,-1.2187910156278292,-1.0356448316636846,-0.6602834193888517,0.5284737846372511,-0.2180934191934103,0.636,1.0672042907045045,0.6424,0.4402649758900034,1.5678,0.445760553343888,-1.2497025994528954,-0.4099113426534351,0.4207,1.496403521565992,0.23059362064079114,-1.8951139762266997,-1.809212551201481,0.18909880777667532,0.877887642133832,0.5095872849541998,-0.011115919971548871
Expansion,1992-06,1.0824245028642876,1.2715498199980857,1.3400506666316536,0.2593358617106078,0.6570506561300427,0.5144,1.2752509029451795,-0.0822,2.533172223323832,1.352,0.3877165138080896,0.9470349540600332,0.7711010228147464,0.7942,1.396881310074627,-1.813041043043305,-1.1168301577786797,0.18518365256198194,0.3163707253415508,1.5790392688920512,1.9822074338029374,-0.11792842740700993
Expansion,1992-07,0.8687062207110464,1.1311999443062604,1.293029223679909,0.7294004467411241,-1.969252501199259,0.7977,2.4509525472064864,1.0376,0.8630545781633803,0.282,-1.9271424768650405,0.3017317883450943,-0.1905490807593612,-0.4292,0.3389038148021939,1.9528004143368816,-2.722421085234088,1.7705483647443205,-0.019073001175725423,1.1059259681304423,0.439901251501343,-0.25672439337113395
Expansion,1992-08,-0.2245164933912024,0.1040758107278661,0.33258528959208,0.9308500428846678,-0.3998700647360409,0.8655,2.7461844237449684,0.5979,-0.3104101570818085,-0.3944,-0.4029122324115897,-0.4656505583872095,-0.42115154484339,-0.5123,-0.4449723642798608,1.9844636257482111,-0.9596030497737555,0.35927391863564934,-0.4139878287227605,1.6272806405163125,-0.8909944536278095,0.04749949886059063
Expansion,1992-09,-0.2615431869261275,-0.3148874913712962,-0.40479601139356,0.1686954638506543,1.908078647384137,-0.0003,-0.2024060437774033,0.6739,0.4013684146442431,0.1599,1.0288743697696168,0.2919674888425927,-0.1110218595994916,0.8935,-0.0039480919487355,-1.0510477009899128,1.1323845480642578,-0.7573471312065542,-0.019346171192205604,0.9651196075767721,-0.28761683099606006,-0.2417832062083554
Expansion,1992-10,-1.3622965295302825,-1.4484059887254097,-1.5973224042032053,0.4406092794018601,-5.126935210294803,0.0246,0.831261876471201,0.334,-1.4766248649709657,-0.0018,-1.5818521454625034,-2.0470233945628302,-0.5192879712922704,-0.5234,0.2780534374946963,4.84931096912699,-3.6318291999775325,0.08199588503458424,-0.5263431626606181,-1.8006172930052273,0.09780694508965557,1.2568575858508662
Expansion,1992-11,0.0171534345808411,-0.1257179720917988,-0.3911994697066378,-0.1811454732050577,1.802847055581891,0.1215,0.1395226570916063,-0.4011,-1.9152828730724656,-0.6535,0.3878918041876344,0.2750308714749128,0.0998999630009933,0.4777,-0.5496392977669684,0.7278596738786938,2.196149124946578,-0.7604718965538646,-0.40166893315963415,-0.20652827926751313,-0.8502828954043137,-1.0543585497777306
Expansion,1992-12,1.875679373399608,2.5419106914816414,3.294202724973694,0.842359122984071,0.7854378283508323,0.7859,1.922600563690957,1.11,-0.9416501338302076,-0.0005,1.5171726343029768,1.1131087566210065,-0.2211965957578887,0.4198,-0.3024707486055877,0.4649578563819443,0.7185953364425751,-0.4347371287782724,-2.1284603370519077,1.8454027971452982,-0.4391945700699471,-0.45416641484309705
