Date,RF_HXZ,Mkt-RF_HXZ,ME,IA,ROE,EG
1984-07-25,0.0415,0.4353,-0.6548,-0.3257,0.3757,0.3804
1984-07-26,0.0415,0.7571,-0.3674,-0.7025,0.3982,-0.2021
1984-07-27,0.0415,0.7897,-0.2239,-1.2391,-0.121,-0.4125
1984-07-30,0.0415,-0.4636,0.2995,-0.0058,0.3979,-0.0182
1984-07-31,0.0415,0.2427,-0.1818,-0.6248,0.3586,-0.0758
1984-08-01,0.0345,2.0198,-0.8121,-0.8234,-0.1834,-0.472
1984-08-02,0.0345,2.4283,-0.0104,-1.0251,0.2052,-0.7626
1984-08-03,0.0345,2.8156,0.0186,-1.1572,0.3502,-0.9552
1984-08-06,0.0345,0.3854,0.9702,-0.3901,1.0494,0.4405
1984-08-07,0.0345,0.0399,-0.142,0.2858,0.6498,0.4495
1984-08-08,0.0345,-0.5238,0.0103,0.7274,-0.3571,0.464
1984-08-09,0.0345,1.9905,-1.1622,-0.2231,-0.1779,-0.0127
1984-08-10,0.0345,0.2127,0.4432,0.1456,-0.0156,-0.5117
1984-08-13,0.0345,-0.1317,-0.1972,0.1582,-0.1134,0.4213
1984-08-14,0.0345,-0.5221,0.5466,0.2828,0.1268,0.2557
1984-08-15,0.0345,-0.8074,0.4414,0.2913,0.1908,0.2374
1984-08-16,0.0345,0.5176,-0.2141,0.1379,0.2166,0.0387
1984-08-17,0.0345,0.0828,0.0505,0.1152,0.1039,0.1885
1984-08-20,0.0345,0.2918,-0.4931,0.4726,0.2012,0.6075
1984-08-21,0.0345,1.5236,-0.6021,-0.2379,-0.2049,-0.0101
1984-08-22,0.0345,-0.3146,0.3841,-0.0329,-0.2233,-0.3174
1984-08-23,0.0345,0.0662,-0.0134,-0.1334,-0.0754,-0.0217
1984-08-24,0.0345,0.1722,0.1814,0.0931,-0.2701,-0.1195
1984-08-27,0.0345,-0.5562,0.1248,0.3842,-0.0426,0.4004
1984-08-28,0.0345,0.4822,-0.246,-0.0204,-0.059,-0.0287
1984-08-29,0.0345,-0.0882,0.2676,0.2702,-0.1867,-0.112
1984-08-30,0.0345,-0.2956,0.436,0.1714,-0.1392,0.0558
1984-08-31,0.0345,0.0793,0.1975,-0.0318,-0.146,-0.0802
1984-09-04,0.0435,-0.9014,0.4353,0.4798,0.2386,0.3995
1984-09-05,0.0435,-0.3747,-0.0345,0.2694,0.066,0.1975
1984-09-06,0.0435,0.6947,-0.4238,0.0013,-0.023,0.007
1984-09-07,0.0435,-0.6219,0.5369,0.2096,0.0494,-0.2797
1984-09-10,0.0435,-0.1165,-0.3881,0.2409,0.3226,0.1102
1984-09-11,0.0435,0.1931,0.1096,0.0711,0.0784,-0.0397
1984-09-12,0.0435,-0.0249,-0.176,0.252,-0.2756,-0.037
1984-09-13,0.0435,1.5658,-0.9381,-0.1191,0.3382,0.346
1984-09-14,0.0435,0.6061,0.1921,-0.4641,-0.0014,-0.4536
1984-09-17,0.0435,0.0336,-0.086,0.2008,0.3271,0.2477
1984-09-18,0.0435,-0.6025,0.4716,0.3507,0.048,0.2209
1984-09-19,0.0435,-0.4216,0.1168,0.3937,-0.1665,0.0446
1984-09-20,0.0435,0.2548,-0.3308,0.0437,-0.1907,0.1141
1984-09-21,0.0435,-0.8229,0.8843,-0.1858,-0.3435,-0.4111
1984-09-24,0.0435,-0.3342,-0.1873,0.3913,-0.0403,0.3815
1984-09-25,0.0435,0.0472,-0.5257,0.3109,0.2394,0.2595
1984-09-26,0.0435,0.2594,-0.3976,-0.0196,-0.2172,-0.0269
1984-09-27,0.0435,0.2791,-0.3537,0.0144,-0.0537,0.1463
1984-09-28,0.0435,-0.4505,0.4022,0.2052,-0.1127,0.0486
1984-10-01,0.0423,-0.8389,0.08,0.5265,-0.2348,0.4599
1984-10-02,0.0423,-0.6981,0.2234,0.3417,-0.1385,0.4228
1984-10-03,0.0423,-0.6692,0.1821,-0.1628,0.0296,-0.2272
1984-10-04,0.0423,0.1596,-0.1574,0.0606,0.1241,0.0357
1984-10-05,0.0423,-0.1078,0.3148,0.1253,0.0629,-0.0208
1984-10-08,0.0423,-0.3963,-0.0313,0.1248,-0.0234,0.1204
1984-10-09,0.0423,-0.23,0.0705,0.2088,0.2049,0.0457
1984-10-10,0.0423,0.144,-0.5119,-0.2214,0.0733,0.1567
1984-10-11,0.0423,0.4136,0.0083,-0.0723,-0.1515,-0.3171
1984-10-12,0.0423,0.7939,-0.3494,-0.2003,0.0128,-0.0178
1984-10-15,0.0423,0.7823,-0.5984,-0.1288,0.2681,0.2143
1984-10-16,0.0423,-0.4206,0.5149,-0.2602,0.3831,-0.0436
1984-10-17,0.0423,-0.3,0.6333,-0.7121,0.2905,-0.0644
1984-10-18,0.0423,1.93,-1.3402,-0.8952,0.5402,0.0566
1984-10-19,0.0423,0.1046,0.5342,0.064,0.5496,0.0258
1984-10-22,0.0423,-0.3796,0.1876,-0.182,0.1388,0.1144
1984-10-23,0.0423,-0.1629,-0.0709,0.1384,0.2991,-0.0242
1984-10-24,0.0423,-0.0095,-0.3224,0.1172,-0.0862,-0.1911
1984-10-25,0.0423,-0.5691,0.0565,0.7313,-0.1538,0.1265
1984-10-26,0.0423,-0.6568,-0.161,0.3818,0.1168,0.255
1984-10-29,0.0423,-0.3426,-0.0825,0.0219,0.1473,0.2048
1984-10-30,0.0423,1.0094,-0.8057,-0.1194,0.3657,0.2919
1984-10-31,0.0423,-0.3377,0.1377,-0.0294,-0.0614,0.0617
1984-11-01,0.0348,0.679,-0.473,0.1927,0.1408,0.0974
1984-11-02,0.0348,0.0848,0.1628,-0.0082,-0.0247,-0.1591
1984-11-05,0.0348,0.6256,-0.3731,0.2267,-0.2273,0.0719
1984-11-06,0.0348,0.9425,-0.4542,-0.0323,0.0317,-0.0667
1984-11-07,0.0348,-0.6689,0.2118,0.2297,-0.2015,-0.2228
1984-11-08,0.0348,-0.2123,0.1122,0.1793,-0.3284,-0.1664
1984-11-09,0.0348,-0.4614,0.7042,0.1636,-0.1195,0.0367
1984-11-12,0.0348,-0.2109,-0.1353,0.1866,0.2364,0.3684
1984-11-13,0.0348,-0.7642,0.3338,0.0957,-0.0058,0.1342
1984-11-14,0.0348,-0.1039,-0.2692,0.1547,0.2282,0.32
1984-11-15,0.0348,-0.1287,-0.1799,0.1692,0.2979,0.2409
1984-11-16,0.0348,-0.8874,0.4783,0.1372,0.1473,0.0838
1984-11-19,0.0348,-0.7316,-0.2793,0.2037,-0.0023,-0.0082
1984-11-20,0.0348,0.4268,-0.7364,-0.0102,0.0887,0.0317
1984-11-21,0.0348,0.2027,-0.1809,0.2205,0.0837,0.1607
1984-11-23,0.0348,1.273,-0.6152,-0.3237,0.135,-0.1154
1984-11-26,0.0348,-0.6239,0.5477,-0.3696,0.4316,-0.0636
1984-11-27,0.0348,0.4536,-0.5628,-0.0131,0.1979,0.2986
1984-11-28,0.0348,-0.701,0.4878,0.0857,-0.129,-0.0122
1984-11-29,0.0348,-0.671,0.2127,0.3873,-0.0066,0.2315
1984-11-30,0.0348,-0.269,-0.1428,0.3561,-0.0473,0.3195
1984-12-03,0.0345,-0.4812,-0.1078,0.2014,0.1453,0.1589
1984-12-04,0.0345,0.176,-0.2294,-0.0206,0.0096,0.1158
1984-12-05,0.0345,-0.7271,-0.0531,0.3206,-0.091,0.3333
1984-12-06,0.0345,0.2483,-0.3728,-0.2268,0.0619,-0.0685
1984-12-07,0.0345,-0.2136,0.1335,0.0847,0.0819,-0.1061
1984-12-10,0.0345,0.2328,-0.2515,-0.1963,0.2922,0.1624
1984-12-11,0.0345,0.17,-0.1071,-0.1563,0.1371,0.0362
1984-12-12,0.0345,-0.2192,0.2145,-0.1803,0.1017,-0.0276
1984-12-13,0.0345,-0.4097,0.4034,-0.0785,0.1398,-0.3341
1984-12-14,0.0345,0.4675,-0.2644,-0.2834,0.1503,0.1534
1984-12-17,0.0345,0.4588,-0.6195,0.1709,0.5287,0.466
1984-12-18,0.0345,2.3964,-0.8859,-0.5854,0.6891,0.0215
1984-12-19,0.0345,-0.2582,0.8717,-0.6115,0.2849,-0.1521
1984-12-20,0.0345,-0.4318,0.2564,0.4406,0.1326,0.3923
1984-12-21,0.0345,-0.3683,0.0782,0.2431,-0.0666,0.2099
1984-12-24,0.0345,0.6718,-0.1824,-0.0335,-0.237,-0.211
1984-12-26,0.0345,-0.1467,0.0459,-0.1329,0.1833,0.085
1984-12-27,0.0345,-0.4394,0.3611,0.2005,-0.0225,0.004
1984-12-28,0.0345,0.2288,-0.0583,0.0238,-0.0287,0.0246
1984-12-31,0.0345,0.4609,0.2935,0.0207,0.0273,-0.1972
1985-01-02,0.0293,-0.9307,0.7115,0.1521,-0.3035,-0.2403
1985-01-03,0.0293,-0.3262,0.4141,-0.0016,0.0383,-0.2908
1985-01-04,0.0293,-0.4237,0.2837,-0.3345,-0.3755,-0.1885
1985-01-07,0.0293,0.246,-0.1229,0.351,0.136,0.0889
1985-01-08,0.0293,-0.0477,0.2092,0.4903,0.1849,0.1737
1985-01-09,0.0293,0.6308,-0.1505,-0.4065,-0.0261,-0.0182
1985-01-10,0.0293,1.6835,-0.7611,-0.4032,0.042,-0.0332
1985-01-11,0.0293,-0.0521,0.4488,-0.3922,-0.0769,-0.339
1985-01-14,0.0293,1.4073,-0.1139,-0.7431,0.0079,-0.4155
1985-01-15,0.0293,0.2659,0.54,-0.0313,0.1873,-0.1941
1985-01-16,0.0293,0.3976,0.3659,0.2393,-0.0376,-0.1763
1985-01-17,0.0293,-0.1168,0.6424,-0.1232,-0.074,-0.3914
1985-01-18,0.0293,0.3084,0.26,-0.009,0.1224,-0.2856
1985-01-21,0.0293,1.9587,-1.0177,-0.2429,0.0904,-0.0066
1985-01-22,0.0293,0.1831,0.1629,-0.4473,0.0812,0.3896
1985-01-23,0.0293,0.9871,-0.087,-0.3047,0.0164,-0.1928
1985-01-24,0.0293,-0.153,0.6219,-0.2856,0.2679,0.2965
1985-01-25,0.0293,0.4024,0.156,-0.4615,0.1089,-0.2875
1985-01-28,0.0293,0.1701,0.4976,-0.2708,0.4185,0.1029
1985-01-29,0.0293,0.825,-0.3772,0.0184,0.3193,0.1951
1985-01-30,0.0293,0.2366,0.3627,-0.2443,0.1641,0.3236
1985-01-31,0.0293,0.0441,0.1253,0.2081,-0.3849,-0.0245
1985-02-01,0.0317,-0.4474,0.1382,0.4187,-0.2165,0.0353
1985-02-04,0.0317,0.9722,-0.4269,-0.333,0.0365,-0.0041
1985-02-05,0.0317,0.2994,0.4753,-0.1762,0.1605,-0.1993
1985-02-06,0.0317,0.0807,0.5716,-0.1133,-0.1182,-0.1265
1985-02-07,0.0317,0.787,0.0158,-0.332,0.0444,-0.067
1985-02-08,0.0317,0.243,0.1582,0.314,-0.0544,0.2508
1985-02-11,0.0317,-0.7813,0.4308,0.0902,-0.3641,-0.1452
1985-02-12,0.0317,-0.0548,0.0496,0.3429,-0.0705,0.2226
1985-02-13,0.0317,1.3474,-0.5068,0.3515,0.2249,0.2424
1985-02-14,0.0317,-0.3156,0.5476,0.0607,0.359,0.5066
1985-02-15,0.0317,-0.4274,0.1191,-0.1307,0.0972,-0.0467
1985-02-19,0.0317,-0.1427,-0.1455,0.1079,0.3772,0.3777
1985-02-20,0.0317,0.0157,0.2938,-0.439,-0.0111,-0.0704
1985-02-21,0.0317,-0.547,0.1177,0.0151,-0.0233,0.1949
1985-02-22,0.0317,-0.3919,-0.1792,0.3686,-0.2038,0.1499
1985-02-25,0.0317,-0.2497,-0.4661,0.5688,0.6024,0.5219
1985-02-26,0.0317,0.8277,-0.6233,-0.1938,0.4662,-0.1336
1985-02-27,0.0317,-0.1903,0.2739,0.2738,0.2883,0.3118
1985-02-28,0.0317,0.1927,-0.1235,-0.1097,-0.1415,0.1281
1985-03-01,0.0292,1.0374,-0.278,0.1493,0.5033,0.3529
1985-03-04,0.0292,-0.5303,0.4299,0.1876,0.3106,0.4541
1985-03-05,0.0292,0.0504,0.0115,0.5586,0.2889,0.2532
1985-03-06,0.0292,-0.7787,0.4629,0.0216,-0.1082,-0.1062
1985-03-07,0.0292,-0.5835,0.29,0.629,0.0258,0.0246
1985-03-08,0.0292,-0.2673,-0.022,0.0914,-0.1988,0.0448
1985-03-11,0.0292,-0.2239,-0.3409,0.1876,0.2245,0.143
1985-03-12,0.0292,0.3149,-0.6272,0.261,0.1344,0.4126
1985-03-13,0.0292,-0.8588,0.1102,0.3746,-0.1137,0.4049
1985-03-14,0.0292,-0.1524,0.2073,0.1232,0.0847,0.1028
1985-03-15,0.0292,-0.4553,0.4487,-0.2868,-0.0535,-0.0776
1985-03-18,0.0292,-0.1151,-0.4644,0.1471,0.2071,0.1848
1985-03-19,0.0292,1.2066,-1.088,-0.3638,-0.2371,-0.1011
1985-03-20,0.0292,-0.2058,-0.0705,0.2924,0.3906,0.2336
1985-03-21,0.0292,0.1424,-0.0848,0.2796,0.3884,0.0729
1985-03-22,0.0292,-0.2068,-0.1075,0.0996,-0.3248,0.2452
1985-03-25,0.0292,-0.5731,-0.2233,0.6882,0.0265,0.1371
1985-03-26,0.0292,0.1623,-0.3155,-0.133,-0.2147,-0.2964
1985-03-27,0.0292,0.5718,-0.2859,-0.3116,-0.2892,-0.1503
1985-03-28,0.0292,0.0975,0.1958,0.0679,0.1472,-0.0534
1985-03-29,0.0292,0.5615,-0.2729,0.23,-0.2845,-0.0949
1985-04-01,0.0359,0.2784,-0.2966,-0.4093,0.0443,-0.0766
1985-04-02,0.0359,-0.366,0.246,-0.0409,0.0938,0.0266
1985-04-03,0.0359,-0.7466,0.2836,0.6067,0.1304,0.2919
1985-04-04,0.0359,-0.0896,-0.1337,0.2646,-0.0751,0.0654
1985-04-08,0.0359,-0.4459,0.2954,0.3186,0.0031,0.0686
1985-04-09,0.0359,0.0408,-0.1788,0.0058,0.1899,0.3519
1985-04-10,0.0359,0.5913,-0.248,-0.2634,-0.1705,0.1556
1985-04-11,0.0359,0.423,-0.3123,0.1,-0.0248,-0.2902
1985-04-12,0.0359,0.1475,-0.2181,-0.2435,-0.0819,-0.0168
1985-04-15,0.0359,0.1973,-0.0529,0.1569,0.1904,0.0465
1985-04-16,0.0359,0.1484,-0.1669,-0.2854,0.2012,0.082
1985-04-17,0.0359,0.2101,-0.0594,0.1231,0.0757,0.1816
1985-04-18,0.0359,-0.4585,0.3548,0.1052,0.0287,0.0807
1985-04-19,0.0359,0.0919,-0.1153,0.4848,0.312,0.2466
1985-04-22,0.0359,-0.2855,0.0122,0.1079,-0.1086,0.286
1985-04-23,0.0359,0.5375,-0.4843,-0.2338,0.0354,-0.0143
1985-04-24,0.0359,0.1431,-0.0433,0.0866,0.0323,0.211
1985-04-25,0.0359,0.4887,-0.3412,0.2359,-0.2113,0.0542
1985-04-26,0.0359,-0.5317,0.4461,-0.2415,-0.0882,0.0777
1985-04-29,0.0359,-0.8266,0.3486,0.7573,-0.1109,-0.0079
1985-04-30,0.0359,-0.5236,-0.0743,-0.2013,-0.3197,0.0723
1985-05-01,0.0275,-0.6687,0.5201,-0.0659,-0.1691,0.3255
1985-05-02,0.0275,0.1449,-0.4475,0.1119,-0.1561,0.1569
1985-05-03,0.0275,0.5783,-0.2735,-0.4482,0.0084,-0.135
1985-05-06,0.0275,0.0401,-0.0001,0.2502,0.3219,0.3007
1985-05-07,0.0275,0.405,-0.211,-0.1666,0.2527,-0.1361
1985-05-08,0.0275,-0.0049,0.0379,-0.2153,0.0726,-0.1747
1985-05-09,0.0275,0.7321,0.0791,-0.2438,0.2786,-0.2074
1985-05-10,0.0275,1.3042,-0.2601,-0.96,-0.1053,-0.5196
1985-05-13,0.0275,0.1476,-0.0765,0.0742,0.2535,0.2316
1985-05-14,0.0275,-0.3021,0.1847,0.3333,0.2706,0.4232
1985-05-15,0.0275,0.2957,-0.1957,0.2081,-0.2568,-0.1016
1985-05-16,0.0275,0.5422,-0.3153,-0.3134,0.3562,0.1084
1985-05-17,0.0275,0.9083,-0.2031,-0.4737,0.3622,-0.0311
1985-05-20,0.0275,1.1668,-0.4181,-0.4377,0.4787,-0.1043
1985-05-21,0.0275,-0.0535,-0.0726,0.2856,0.2731,0.5057
1985-05-22,0.0275,-0.5578,0.2118,0.3188,0.1579,0.2548
1985-05-23,0.0275,-0.471,0.2386,0.254,0.0765,0.6858
1985-05-24,0.0275,0.31,-0.1916,0.2367,-0.0649,0.0542
1985-05-28,0.0275,-0.1582,-0.0108,0.2081,0.224,-0.1993
1985-05-29,0.0275,-0.0718,0.1324,-0.3864,0.2708,-0.2386
1985-05-30,0.0275,-0.015,0.1315,0.4423,0.2687,0.3235
1985-05-31,0.0275,0.7548,-0.4978,-0.082,-0.0511,-0.0443
1985-06-03,0.0277,0.0548,0.0293,-0.2642,0.3866,0.062
1985-06-04,0.0277,0.3717,-0.2133,0.0607,0.5029,0.1543
1985-06-05,0.0277,0.1263,0.3767,0.0537,0.6962,0.4508
1985-06-06,0.0277,0.3619,-0.3915,-0.0714,0.3427,-0.3259
1985-06-07,0.0277,-0.6054,0.3597,0.2801,0.0192,0.2169
1985-06-10,0.0277,-0.1199,-0.4499,0.1641,-0.0012,0.267
1985-06-11,0.0277,-0.2191,0.1662,0.1013,0.1888,0.1558
1985-06-12,0.0277,-0.6134,0.3804,0.7269,0.1103,0.2136
1985-06-13,0.0277,-1.1075,0.4029,0.5167,-0.1016,0.5239
1985-06-14,0.0277,0.7363,-0.632,-0.1571,0.066,0.2055
1985-06-17,0.0277,-0.2592,0.1097,0.081,0.4819,0.26
1985-06-18,0.0277,0.3689,-0.3303,0.2069,0.3343,0.115
1985-06-19,0.0277,-0.2146,0.1365,-0.3271,0.0764,0.0477
1985-06-20,0.0277,-0.069,-0.0779,0.1356,-0.0433,-0.0069
1985-06-21,0.0277,1.0639,-0.756,-0.1584,-0.0044,0.0483
1985-06-24,0.0277,0.0342,0.0743,-0.6449,0.0741,-0.2667
1985-06-25,0.0277,0.3511,0.1902,-0.5339,-0.1501,-0.4053
1985-06-26,0.0277,0.156,-0.0598,-0.4225,-0.1236,-0.0604
1985-06-27,0.0277,0.5888,-0.0645,-0.2051,-0.0556,-0.2275
1985-06-28,0.0277,0.2888,0.1929,0.2697,-0.0202,0.2124
1985-07-01,0.0281,0.2726,0.0344,-0.2052,0.01,0.1017
1985-07-02,0.0281,-0.1159,0.3557,0.0335,-0.016,0.282
1985-07-03,0.0281,-0.1985,0.2253,0.2037,-0.1636,0.1824
1985-07-05,0.0281,0.5321,0.1155,0.1765,0.0643,0.3159
1985-07-08,0.0281,-0.3136,0.076,0.191,0.3149,0.1272
1985-07-09,0.0281,-0.367,0.1811,0.3845,0.3184,0.6482
1985-07-10,0.0281,0.5909,-0.149,-0.2737,0.0923,0.2332
1985-07-11,0.0281,0.3433,0.2977,-0.0328,0.244,-0.1364
1985-07-12,0.0281,0.2066,0.0882,-0.0798,-0.1001,-0.0767
1985-07-15,0.0281,-0.1455,0.3782,-0.1719,0.1182,0.0597
1985-07-16,0.0281,0.9769,-0.0372,-0.3917,0.025,-0.4587
1985-07-17,0.0281,0.3735,0.0157,-0.7023,-0.3938,-0.2392
1985-07-18,0.0281,-0.5659,0.2512,0.0381,-0.2192,0.0634
1985-07-19,0.0281,0.3012,0.1524,0.3848,-0.265,0.1239
1985-07-22,0.0281,-0.4487,-0.1882,-0.3421,-0.3355,-0.0248
1985-07-23,0.0281,-0.8406,0.5421,-0.3116,-0.3787,-0.0608
1985-07-24,0.0281,-0.621,0.1912,0.2675,-0.4499,0.353
1985-07-25,0.0281,0.0815,-0.1521,-0.2295,-0.5795,-0.1069
1985-07-26,0.0281,0.1073,-0.0176,-0.0748,-0.3091,-0.0707
1985-07-29,0.0281,-1.3916,0.2968,0.2421,-0.2352,0.1496
1985-07-30,0.0281,0.0486,-0.2638,0.0433,0.043,0.2882
1985-07-31,0.0281,0.4881,-0.0411,0.1471,0.4717,-0.4462
1985-08-01,0.0263,0.7007,-0.0574,-0.1773,0.1508,-0.066
1985-08-02,0.0263,-0.2358,0.2585,-0.287,-0.0974,-0.0392
1985-08-05,0.0263,-0.534,-0.3111,0.186,0.0807,0.1469
1985-08-06,0.0263,-1.1984,0.1477,0.343,0.105,0.2865
1985-08-07,0.0263,-0.2932,-0.2701,0.5428,0.0132,0.0575
1985-08-08,0.0263,0.7016,-0.3122,0.0598,-0.1641,-0.1204
1985-08-09,0.0263,-0.229,0.2283,-0.2126,-0.1295,-0.3134
1985-08-12,0.0263,-0.3416,-0.0803,0.4542,0.1826,0.0818
1985-08-13,0.0263,-0.1952,0.0268,0.2554,0.1484,0.2577
1985-08-14,0.0263,0.0901,0.107,0.1949,-0.0615,0.256
1985-08-15,0.0263,-0.0618,0.3046,0.2607,0.0338,0.0982
1985-08-16,0.0263,-0.5596,-0.0856,-0.0795,0.0212,-0.095
1985-08-19,0.0263,0.107,-0.2451,0.1081,0.0064,0.2518
1985-08-20,0.0263,0.6674,-0.5521,-0.088,-0.1487,-0.0209
1985-08-21,0.0263,0.4753,-0.0368,-0.0604,0.0715,-0.1249
1985-08-22,0.0263,-0.7641,0.4257,0.0335,0.1061,0.0394
1985-08-23,0.0263,-0.1173,0.0957,0.2049,-0.102,0.2873
1985-08-26,0.0263,0.1197,-0.1122,-0.083,0.1667,0.1807
1985-08-27,0.0263,0.3333,-0.0509,0.1377,0.1983,-0.1113
1985-08-28,0.0263,0.3095,-0.1641,-0.1489,-0.0125,-0.103
1985-08-29,0.0263,0.0711,0.1273,0.0639,0.0723,0.1735
1985-08-30,0.0263,-0.0506,0.4155,0.3278,-0.2167,-0.0862
1985-09-03,0.0317,-0.4243,-0.1777,-0.0702,0.323,0.1732
1985-09-04,0.0317,-0.3345,0.006,0.2147,0.2283,0.3147
1985-09-05,0.0317,-0.0455,-0.0157,0.0821,0.2191,0.0877
1985-09-06,0.0317,0.4063,-0.3392,-0.372,-0.1366,-0.1643
1985-09-09,0.0317,0.0761,-0.2418,-0.0615,0.0585,-0.1645
1985-09-10,0.0317,-0.7483,0.1032,0.3698,-0.0068,0.1832
1985-09-11,0.0317,-1.0334,0.0305,0.3432,-0.0017,0.3375
1985-09-12,0.0317,-0.7857,0.0604,-0.0734,-0.0787,0.0244
1985-09-13,0.0317,-0.5962,-0.2983,0.2163,0.1592,0.0423
1985-09-16,0.0317,-0.1408,-0.2408,0.1322,0.3108,0.1114
1985-09-17,0.0317,-0.9331,-0.2765,0.5923,0.246,0.4027
1985-09-18,0.0317,0.072,-0.4768,-0.495,-0.4281,-0.2923
1985-09-19,0.0317,0.8903,0.0168,-0.2484,-0.2322,-0.3298
1985-09-20,0.0317,-0.4585,0.7474,-0.1086,0.1149,-0.1018
1985-09-23,0.0317,0.9074,-0.5095,0.1373,0.2447,0.2711
1985-09-24,0.0317,-0.7594,0.3391,0.233,0.114,0.0711
1985-09-25,0.0317,-1.0062,0.3853,0.4044,0.0098,0.1437
1985-09-26,0.0317,0.0671,-0.759,0.3869,-0.0919,0.4444
1985-09-30,0.0317,0.2641,-0.2795,0.3046,0.0608,0.236
1985-10-01,0.0261,1.3598,-0.8123,0.0205,0.1872,0.0731
1985-10-02,0.0261,-0.3832,0.4085,0.6511,-0.0806,0.3824
1985-10-03,0.0261,0.113,-0.2111,0.0749,-0.1811,-0.0967
1985-10-04,0.0261,-0.5292,0.4916,0.3835,0.0352,0.0993
1985-10-07,0.0261,-0.6777,0.3082,0.1262,0.2579,0.2635
1985-10-08,0.0261,-0.1255,-0.1223,0.5772,0.2856,0.1329
1985-10-09,0.0261,0.3387,0.0137,0.0775,0.1773,-0.0949
1985-10-10,0.0261,0.2393,0.2911,0.0623,0.4869,0.1275
1985-10-11,0.0261,0.7797,-0.0447,-0.3712,0.0009,0.1385
1985-10-14,0.0261,1.0094,-0.436,-0.728,0.1313,-0.1032
1985-10-15,0.0261,-0.1188,0.2291,0.1575,0.2849,0.5994
1985-10-16,0.0261,0.8392,-0.4846,-0.0605,0.1149,0.0863
1985-10-17,0.0261,0.0448,0.3743,-0.4608,0.0082,0.0054
1985-10-18,0.0261,-0.2236,0.2634,-0.0576,0.0685,0.0583
1985-10-21,0.0261,-0.0894,-0.3597,0.08,0.2308,0.2762
1985-10-22,0.0261,0.5149,-0.5079,-0.4677,-0.3949,-0.0909
1985-10-23,0.0261,0.4604,-0.1139,-0.1018,-0.0781,0.092
1985-10-24,0.0261,-0.2011,0.302,-0.2287,-0.2868,-0.1568
1985-10-25,0.0261,-0.514,0.3167,0.4199,-0.0828,0.1491
1985-10-28,0.0261,0.0685,-0.3252,0.0735,0.2824,0.2901
1985-10-29,0.0261,0.7076,-0.1299,-0.2375,0.2159,-0.2466
1985-10-30,0.0261,0.4197,-0.0179,0.048,0.3324,0.468
1985-10-31,0.0261,-0.0537,0.2847,0.1896,0.149,0.3052
1985-11-01,0.0307,0.7257,-0.2915,0.1156,0.1033,-0.0473
1985-11-04,0.0307,-0.0352,0.1549,-0.0755,0.3825,0.1421
1985-11-05,0.0307,0.5803,-0.1923,0.0323,0.4197,0.0338
1985-11-06,0.0307,0.2901,0.0764,-0.3377,0.0642,0.1802
1985-11-07,0.0307,0.0162,0.0926,0.0355,0.2108,0.1068
1985-11-08,0.0307,0.6806,0.2522,0.0637,-0.1805,-0.3965
1985-11-11,0.0307,1.5155,-0.8114,-0.2693,0.1873,0.1799
1985-11-12,0.0307,0.5015,0.2839,-0.1592,0.1938,-0.249
1985-11-13,0.0307,-0.4633,0.0614,-0.1657,0.1575,0.2737
1985-11-14,0.0307,0.8399,-0.4295,-0.0652,-0.1432,-0.0496
1985-11-15,0.0307,-0.3196,0.6199,-0.3981,0.1108,0.0205
1985-11-18,0.0307,0.1882,-0.4608,-0.3727,0.1053,-0.3222
1985-11-19,0.0307,0.0508,0.5471,0.0402,-0.2077,-0.2312
1985-11-20,0.0307,0.1013,-0.1678,0.1096,0.3149,-0.0296
1985-11-21,0.0307,1.0772,-0.3256,-0.3511,-0.1099,-0.229
1985-11-22,0.0307,0.1578,0.1854,0.0614,-0.1643,-0.0629
1985-11-25,0.0307,-0.5462,-0.0388,0.0255,0.0006,0.2713
1985-11-26,0.0307,0.1295,-0.0376,0.1424,0.0849,-0.0237
1985-11-27,0.0307,0.8072,-0.3093,-0.1034,-0.0039,-0.1587
1985-11-29,0.0307,-0.0204,0.5357,0.1013,0.1324,-0.2013
1985-12-02,0.0291,-0.753,0.6518,-0.0612,0.4133,-0.0052
1985-12-03,0.0291,0.2039,0.0663,-0.0411,-0.1765,-0.0642
1985-12-04,0.0291,1.4909,-0.2494,-0.3034,-0.2767,-0.2106
1985-12-05,0.0291,-0.045,0.4099,-0.357,-0.0881,-0.3115
1985-12-06,0.0291,-0.5196,-0.2184,-0.0372,0.1754,0.1081
1985-12-09,0.0291,0.5723,-0.363,-0.3117,0.6232,-0.0115
1985-12-10,0.0291,0.1015,0.0456,-0.799,0.7601,-0.2042
1985-12-11,0.0291,0.8862,-0.344,-0.5886,0.5978,-0.5773
1985-12-12,0.0291,0.2348,0.097,-0.0394,0.274,0.3977
1985-12-13,0.0291,1.3782,-0.4704,0.2799,-0.1903,-0.0432
1985-12-16,0.0291,0.7726,-0.7178,0.3553,0.4011,0.3235
1985-12-17,0.0291,-0.6059,0.022,0.2787,0.2189,0.237
1985-12-18,0.0291,-0.4383,0.0363,-0.0714,-0.0324,-0.0871
1985-12-19,0.0291,0.0263,0.0367,0.1463,-0.4375,0.0073
1985-12-20,0.0291,0.3807,0.3835,0.4618,-0.1252,-0.0405
1985-12-23,0.0291,-1.0145,0.6257,0.177,0.4697,0.298
1985-12-24,0.0291,-0.5634,0.2212,0.067,-0.4293,-0.2521
1985-12-26,0.0291,0.1882,0.0053,-0.218,-0.4095,-0.1504
