Date,portfolio_1,portfolio_2,portfolio_3,portfolio_4,portfolio_5,Cycle
1991-12-31,0.37560748137253974,0.4682688503397343,0.5751401886241313,0.6874144992129865,0.8065303541415575,1.0
1992-12-31,0.13249490762099023,0.1757184657231331,0.22573611505904906,0.2864330768429541,0.3583840474141171,1.0
1993-12-31,0.14821499496360582,0.1809746679976633,0.2177217038939913,0.2472257118375743,0.2753363058388636,1.0
1994-12-31,-0.04058916628315401,-0.012216566201381559,0.013883240691885781,0.04109244039065417,0.06293123802382804,1.0
1995-12-31,0.2128296179615027,0.26684276220673037,0.3222159753622117,0.37502017947363536,0.4132215181237968,1.0
1996-12-31,0.14366773490630713,0.19571708878142044,0.2403811841836033,0.29443626468400397,0.348221936905548,1.0
1997-12-31,0.20292127118992032,0.24924840897646008,0.2911578810530488,0.33856074218849186,0.3780299270366912,1.0
1998-12-31,0.06121566713541268,0.14104801105685996,0.23386989507506387,0.3356843630628518,0.4418780747382932,1.0
1999-12-31,-0.11864046026651875,-0.09457100032103011,-0.05521665591760963,-0.01615521575170234,0.03847306348645055,1.0
2000-12-31,0.3331969719772966,0.37210256407733433,0.39053201963470535,0.3902084656910195,0.38792741622913296,1.0
2001-12-31,0.004123924809887956,0.00878190722706347,-0.0002247850301105702,-0.01344846239802463,-0.028275717329888497,1.0
2002-12-31,0.018029234436277897,0.01802923443627742,0.04238957845118443,0.056055738916093,0.1169361886308578,2.0
2003-12-31,0.21324766677994356,0.21324766677994345,0.2597843421992067,0.3153776581184066,0.38152170066504915,2.0
2004-12-31,0.12406333717312126,0.12406333717312178,0.1484548669884556,0.19057241177500006,0.243589116487283,2.0
2005-12-31,-0.028232086291211926,-0.028232086291211586,0.006461567363070704,0.060306802719901395,0.10677704071558292,2.0
2006-12-31,0.17835511495989473,0.17835511495989434,0.17818455176507778,0.17320388348798177,0.16669419365340435,2.0
2007-12-31,0.0813905968759436,0.0813905968759445,0.12695497662064492,0.18744790988209659,0.23382389936651274,2.0
2008-12-31,-0.10311181722216647,-0.10311181722216667,-0.0687634251560786,-0.04834580047340441,-0.04235575264650448,2.0
2009-12-31,-0.18080360960496938,-0.18080360960497052,-0.17025558950889635,-0.15594889793828395,-0.1459093065092881,2.0
2010-12-31,0.19046034128776948,0.28230922661736335,0.36583654294624657,0.4389106734856283,0.5127526022105487,3.0
2011-12-31,0.1538594361843317,0.18560669040604755,0.2122244291070366,0.23772768003734068,0.26130628443657844,3.0
2012-12-31,0.046889008513884174,0.07507497051576857,0.10432623818841996,0.13277511438152534,0.16124715672578152,3.0
2013-12-31,0.21491824441306306,0.2690771624288637,0.3216276495957742,0.3920022319957068,0.4637522694711242,3.0
2014-12-31,0.0942106896306137,0.120516178235853,0.15634209509552582,0.18362153803957057,0.2048465919959814,3.0
2015-12-31,0.0820942366048248,0.1224965388936244,0.15319459666021962,0.1794449801101448,0.20892458682824866,3.0
2016-12-31,0.1133795878274391,0.11616274933256392,0.12559982986559842,0.12832456460466696,0.1263567870525597,3.0
2017-12-31,0.15622942285792638,0.17977142752393807,0.2001610820349897,0.22515543310800645,0.24717392124320445,3.0
2018-12-31,0.01979176391475825,0.05764196610288224,0.08288771500542941,0.11213852271357976,0.14488681794500602,3.0
2019-12-31,0.2092084748776288,0.21641416596603683,0.23482437769737452,0.2571859092394427,0.28620229708090755,3.0
2020-12-31,-0.1825413780091569,-0.15886997147367246,-0.14091084090718609,-0.12343163959796541,-0.10983368457595603,3.0
2021-12-31,0.16821180276584188,0.2161744512294727,0.2568304870624381,0.2945896190335038,0.3313627227903045,4.0
2022-12-31,0.06585857456153515,0.09999842614788257,0.1323971479567386,0.1660968592788216,0.19627139028885163,4.0
2023-12-31,0.1100136039187413,0.18431821628374762,0.26532164550873044,0.34760282231842754,0.43415735342011397,4.0
2024-12-31,0.0723384063715434,0.11911184406275663,0.16691237911774334,0.21618713363262826,0.2674621842008695,4.0
