Date,portfolio_1,portfolio_2,portfolio_3,portfolio_4,portfolio_5,Cycle
1990-10-19,0.010122298440798868,0.020036512939407815,0.03175668929370344,0.04287300956166227,0.051618265539896825,1.0
1990-10-26,0.002036761197520399,0.0066765353721290124,0.012408265421715641,0.016856817940838906,0.019991991021563425,1.0
1990-11-02,0.006137192207428992,0.008815078082163953,0.01089130493160261,0.012086116155626972,0.013906264005511856,1.0
1990-11-09,0.003236032259302056,0.002792445853588136,0.005005891490672874,0.007964168623288019,0.01096686471308984,1.0
1990-11-16,0.023129475762529945,0.021317057509841,0.017746444185008592,0.016541834492615495,0.017364084060386024,1.0
1990-11-23,0.007558171151817651,0.01112750889396609,0.014313322787491176,0.01545252993400173,0.014890262664692218,1.0
1990-11-30,0.020416506829500282,0.022423925002981727,0.023362855165617594,0.024352994226294555,0.028480883723808893,1.0
1990-12-07,0.013226047726504157,0.013518555232467474,0.013946920989780029,0.016577289987532842,0.021757754548506134,1.0
1990-12-14,0.002806989201819969,0.0019442354140055242,0.000896341325658084,0.0008218777949771886,0.0026561183574290393,1.0
1990-12-21,-0.0011864787381785772,0.0007257553985819988,0.002551107761978013,0.0025497560261775088,0.0007439310929567241,1.0
1990-12-28,-0.004144695840642033,-0.0035075033413961613,-0.004721162482903343,-0.006261755955312702,-0.007221170871431975,1.0
1991-01-04,-0.005524364006680808,-0.0022940813294294463,-0.0014140667896843139,-0.0020361636652883384,-0.0033576669658425666,1.0
1991-01-11,-0.00982734325534457,-0.013600973679321487,-0.016260427037140403,-0.01952701731203904,-0.024205274623464754,1.0
1991-01-18,0.01663377354999364,0.02446108856852072,0.0338688631879033,0.04473751838958592,0.05612710019365668,1.0
1991-01-25,0.017799363396266928,0.024619711938863705,0.03149799527798017,0.03786747611330704,0.04661208882027322,1.0
1991-02-01,0.031779497727387404,0.036214524051048066,0.041478211387067136,0.0493148347164773,0.05669638256746962,1.0
1991-02-08,0.033125723807665236,0.03421456484675099,0.039967821799606014,0.044476274723747836,0.04644240608633546,1.0
1991-02-15,0.02607360142676016,0.027739061707685336,0.027331554130812404,0.025618711000680663,0.025179206520013316,1.0
1991-02-22,-0.005521426408664813,-0.006971022873939789,-0.006856961752769394,-0.006040542832356426,-0.0037658382064826986,1.0
1991-03-01,0.0031934189716532474,0.0036711038877678907,0.0037454927033274904,0.005425692084796527,0.0060658833936482115,1.0
1991-03-08,0.0072579065743617,0.011221168119016547,0.015209255032549131,0.01787582604558338,0.020825815738636046,1.0
1991-03-15,0.010303430800530942,0.008898203114764835,0.005911169136308909,0.003577574666304262,-0.00020972369461721573,1.0
1991-03-22,0.01330259513060646,0.012262604637715809,0.010223203522724562,0.006949448949192048,0.006495343253442431,1.0
1991-03-29,0.018511985019982864,0.022558634059305298,0.026603606128201986,0.030301043617315396,0.03422911113559212,1.0
1991-04-05,0.012154226634267509,0.013072840980222544,0.013715963455691572,0.01313601793252249,0.012599370093260313,1.0
1991-04-12,0.0049627490586168325,0.0071294818935208285,0.009483107163949896,0.014946247856032996,0.019982608943713828,1.0
1991-04-19,0.010369339431796609,0.010357244339058404,0.00937337597312905,0.009535379094264721,0.012292653772920433,1.0
1991-04-26,-0.013509519279997682,-0.015273563223697688,-0.016188777145486284,-0.015649108094631523,-0.014689282918621996,1.0
1991-05-03,0.006840019951605301,0.009433304137244842,0.01109940484923302,0.013642351396538719,0.016212542957661766,1.0
1991-05-10,-0.0050741076372058025,-0.0034594898424052047,-0.00014917806126921754,0.0047077222853029975,0.008901926528558445,1.0
1991-05-17,-0.0072476565503123164,-0.009231250779201266,-0.011812625398201652,-0.013188099487382976,-0.014319941556408783,1.0
1991-05-24,-0.00045225762932305294,0.004570167421532728,0.010546696208656638,0.015018685440338474,0.02078269915627506,1.0
1991-05-31,0.019493927469002317,0.021051571778445636,0.022107785416515605,0.021888891448735105,0.019821252282192448,1.0
1991-06-07,-0.0027891699617470815,0.00038147567731816167,0.0029867442209065244,0.006832199439818574,0.010564320777286128,1.0
1991-06-14,-0.0006156213278779034,0.0005866607803749122,0.0014457886114838158,0.0023688456489548947,0.0034366914137275288,1.0
1991-06-21,-0.005807406977602784,-0.005095973316329292,-0.00514197665774053,-0.004991197962304475,-0.004052483729502447,1.0
1991-06-28,-0.004188204565925375,-0.004529438864551662,-0.005251856625539475,-0.005805567212364404,-0.007679180359612485,1.0
1991-07-05,0.0033002896686352536,0.003339861411770188,0.00370269892476144,0.0035459414536940068,0.003549671527470615,1.0
1991-07-12,0.011370253489864394,0.014528501029363667,0.0168765443619725,0.018984250933891236,0.020678901013093783,1.0
1991-07-19,0.008228907412776404,0.010988999789565605,0.014187888396147019,0.017592784039712508,0.02059015504588562,1.0
1991-07-26,0.0008759881624117441,-0.0009652046018638903,-0.0020250660777420128,-0.0021279517946583403,-0.0026448829615603434,1.0
1991-08-02,0.0007443644675639666,0.004695437863883475,0.010674910678189204,0.018803098847574192,0.028067273810019375,1.0
1991-08-09,0.006914583093738775,0.01207437043626782,0.017532109653604522,0.022947492145740586,0.02703972342635616,1.0
1991-08-16,0.0010805899411643852,0.0037366150380612213,0.005611332067676522,0.007379423745133817,0.009494546446722577,1.0
1991-08-23,0.009878705670492606,0.010873951680291599,0.012053431693681067,0.01316454067603099,0.016157903435835855,1.0
1991-08-30,0.0010986682960734244,0.0021977557698458347,0.0028773493892593678,0.004079766292998962,0.007040318614555828,1.0
1991-09-06,-0.0035530384745463307,-0.005431793788969665,-0.0072952703483072645,-0.009199598430763716,-0.012277099196986474,1.0
1991-09-13,-0.004191496140971609,-0.005892246337250881,-0.006766910821910355,-0.007751863035498207,-0.00770497104125765,1.0
1991-09-20,0.00702634001494748,0.012223058815101918,0.018212846246118512,0.024207634936005366,0.029746367149733957,1.0
1991-09-27,0.015391033942250311,0.02016797962440909,0.024240802373162174,0.02708913073212823,0.028609905456625707,1.0
1991-10-04,0.00323763795327342,0.003510553014486152,0.004301432489596947,0.004393790519234423,0.0046782682431192775,1.0
1991-10-11,0.00040534034139182704,-0.0011671873902223046,-0.002401032878034207,-0.0029310770652470728,-0.0019560993588390732,1.0
1991-10-18,0.016693516342996508,0.016615332241679784,0.02018566674901881,0.0243309943992668,0.030455950691753293,1.0
1991-10-25,0.00307359820478617,-0.0038202257409169376,-0.01122915872507976,-0.02187030880873348,-0.035457066975939776,1.0
1991-11-01,0.014189041009174758,0.018152220990027782,0.023504711742692596,0.02889336155347948,0.03300259008636251,1.0
1991-11-08,0.0042613782635643775,0.0031716020388252203,0.004759587935659472,0.0085554478284244,0.014012783260195307,1.0
1991-11-15,-0.0008359185744460755,-0.005175582095285734,-0.009171171984394984,-0.013960961351688082,-0.018548682661259395,1.0
1991-11-22,-0.014508466314058454,-0.015053830796272791,-0.01729319177444363,-0.020359956547801594,-0.024786810426265186,1.0
1991-11-29,0.0029708945416049163,0.0061300882017086035,0.008722639979618148,0.008428625799302715,0.006904309589656705,1.0
1991-12-06,0.007064815362240755,0.007891697759163123,0.009206565777890576,0.01137927520156025,0.012172525471089778,1.0
1991-12-13,0.005641653938519248,0.0033041450635949206,-0.0003162381371156389,-0.0045238064945737734,-0.00803311030263194,1.0
1991-12-20,0.005862254669377599,0.0024101084193439122,-0.0007333515480094431,-0.004352539055103279,-0.006182057421291565,1.0
1991-12-27,0.03581663257476274,0.04526327337941052,0.0563604167529123,0.06668343817002458,0.07622240825011875,1.0
1992-01-03,0.020308325188594552,0.022144137130534487,0.024597144312833105,0.029056177287670217,0.03510366233354257,1.0
1992-01-10,0.007858977397711625,0.011797984819674569,0.0168315925301044,0.022761334760527583,0.027062871503678768,1.0
1992-01-17,0.010732973731428428,0.014783395260921539,0.014426990164499772,0.013555006054650223,0.014247543194294875,1.0
1992-01-24,-0.000601504607870879,-0.002501552638060516,-0.0019871306193600634,-0.0005503030782987474,0.001607960108434773,1.0
1992-01-31,0.0011939904806193339,0.003357084398791601,0.006098825331851104,0.009643999841674328,0.012172600787320695,1.0
1992-02-07,-0.0010653444872345717,0.0015269640004623942,0.004668605171326112,0.010372333854451478,0.019445666288699703,1.0
1992-02-14,0.008538157162367872,0.006130643204927982,0.0040383672673917825,0.0028588326652370854,0.0009590808990521723,1.0
1992-02-21,-0.003058945762570006,-0.00415538134840394,-0.0036387428358757652,-0.0037327286618494275,-0.002996328785480269,1.0
1992-02-28,-0.007781926029273621,-0.006741555084856153,-0.004494036295946692,-0.001374094034304607,0.0025572055448215654,1.0
1992-03-06,-0.007020801919718002,-0.005791223733251231,-0.004534658259124082,-0.0036958959828234913,-0.003958843318536824,1.0
1992-03-13,0.00430402436176895,0.004860118303983709,0.004916279283939265,0.005933055114388017,0.007452793301530787,1.0
1992-03-20,0.0041668842383634445,0.010149188010421818,0.016992891782604942,0.023318887563724272,0.02750606294867395,1.0
1992-03-27,-0.007654835174067953,-0.010670278712235689,-0.015266239360590548,-0.01936484708467305,-0.022976904917567903,1.0
1992-04-03,-0.0008228840116873738,7.111725113926833e-05,-0.00017057810857059783,-0.0014711024596860745,-0.0029194440816450217,1.0
1992-04-10,-0.002742421199101068,-0.004061919432159549,-0.004425434516099119,-0.004085595341040582,-0.004759659068003541,1.0
1992-04-17,0.010474885238023366,0.011965212484911177,0.01397288064601817,0.016722449703548626,0.018111771101491394,1.0
1992-04-24,-0.008505671916828902,-0.01263516162160057,-0.01735760780347057,-0.02268921200743104,-0.029642813262612405,1.0
