Phase,Year_Month,R1-RF,R2-RF,R3-RF,CMA,CRD,EG,HML,IA,LIQ,ME,MOM,Mkt-RF,RMW,ROE,SMB
Expansion,2010-02,4.714298188398258,6.191476051319045,7.231321166652349,1.43,1.694807199510362,-0.5169,3.23,0.703,2.627827813593786,1.5068,3.74,3.4,-0.27,-1.0406,1.51
Expansion,2010-03,9.604480558002203,12.647971185377214,15.880532375941756,1.69,-0.8895279870882455,-1.6988,2.21,1.6201,5.431814604054108,2.0311,3.76,6.31,-0.65,-0.5102,1.85
Expansion,2010-04,5.152983230009832,7.382453450433734,9.197811662801469,1.72,-2.833288439305859,-2.3485,2.89,3.063,3.904272860530633,3.8994,3.16,2.0,0.69,-2.4885,4.98
Expansion,2013-04,2.9397437006146054,3.790467713753376,4.368780293445651,0.37,-2.116591885088926,-0.2802,0.45,0.1008,2.2042017000334813,-2.8649,0.22,1.55,0.27,-1.049,-2.25
Expansion,2013-05,4.433469179342242,6.631564543952151,8.448009541046208,-0.87,3.723001641492263,-1.411,2.63,-1.6629,3.4617015871616807,3.5114,-2.02,2.8,-1.97,-0.4309,2.06
Expansion,2013-06,-0.5988932161480109,0.4675102438301382,1.7176740181259698,0.0,-0.901261710261514,0.5336,0.03,0.7117,-3.4826045205325062,0.7559,0.52,-1.2,-0.38,-0.1152,1.57
Expansion,2013-07,6.388038111216354,7.10736595373882,7.635457118048472,0.51,0.3935045276849624,-1.1004,0.57,0.6492,-0.5263839349977428,2.096,1.76,5.65,-1.35,-0.4789,1.81
Expansion,2013-08,-3.8813526045780478,-2.77354490587437,-1.592812961775525,-2.16,2.686657738273168,0.1682,-2.69,-1.7886,1.490669750266016,-0.2103,0.02,-2.71,0.66,0.5747,-0.06
Expansion,2013-09,5.493407425270869,7.377177907018617,9.161384392137983,-1.36,1.0683540042706774,-1.0177,-1.22,-0.7386,0.5130959229326715,2.4501,3.06,3.77,-0.58,-0.9744,2.63
Expansion,2013-10,3.9516707136920903,4.230303015663495,4.425356633155864,0.87,-0.9690443807809146,0.7823,1.25,1.1612,-0.8535882312605381,-1.6177,0.08,4.18,2.78,1.337,-1.48
Expansion,2013-11,3.0514093179642376,4.654204060600575,6.19420373091677,0.04,2.046608854227072,1.2051,0.32,0.0148,-1.3545048556799275,1.9293,0.44,3.13,0.14,1.5473,1.41
Expansion,2013-12,2.439332163660901,3.253303399212304,3.855521360369174,0.09,-1.65988433346983,-1.7385,-0.02,0.7392,1.180378507657753,-0.4381,0.02,2.81,-0.46,-0.1739,-0.45
Expansion,2014-01,-2.2941075738382333,-1.540578189425823,-0.7337975730037472,-1.42,-0.7548237129793245,0.3524,-2.07,-0.2918,4.384571704060258,0.3303,1.71,-3.32,-3.88,-2.3112,0.58
Expansion,2014-02,5.014957591074265,5.231750475740071,5.252178771835658,-0.45,1.8330052292456989,-0.0127,-0.31,-0.6297,3.6660443442292134,-0.3064,2.07,4.65,-0.23,-1.4762,0.14
Expansion,2014-03,2.250788723369057,1.8066939195365617,1.412959243595191,1.92,-0.4556502643202953,1.5414,4.93,2.7038,-0.9335185234682908,-0.1623,-3.29,0.43,2.13,1.7701,-1.09
Expansion,2014-04,-0.6694246918061197,-1.401557375685003,-2.1753975628937883,1.02,-2.7577599344360215,0.6944,1.17,0.8015,-1.2442643627830652,-4.6866,-3.89,-0.19,3.48,1.0756,-4.12
Expansion,2014-05,1.1198579014586318,1.6867494138556038,2.2339160436560146,-1.0,-1.046166377023161,0.5021,-0.13,-0.9378,0.8060095993946748,-2.0366,0.87,2.06,0.05,-0.6562,-1.89
Expansion,2014-06,4.062529005987536,4.742571609951218,5.378784582564422,-2.0,-1.247284864698861,0.2611,-0.7,-2.6584,1.5563528780669245,2.2426,0.69,2.61,-1.89,-2.5842,3.11
Expansion,2014-07,-4.280898940002786,-4.46240970357461,-4.836829488213523,0.52,1.456447189666421,1.2336,0.03,0.7158,0.0151635522683157,-3.5626,-0.12,-2.04,0.89,1.1954,-4.29
Expansion,2016-12,2.836241438517481,2.8971195544591457,3.1827793371461657,-0.23,-0.8448833695341662,0.8248,3.53,-0.2455,-2.038303997206792,0.6324,-0.26,1.82,1.22,1.5371,0.41
Expansion,2017-01,1.8569127077294478,3.074622823035207,4.019169027825615,-0.99,-1.4062758566547595,0.6337,-2.75,-2.0241,0.8289894506973816,-1.8672,-0.93,1.94,-0.49,-1.3102,-1.46
Expansion,2017-02,2.106975895732073,2.61975398468139,3.145476643626073,-1.83,2.709580972145531,2.4684,-1.67,-2.2401,-1.4848477983468331,-1.6698,-1.65,3.57,0.47,2.0078,-2.22
Expansion,2017-03,-0.2651793615432141,1.0776769783952889,2.0422637155050185,-0.94,1.0765571388801964,1.2334,-3.35,-1.2934,-0.7155993170037345,1.2536,-1.02,0.17,0.61,1.9001,0.74
Expansion,2017-04,0.2816687157227216,1.0814994499211028,1.851815890868841,-1.6,0.9593115765758276,1.6603,-2.13,-1.5686,-1.818996346705859,0.6004,0.48,1.09,1.9,1.0154,0.48
Expansion,2017-05,-0.9959782900823844,-0.4463932221431776,-0.21423486095030858,-1.79,1.5528985060290434,2.6916,-3.78,-1.559,-2.1276641043226463,-2.572,1.48,1.06,0.95,1.3157,-3.06
Expansion,2017-06,2.275830544067008,2.801288861423361,3.3414338503447483,0.0,1.2177956450249772,-1.8834,1.48,-0.5345,1.6804067324464045,3.0521,-0.09,0.78,-2.22,-1.3137,2.58
Expansion,2017-07,1.1581430437280693,1.3585384807703582,1.4732065035517528,-0.2,-2.444058941246574,1.0232,-0.31,-0.4273,-0.026577058839039,-1.1238,1.68,1.87,-0.64,1.5286,-1.69
Expansion,2017-08,-0.8472639928237312,0.4443792135626746,1.4773472581389846,-2.38,0.8078268236089814,1.5301,-2.09,-2.8801,-1.711882281192123,-1.456,3.26,0.16,0.14,0.3901,-1.82
Expansion,2017-09,5.090957752854454,5.842173654367046,6.237216346509412,1.69,1.5306873894594064,-1.7837,3.14,3.1398,2.2555731953046942,4.9094,-1.32,2.51,-1.47,0.4385,4.78
Expansion,2017-10,0.5926010362950941,1.5195322298588676,1.6471710390832628,-3.25,2.185440186820631,2.8967,0.2,-3.3035,-2.485879654228451,-1.3341,4.27,2.25,0.93,1.3832,-1.94
Expansion,2017-11,3.4234557339862937,3.720553614730684,4.21794486557582,-0.05,3.272055414987518,1.165,-0.03,-0.4945,1.9374339111594585,0.2127,-0.87,3.12,3.16,1.8841,-0.33
Expansion,2017-12,0.7908193798849118,0.8975680425606826,1.0444717819732563,1.69,0.4054477808437706,-1.0643,0.06,1.7408,5.735375728660563,-0.9107,-1.54,1.06,0.74,0.3386,-1.07
Expansion,2018-01,2.68211255613243,3.5109012008791884,4.25159162177303,-0.96,2.5510201013148492,2.5698,-1.29,-1.2905,-0.3279409218197582,-2.7667,4.05,5.57,-0.76,-1.2835,-3.18
Expansion,2018-02,-4.711394038640717,-3.906106090766138,-3.278790311792291,-2.37,2.621908550905272,4.466,-1.04,-1.6974,-2.085056728653767,0.183,3.58,-3.65,0.52,-0.7709,0.32
Expansion,2018-03,0.646806173186253,1.1557630591359047,1.806046571727703,0.01,0.3422405922591798,0.463,-0.21,-0.1097,-0.8692039927240658,2.8019,-1.13,-2.35,-0.46,0.1504,3.59
Expansion,2018-04,0.8877033859384499,0.9588521126701567,0.8108048859959706,1.3,-2.221203412456607,-0.8221,0.54,1.586,0.4548805289042112,0.2757,0.36,0.28,-2.42,-0.0324,0.93
Expansion,2018-05,3.854747593377257,5.55806728889446,7.558547333342676,-1.5,3.9233312490832177,2.3324,-3.2,-0.9636,2.3346745401595648,4.9641,3.89,2.65,-2.04,-1.7547,4.73
Expansion,2018-06,0.871945832676786,0.9060071800645565,1.4247197928065458,0.24,1.176351097994699,0.0872,-2.34,-0.3929,1.795420264185621,0.6134,-2.35,0.48,0.79,1.4065,0.8
Expansion,2018-07,3.0511867905881607,4.117696980990209,4.853372753967649,0.35,0.6807942739050832,1.4064,0.47,0.4681,-2.3483534476568924,-1.3017,-1.41,3.19,1.56,1.9791,-1.93
Expansion,2018-08,2.651609171885898,4.609193557408724,6.650964894253946,-2.7,5.211877281009136,4.167,-3.94,-2.4129,0.6736464969981704,1.5016,5.29,3.44,-0.31,0.3628,0.64
Expansion,2018-09,-1.4934914650933937,-1.249325575613197,-0.8432586945793795,1.29,-1.5954645376576315,0.9718,-1.7,1.45,-0.393585388127915,-3.1009,0.04,0.06,0.63,0.7193,-2.48
Expansion,2021-03,4.79739832260635,5.860339594407793,8.086862182939281,3.42,-4.558307390245053,-1.4957,7.39,4.6803,0.6462577675447445,-0.6519,-6.14,3.08,6.36,4.4253,-0.88
Expansion,2021-04,3.9563024322277096,4.80552814250077,6.422959423657049,-2.7,2.4620735924094195,2.1599,-0.95,-3.3593,-0.6020289122010247,-3.0234,1.16,4.93,2.44,2.2228,-3.16
Expansion,2021-05,3.1114968979337965,4.0345772521283685,6.060452547612827,3.04,-5.349119575646544,-1.5652,7.09,4.4315,2.7339751887156094,1.5281,0.88,0.29,2.45,2.5653,1.22
Downturn,1994-10,2.265213976306704,3.841960325020535,5.698856078492767,-0.68,5.2747556624840986,2.448,-1.62,0.1613,2.7644388227101357,-1.8201,1.49,1.34,0.23,0.3556,-2.3
Downturn,1994-11,-3.5669003036962375,-2.579841842369964,-2.5527845882784304,-0.5,5.069328683320351,1.4457,-0.7,-1.0042,0.8404963539789145,0.5354,-0.18,-4.04,0.42,1.3703,0.07
Downturn,1994-12,1.316885182155843,1.2214067075508388,1.262623904894396,0.38,-0.3192444968756369,3.7209,-0.13,1.2933,-3.640147651361691,1.1739,3.48,0.86,0.37,3.9844,0.0
Downturn,1995-01,2.455855137556438,3.994433069516366,5.018744223147185,-0.75,1.861110599851323,1.1177,2.57,-0.0027,0.0170557371322432,-2.4308,-1.81,1.8,0.17,-0.063,-3.06
Downturn,1995-02,3.2270511466989897,3.9624630985051206,5.454948592504438,-0.33,2.8423882400282707,1.2099,1.08,-0.8485,2.4127505509701885,-0.6967,-0.39,3.63,0.59,0.5097,-0.54
Downturn,1995-03,0.5380344381834705,0.8796867412668101,2.35812189281323,0.22,3.834714908188319,0.7805,-2.15,0.1685,2.1712374098660447,-1.2145,0.43,2.19,-0.17,1.2654,-0.51
Downturn,1995-04,1.128611780051743,2.3334135450779407,3.500093902344999,0.9,1.004048050387918,3.4497,1.71,0.0068,2.504627686726524,-0.0076,1.79,2.11,0.41,0.142,-0.22
Downturn,1995-05,3.215626769936793,4.305577851291272,4.728430582317429,0.04,-0.8499719897440805,1.4624,2.29,0.8586,2.214564845232503,-2.2038,-0.42,2.9,0.39,-1.0066,-2.19
Downturn,1995-06,1.1510536367225803,2.6122658313490295,5.109475632955666,-2.44,7.692012593753672,1.8099,-2.54,-1.7465,5.75648301549212,3.219,2.93,2.72,-0.33,2.1275,3.06
Downturn,1995-07,1.5794815282026147,2.4859038107288125,3.9877399287156337,-1.65,6.728637091865752,0.3138,-1.62,-2.5443,6.140070551729404,1.7624,2.56,3.72,0.3,0.9451,2.09
Downturn,1995-08,0.33612083057041153,1.0995494573841007,1.2906437573377765,1.62,2.262388257627612,1.2954,2.79,2.1996,1.079505853833207,2.3538,0.16,0.55,-1.24,0.1383,1.75
Downturn,1995-09,2.648109429943976,4.933718569795073,6.228100491969488,0.36,3.866701871611,3.123,-0.04,1.9328,-4.475997015030475,-0.7905,2.9,3.35,1.03,1.3917,-1.88
Downturn,1995-10,-2.1413280564569,-2.023386410931656,-2.7116675078235195,-0.05,5.436352296462554,4.4585,-0.5,0.7822,-5.939429477994973,-5.0247,4.16,-1.52,1.91,2.7798,-4.04
Downturn,1995-11,3.124821891444583,2.6877736890975594,3.136119159380322,1.12,-4.134244275908072,-1.2715,0.51,1.1261,-1.1071921427004194,-0.7575,-0.68,3.96,-0.62,-0.2398,-1.07
Downturn,1995-12,2.2399432235571295,1.9048015986799742,0.15551153333676226,3.1,-7.839359044980165,0.4029,0.22,3.1163,-7.59355070860771,0.6315,2.52,1.03,-1.37,0.2794,0.72
Downturn,1996-01,2.3805190299242187,2.8003721747575896,3.594490346055942,2.31,2.2269252888223345,1.4014,0.38,2.451,0.2435433558235056,-2.6865,0.54,2.26,0.18,-1.5087,-2.56
Downturn,1997-11,1.4754007649693492,2.8408714094208434,2.8533121094446403,1.84,0.8018174063508132,3.6732,1.2,2.8803,-4.80542760398992,-5.5217,0.33,2.98,2.81,1.4029,-5.11
Downturn,1997-12,2.265826123746409,3.511201293383173,3.3982239596877766,1.92,-1.7037150367385734,-2.3996,3.84,2.2364,-6.40105241695641,-2.2245,3.98,1.32,0.74,1.5724,-2.03
Downturn,1998-01,-0.15547496529813315,0.06780758499002876,0.26958021027600737,-0.73,5.152032582996791,2.5942,-1.63,-1.2061,4.00907923801701,-1.216,0.14,0.15,0.87,2.1884,-1.36
Downturn,1998-02,5.450742891495521,5.84515267643473,7.120163308881923,-2.54,3.4671032824787673,-0.2956,-0.85,-2.453,4.091251671337726,1.0586,-1.12,7.04,-0.31,1.1388,0.2
Downturn,1998-03,4.324417362862,4.082266541270531,3.0644765936042053,-0.37,3.2782596068660297,-1.0612,1.39,0.4996,-4.694382302083866,-0.3378,2.15,4.76,-0.26,-0.1759,-0.65
Downturn,1998-04,-1.1581606812459928,-0.5986939332847803,0.23742538234023652,-0.36,-1.336424401649039,2.2959,0.94,0.1834,4.4135465189546474,0.4968,0.74,0.73,-1.69,-0.1992,0.0
Downturn,1998-05,-2.376609917267824,-2.148707609507505,-2.9040959193342593,2.61,4.273999970746245,1.0564,3.44,2.2554,-8.363523948599349,-2.6343,1.82,-3.07,1.1,1.7795,-2.95
Downturn,1998-06,0.42023933826813503,2.081454784679181,2.4454394449632035,-2.97,7.233091834586891,0.4225,-1.96,-1.5159,-4.075763377245211,-3.2841,7.28,3.18,-0.26,3.159,-3.66
Downturn,1998-07,-5.735160602670907,-3.4534975740082903,-0.5039051056848206,0.45,6.4215935018733905,2.8077,-1.78,1.8848,-2.0050733147938704,-5.7045,3.69,-2.46,1.74,0.9703,-5.27
Downturn,1998-08,-10.01291769349573,-9.248726660890997,-11.512633872986136,5.91,-3.7699406145583536,6.7132,3.53,5.4604,-8.638626580189934,-6.1863,1.84,-16.08,3.37,3.0578,-5.17
Downturn,1998-09,6.114752008963003,7.818537390612151,11.207186946085304,-2.99,8.027025332123516,1.275,-3.42,-3.0812,4.3896849177258,-2.0592,-0.81,6.15,-1.88,-1.8265,-0.78
Downturn,1998-10,5.672260562101248,5.769221214249307,7.009990702988365,0.31,-3.4426361058514376,-0.5144,-2.23,-0.9612,4.938407322315452,-2.1688,-5.37,7.13,0.93,0.6389,-3.43
Downturn,1998-11,2.963270421564267,4.559331753901074,6.625749836386296,-1.18,10.293348142071812,1.2936,-3.25,-0.0254,4.05407687459125,0.8958,1.2,6.1,-0.86,1.3699,0.75
Downturn,1998-12,2.2957798686771085,4.83079923349832,8.347573342238192,-3.39,11.762436159829017,-2.2555,-4.19,-2.9332,6.320735042675452,-1.8735,8.92,6.16,-0.76,2.9291,-1.56
Downturn,1999-01,-2.3841039847090792,-0.26775644003761945,3.2397623233467345,-6.8,18.94826500480371,-1.0681,-4.6,-4.4699,8.212511069452532,-1.8912,3.03,3.5,-2.77,-3.2508,-0.75
Downturn,1999-02,-3.9540730122226417,-3.2808802604605334,-3.134376840810632,4.1,-3.554550362365494,0.0109,1.92,4.8135,-6.006471777896627,-4.2284,-0.1,-4.08,-1.23,0.016,-5.22
Downturn,1999-03,-1.2840947946322097,0.6533775457873563,3.433961603236743,-1.42,1.734250739323695,0.4002,-2.74,0.3158,2.6757078711187265,-5.5833,-1.27,3.45,-4.07,-0.6922,-4.23
Downturn,2000-05,-0.122794317276675,0.8399864260328798,0.34726123784963914,1.37,-8.649408958366989,3.7037,4.75,0.5085,-10.235055822845352,-4.595,-8.98,-4.42,4.13,0.0196,-3.81
Downturn,2000-06,-2.9399501412024405,-0.24831481427054458,4.201486396308285,-2.95,12.422230174840475,-1.8045,-8.42,-3.3905,5.913770426212528,10.2649,16.6,4.64,-8.31,-4.7546,9.92
Downturn,2000-07,3.256047634364148,4.517254571137844,4.599235280167138,2.94,-9.18841623559078,3.2749,8.31,2.2468,-0.9987702910281948,0.995,-0.05,-2.51,5.83,3.4292,-1.03
Downturn,2000-08,5.889234960881063,8.01763334851794,8.535105915275143,1.1,9.867643138821226,-1.098,-1.39,-0.7996,7.417307915948346,0.4492,5.73,7.03,-3.22,-2.082,-1.03
Downturn,2000-09,0.8190603938088008,3.154783903405211,1.5766586646201224,5.53,-8.281128936886816,0.7955,7.17,5.2247,-12.53467000772146,1.6354,1.97,-5.45,2.56,2.1026,0.19
Downturn,2000-10,2.5974017192984804,3.442672718726541,3.8089644216524214,3.8,-8.1002747292929,6.4705,5.71,2.9226,-4.909302378413438,-2.223,-4.48,-2.76,9.61,7.3215,-2.65
Downturn,2003-02,-1.043677034777234,-0.40092970703774367,0.03999240997000339,-0.62,3.151067725467094,1.3997,-1.39,-0.1272,2.74452708552686,-2.0245,1.17,-1.88,0.83,0.8778,-0.93
Downturn,2003-03,1.740655588816209,3.613045813790039,5.242956434868818,-0.77,-0.4241944420874333,-0.9347,-1.93,-0.1257,1.5334875567814654,1.4039,1.48,1.09,1.87,3.4092,0.65
Downturn,2003-04,9.589850350986685,10.416847767002169,11.123328687009215,1.06,-2.9758454519581035,-2.9391,1.14,1.0369,4.178851817744311,2.3547,-9.33,8.22,-4.68,-4.4513,1.02
Downturn,2003-05,9.64025084188639,13.798029528944944,18.750530689110956,2.91,-6.516850299290455,-1.6245,0.4,1.848,7.406366821655075,3.8174,-10.7,6.05,-7.0,-8.2331,4.81
Downturn,2004-08,-0.415989336772039,-0.2691416311569449,-0.3188036464705345,-1.47,0.4651060407667717,0.176,0.97,-1.1997,-4.988195688107555,-1.5163,-1.59,0.08,1.23,-1.2272,-1.13
Downturn,2004-09,2.6564879415567613,4.244854006284103,6.0197094665822,-1.88,1.3412537000629277,-1.6176,0.0,-2.2121,5.719343312207159,3.7951,5.49,1.6,-1.49,-0.2123,3.27
Downturn,2004-10,2.3573638629772566,3.5625770933511816,4.547483432460352,0.49,-1.4258613014083377,0.0033,-0.22,0.584,2.5956748576344335,-0.7841,-1.38,1.43,-0.52,-1.4399,0.19
Downturn,2004-11,6.224092860711844,7.7901461816554605,9.578550797715573,-0.22,0.0160962642630879,-1.6565,1.41,-0.4263,2.9263852353772712,4.4728,3.16,4.54,-0.58,-1.1342,4.11
Downturn,2004-12,3.7467522367681516,4.295480799819011,4.7266607286981,0.46,2.384365100634289,-1.1293,-0.22,0.3018,2.285947582358716,-0.0411,-2.87,3.43,-1.16,-0.8598,-0.05
Downturn,2005-01,-3.6562757005324253,-2.3308608577481027,-1.0302248047367855,-1.46,2.3638093509112057,1.2576,2.06,-0.4036,1.6522855968082562,-0.3941,3.05,-2.76,2.74,3.2457,-1.17
Downturn,2005-02,1.5308308271699869,2.7458712037573374,3.909828916603213,-0.05,-0.1672057561686202,0.6662,1.54,0.2917,4.184565352137337,0.1469,3.37,1.89,1.43,3.5726,-0.31
Downturn,2005-03,-2.322228068559163,-1.966335945995291,-1.8894283818667987,1.29,-1.688076021928997,1.8949,2.04,0.9394,-1.456238265294818,-1.7448,0.41,-1.97,0.47,0.535,-1.42
Downturn,2005-04,-3.2818835383959586,-3.24480707788375,-3.6765429415488557,-0.94,-1.0758673393317375,2.1604,0.07,-1.4563,-5.06218472638974,-4.4794,-0.69,-2.61,0.97,-1.1019,-3.98
Downturn,2005-05,5.044050252056049,6.600824975159987,8.34675639196833,0.3,3.080451590483557,0.4214,-0.64,-0.0579,5.181149515149297,2.9656,0.45,3.65,-1.0,0.9641,2.79
Downturn,2005-06,1.5534184967761901,2.573267018915223,3.4566000222678386,-0.51,-2.070924247253026,-0.4164,2.83,-0.1983,-0.9193714498125338,3.8096,2.05,0.57,0.96,-0.4264,3.28
Downturn,2005-07,5.5301906950592405,6.794069762800921,8.179282856445065,-0.82,2.2933191084364646,-0.4054,-0.79,-2.0714,5.4062329861360725,2.7333,0.06,3.92,-1.19,-0.2083,2.81
Downturn,2005-08,-2.0342131547367854,-0.6356063097245233,0.64771072224753,0.37,-0.2619021000079602,-0.6039,1.32,0.2355,0.508331987365751,-0.7913,2.08,-1.22,-2.05,-0.6848,-0.89
Downturn,2005-09,-0.16722557486720108,0.7989902421259423,1.7367394531739757,-0.6,-2.245806539556894,0.2637,0.71,-0.0266,0.8838114608613168,0.0044,3.43,0.49,0.27,0.8619,-0.34
Downturn,2005-10,-1.9668752063750925,-1.3873243656148468,-1.0082922488555877,-1.3,3.844101269850597,-0.5498,0.42,-0.3149,-0.2013130291140918,-0.5108,-1.39,-2.02,-0.93,1.1011,-1.45
Downturn,2005-11,4.0338280636875385,4.794321059356676,5.8100040990401,-1.14,1.8286946227555667,-0.6043,-1.16,-1.0482,5.316819918385796,1.2182,0.35,3.61,-0.76,0.7751,0.84
Downturn,2005-12,-0.6870165276904892,-0.12523130302596525,0.3573218381995516,0.23,-2.2947352395251253,1.093,0.2,0.8804,0.4908444424603475,-0.0336,0.77,-0.25,0.21,0.2287,-0.2
Downturn,2006-01,4.965927959858935,6.969197157577651,9.097963853370567,-0.46,-0.4278533524665118,0.8783,1.08,-0.6797,6.035676262179135,6.4413,2.53,3.04,-0.64,-0.2611,5.75
Downturn,2006-02,0.2928057392405384,0.43938013477949484,0.3007382571364639,1.91,-1.8730056070906944,-1.0257,-0.34,2.4381,-2.139361232704018,-0.395,-1.84,-0.3,-0.51,-0.9978,-0.42
Downturn,2006-03,2.4996776089539354,3.68883973136516,4.948884147193059,-0.41,3.996818245880674,-0.7877,0.6,-1.3435,3.6592130319900606,3.1221,1.26,1.46,0.06,0.7652,3.38
Downturn,2006-04,0.37829134650678087,1.7730730023625623,2.9171643482937486,0.01,-0.4023208570839154,-0.127,2.34,0.3427,1.483588612786968,-0.3055,0.64,0.73,1.8,0.826,-0.84
Downturn,2006-05,-4.029529670946388,-3.8707244854663734,-4.013264485187943,1.46,-4.336525946965464,-1.5898,2.41,1.3126,-6.203761656005602,-3.5327,-3.7,-3.57,1.15,-0.0785,-2.85
Downturn,2006-06,-0.402570069912522,0.6827273323646746,1.4511994365838725,-0.07,0.2950735823179728,0.6316,0.85,-0.3976,-1.080583576776084,-0.336,1.54,-0.35,1.32,1.0467,-0.24
Downturn,2006-07,-2.0410689008137135,-1.6146587538125474,-1.5329219332544493,0.9,-0.4351571770090268,3.2046,2.6,1.3479,-6.6474626192845605,-3.1594,-2.12,-0.78,1.63,0.5439,-3.63
Downturn,2010-05,-3.317654033514695,-2.5703440708057976,-1.2996824104548288,-0.21,3.706980065576926,1.741,-2.44,-0.4777,-1.3431175343461832,0.0538,-0.25,-7.89,1.3,2.7377,0.04
Downturn,2010-06,-0.2623960712835782,-0.4726599044872837,-0.9786899263138038,-1.55,2.2117660809627404,1.9119,-4.7,-2.491,-6.688612456299381,-2.3833,-2.76,-5.57,-0.16,1.3467,-2.47
Downturn,2010-07,3.5315817696661247,4.870670303874979,6.386549968992038,2.01,-1.337514961673869,0.3729,-0.31,1.2168,3.062305649135366,0.4861,1.88,6.93,0.24,-0.8604,0.12
Downturn,2010-08,-1.578164442836939,-1.0353436409139893,-0.7752189861662162,-1.59,-0.6573183055333498,-0.7079,-1.9,-1.7234,-1.3563786409446443,-3.6733,-0.06,-4.77,0.53,-0.5062,-3.15
Downturn,2010-09,4.475327382089088,5.307663116081151,6.875664252965063,0.38,2.2778722378049787,0.0709,-3.16,1.142,3.03370338760649,3.9594,1.41,9.54,-0.21,0.509,3.75
Downturn,2010-10,2.0878071105206555,3.1004353858708136,4.4361733779112225,-0.26,-1.011256106335534,0.4586,-2.43,-0.0223,0.8022130845797726,0.6988,1.58,3.88,1.19,0.6453,0.8
Downturn,2010-11,-0.7208187475695416,0.3422912986790416,1.9048421893014467,1.59,4.453287483662494,-0.6143,-0.96,1.8646,1.7126569885138387,3.6452,2.66,0.6,0.45,-0.0799,3.67
Downturn,2010-12,3.839096336262781,4.007293533643995,4.016766450258235,3.16,-1.6678603778314316,-2.2361,3.7,3.0162,1.7490465459892637,0.4526,-3.03,6.82,-3.44,-3.6797,1.03
Downturn,2011-01,-1.3723898955580915,-1.7580497396112904,-1.6748602273445778,0.83,-2.307353898604503,-1.3043,0.83,1.2925,1.5014783371205986,-1.9958,-0.29,1.99,-0.76,0.5331,-2.43
Downturn,2011-02,2.80940091574604,4.039283822696159,5.464223692160485,0.88,1.5326416006731014,-0.8408,1.27,1.442,0.2497402920564884,1.3851,1.99,3.49,-1.94,-1.648,1.65
Downturn,2011-03,1.1430167854098439,2.1950160172903734,3.4491653576356187,-0.03,1.007171850657418,0.3227,-1.83,-0.1315,-1.3035998437461838,1.852,3.4,0.46,1.76,-0.9575,2.62
Downturn,2011-04,3.6096359542532763,3.4729071014041546,3.8306832620989884,-0.8,1.5133656298165654,1.1108,-2.43,-0.9779,0.1714401058399373,-0.878,0.04,2.9,1.01,1.5871,-0.55
Downturn,2011-05,1.8251856193766791,1.8898132610213336,1.7599355427496466,-1.59,2.0606601715322137,1.3826,-2.12,-1.0351,-0.5451383399266319,-0.8588,-0.62,-1.27,2.08,0.1308,-0.63
Downturn,2011-06,-1.15892140374384,-0.19484955305614227,0.6289753789966657,-1.53,1.0754031769244057,1.0009,-0.42,-1.1515,-3.2854505825532287,0.4599,1.78,-1.75,2.49,2.8113,0.16
Downturn,2011-07,-2.125731754367055,-1.7757937227246057,-1.4786978271677187,-1.81,-0.5406173691861249,0.6584,-0.9,-2.0383,-0.4136818041497903,-1.7834,0.18,-2.35,2.68,0.7486,-1.2
Downturn,2011-08,0.5984183733013893,0.34813706810607914,-0.9693045145156243,-0.38,3.1898929501985807,2.7071,-2.36,-1.3168,-5.719378979962975,-3.7375,-0.28,-5.99,3.3,2.5889,-3.2
Downturn,2011-09,-1.858743842511168,-2.1431538668155725,-2.541157346649958,0.24,2.0258323884142504,4.899,-1.72,0.0766,-6.893897542508887,-4.7737,-2.42,-7.59,2.04,-0.7641,-3.66
Downturn,2011-10,4.956352229619276,6.718168507262123,9.245631888843286,-0.86,-0.4590175794900064,-1.7028,0.1,-0.5881,4.928222408349314,5.1842,-1.43,11.35,-2.16,2.1402,3.46
Downturn,2011-11,0.5376675569834344,1.060326744951623,1.9124212708979016,1.49,-0.9522165032723962,1.2225,-0.46,1.5253,-2.7408631710112763,-1.1385,3.84,-0.28,1.86,0.5804,-0.28
Downturn,2011-12,1.91087758311701,2.1195825082378494,2.271235846455122,2.52,-2.281163044431211,-0.5716,1.63,2.6695,-1.8451895265577445,0.1386,1.81,0.74,0.98,1.1493,-0.33
Downturn,2012-01,-0.23327802744352866,0.4569178570491994,1.5372107120122491,-1.43,0.8044620668467228,-1.3395,-0.97,-0.574,4.82165444856244,2.7798,-7.91,5.05,-2.01,-0.6313,2.06
Downturn,2012-02,1.2106886184683585,1.2817715496291626,0.9539749603900471,-0.01,0.0161861773008142,0.0238,0.43,0.0789,5.141574662549941,-0.6691,-0.29,4.42,-0.48,0.2919,-1.71
Downturn,2012-03,1.813917331339998,2.2467152365746257,2.525802308708447,0.74,4.29185929295306,1.8088,1.14,1.4304,-2.2804475260602697,0.7263,1.3,3.11,-0.54,1.6789,-0.47
Downturn,2012-04,0.3027100736626043,1.3337105645242486,2.0734701326945437,0.65,1.185618229743035,-0.3846,-0.78,0.8585,-2.295644550591558,-1.0996,3.75,-0.85,1.3,1.0202,-0.55
Downturn,2012-05,-1.1172633983739144,-1.0239268609257623,-1.409544920673912,2.31,1.0229220822441265,2.3605,-1.07,2.6809,-6.091821004037701,-0.8812,6.49,-6.19,2.08,1.6079,-0.12
