Phase,Year_Week,R1-RF,R2-RF,R3-RF,R4-RF,R5-RF,CMA,CRD,EG,HML,IA,LIQ,ME,MOM,Mkt-RF,RMW,ROE,SMB
Recovery,1991-31,0.6479002005907342,0.8209797019172127,1.0353154019304034,1.2415441134787653,1.413993939300684,-1.273663136668457,1.8605923587822204,0.0838,-1.432285790881782,-0.7549,2.536509264637554,0.0581,1.064126911962937,1.6986161227865004,0.2499477344768186,1.0655,-0.1826437073614073
Recovery,1991-32,0.3237828263981113,0.5079578158152076,0.6959387953953566,0.8632552290378293,1.0023777847391058,0.2600597175843155,4.602372953168321,-0.3182,-0.0202888497655595,0.4752,1.5906837260117657,0.2714,1.0745082794323402,0.1802750265808228,0.4798105640449579,1.1693,0.1639810825575072
Recovery,1991-33,0.4525879467460081,0.5484191172536512,0.6656790976929283,0.7812016904433339,0.9399921632128105,0.4493580877521275,2.8210704728440783,0.3944,0.6470474142698412,-0.0464,0.6809173975115934,0.8247,0.4186464628265884,-0.184889570861213,0.3198617649381008,0.8478,0.6101853980855276
Recovery,1991-34,0.6208852420394706,0.7066024924690328,0.8449817834454088,0.995493905556244,1.1508796573442837,-0.590721788733739,3.0247713820894084,-0.0908,-0.4900837170333405,0.0115,0.0594897367579116,-0.6113,0.7900628628504602,1.866327815311064,0.3999677703792059,-0.0046,-0.59099990967868
Recovery,1991-35,0.21968106282832525,0.21212665077006146,0.16321270037402694,0.07766171271137437,-0.01963717139508156,-0.0905747607417795,0.3609379900032294,-0.514,-0.6291341033267339,-0.2338,0.7481896251624542,0.4098,-0.031067569632992,0.497436290122355,-0.3500549305036626,-0.7695,0.9121453054742324
Recovery,1991-36,-0.4763444755039647,-0.4149120017055696,-0.3606485890112365,-0.3246695835130708,-0.29522653494260526,0.4905426565459558,-1.7283828764390274,0.6642,0.1800209432053057,0.0607,-0.7392932020619192,0.7207,-0.4698481221999895,-1.661263786006406,-0.8078323319487879,-0.3007,0.5309927830217553
Recovery,1991-37,-0.030301129541365726,0.1020178226643909,0.19083048305543754,0.2775947005750013,0.351605639369268,-0.5116136207156896,1.61257141843838,0.011,-0.5602868593095223,-0.7272,-0.4684056916764767,0.7337,0.6997824818547382,-1.263997290227048,-0.0305707753887052,-0.1828,0.9015216710201112
Recovery,1991-38,0.5056561274975335,0.671240177051935,0.8165670785790002,0.9648614922346699,1.1009745748238098,-0.0204018308531894,1.3629925909805385,-0.2785,-1.0655162284170403,-0.3328,1.4669966182685457,0.0475,1.7198543992698712,1.2959760481510596,-0.3498847906145519,-0.1004,0.1068982404600626
Recovery,1991-39,0.7874268534948659,1.0817234090008565,1.421054223029472,1.7375362817984463,2.0369800732121135,0.1292306223885653,-3.0044636052672047,-0.1854,0.3497257280959953,0.3197,-1.539972024853009,0.3201,-0.4500571546883103,-0.4414657793059495,-0.4994766060229083,0.1661,-0.1008115740392057
Recovery,1991-40,0.20735165693703822,0.405904754113573,0.6723862959439275,0.9068944168554527,1.1115679839387882,0.1092759960306999,-2.954337954405029,0.1806,-0.0227451641975906,0.4447,-0.2393533858138452,0.4285,0.0984365533498676,-1.0430211138897527,-0.3601711003604291,-0.0375,0.5301525240161808
Recovery,1991-41,-0.3352744441960098,-0.3567371189785895,-0.3884448293674292,-0.400255014601858,-0.4032640713891422,-0.1699699080601635,0.3242802446640658,1.2524,0.0591991635194855,-0.1937,0.8669891396274831,-0.8113,-0.1910480499711098,-0.2687062847976373,0.6108359231123295,-0.4804,-0.4533515149252598
Recovery,1991-42,1.520913117137801,1.723434394829071,1.9366195901674876,2.1289900996355193,2.295792163463184,-0.4300990985957709,2.646022062215958,0.0265,-0.2601204528682732,-0.4081,3.2714840576734794,0.2924,2.296349688292021,2.996634360221684,-0.8377742539854571,-0.2356,0.4270924871778936
Recovery,1991-43,0.39775456219832694,0.3549652409938764,0.20399567316649048,0.03254601983579963,-0.11857020907222182,0.6207508236634629,-0.5849995499460747,1.1636,0.21845813491701,1.0614,-2.378167983373769,0.4169,-1.2850742975183185,-2.1725487990038372,-0.6785313163405138,0.4275,0.287575448052535
Recovery,1991-44,0.6934204328697513,0.7949291355235477,0.9567706793579989,1.1261131516495881,1.3123340412918738,0.0784619067718983,3.519661764950932,0.4167,-0.7690378646744489,0.6955,3.731901821851724,0.2529,1.8213153268409552,2.060546703502464,-0.3805951773905636,0.3911,0.3047770128453919
Recovery,2001-40,0.8688668117043497,1.20287616846253,1.4582071232254856,1.7037476429457188,1.95683703091174,-3.033438306476266,1.1667921663636172,-0.4006,-3.3475661859227457,-3.0581,7.898344387169476,-0.8447,-2.8582658836194152,2.9285726879387353,-1.4141493954410889,-1.4195,-0.025805233778775
Recovery,2001-41,0.014479837767944502,0.44832378942643025,0.830925242775371,1.1382237072734114,1.384771293508802,-2.7217831236596046,4.703139418722024,-1.6559,-0.580759394954089,-2.555,7.471684029801162,0.4213,-4.9922113416331015,2.1751852837333496,-3.356743228674941,-3.3319,0.6099248405541546
Recovery,2001-42,0.28211072243684576,0.3752901905528905,0.5062876439467567,0.6170220274888116,0.7462274365552801,1.365561109569824,0.2384754401953293,1.3101,-1.769987945978213,2.0226,-1.961499769267616,1.1836,1.2590558568907229,-1.5359600253929573,1.732670742667497,1.5162,1.711095993081968
Recovery,2001-43,0.5601671422244658,0.85055021444147,1.116193844122848,1.2865188365052793,1.4785034407621023,-1.13817285050416,3.0605563078289766,-1.286,-2.8620905834639165,-0.8278,4.988321145768682,0.5939,-2.9489723677885715,2.9286149136224404,-0.7533612622681041,-2.347,0.4785074038291315
Recovery,2001-44,0.9435023187889026,1.2201568808414054,1.5141289101178401,1.6662876546018612,1.8853603209714853,1.1561665106492036,0.6053118293812165,2.1989,0.9774333636503928,1.2832,-1.3427816993598185,0.5207,1.2979203233261627,-1.6810258972226988,1.3029626512744752,0.0662,0.8982937950813952
Recovery,2001-45,0.3095726085505125,0.7695803071346542,1.238656832535323,1.6974800744676166,2.164451940070933,-1.7895915428829734,0.4775585986654507,-1.1092,-0.2113655335445718,-1.991,2.5654508074727245,-1.6427,-4.115003294440756,2.7875746172306703,-0.8420671740410834,-1.8106,-1.552291255088989
Recovery,2001-46,1.0424185464135594,1.3731346210725137,1.7048033638598525,1.972541171689457,2.2048894724910673,-0.6529503465332764,-1.4215352257565206,-2.2812,2.151338752863108,0.1952,1.7157833724387397,-0.214,-3.4628053722283503,1.8794426242669804,-2.408082186884686,-4.1343,0.4318745821753511
Recovery,2001-47,0.4991467271995287,0.4840514163853227,0.5335027507735957,0.5692988743798866,0.6230967125853359,0.4492923984687591,1.0807055868640836,-0.3642,-0.4993919200998342,0.4316,0.5688026055437057,0.9878,-0.256277432857066,1.027516380672,0.2946311025679993,0.4182,0.691546243025476
Recovery,2001-48,0.06631703126496201,0.3031868522025195,0.5230958116598795,0.674742236502124,0.8332391352818159,0.5206260748516378,2.042824217721506,0.1305,0.7679676552255321,0.4416,2.197015003808267,1.0401,0.4723909715642627,-0.6248303263314381,-1.203784948259401,-1.3296,1.454499435026757
Recovery,2001-49,1.0358764595502556,1.4133307146364071,1.7954309343557906,2.2805732988520067,2.7496906392545872,-1.633971922258548,1.299665113961046,-0.5746,0.1659170282084954,-1.2207,3.449694464541686,2.0064,-1.3982305259842345,2.0067813390694633,-1.160816235422124,-2.2651,1.8608649656518097
Recovery,2001-50,-0.5210557233139568,-0.2978456571815502,-0.12266858249068147,0.0712859430546775,0.20800609317930263,1.5543119410518005,0.6068180331517903,0.4597,0.0082714877707834,0.9643,-2.370846252880976,1.2802,2.408194684121834,-2.862117491946037,1.396586192306426,1.318,1.7213471355647547
Recovery,2001-51,1.4244829659534997,1.7148082656905927,1.9525684184924064,2.187169218753926,2.399773228823854,0.4150249422596008,-0.2034253391605789,-0.3411,0.2296240894915424,0.6103,-1.051052565411814,0.8653,-0.4331306783618371,1.9631468966954555,1.458087989042589,2.406,0.5152437293498568
Recovery,2001-52,1.4249014742451882,1.618464379514406,1.7997287974980791,1.9274006955693146,2.0398244403885712,-1.2947061894601597,-0.4433462647888686,-1.445,-0.4701345379887978,-1.2947,1.5445434100979316,0.4955,-1.325895800165766,1.628664813628955,-1.265710487167182,-0.9821,0.5095045691017708
Recovery,2002-02,0.4059173418652806,0.6209222811739856,0.7656907743709418,0.8523745903467495,0.947551150711412,0.6104562574202888,-1.2997036068967405,0.8859,1.4661072276986653,0.1008,-2.241502502267678,1.107,1.3165098472744274,-2.144171934908756,0.2395356716991648,0.8378,0.8761590318582035
Recovery,2002-03,0.6688326169543846,0.828542468835658,0.9827125551801652,1.0877303832791174,1.1615237947315782,2.0020951765363337,0.773184243866365,1.7729,0.9480019791790584,1.5273,-3.27324350964312,-0.1051,3.0314768008904647,-1.8335678320736903,2.8594996196538824,3.5475,-0.978969099641558
Recovery,2002-04,0.3239437917875732,0.3777157085337102,0.4303130034959413,0.5127243255851789,0.5717712256685604,0.8855083036532152,-1.1693430256983215,-0.1719,0.4600535853823695,0.7707,2.390012321482904,-0.2416,0.1378066113192355,0.5934108543728112,0.6009032637252831,0.0083,0.0876492226520087
Recovery,2002-05,1.308861989264276,1.5883427891521196,1.804957382577399,1.9300113914759276,1.983768998991442,0.771389668082012,1.2540104453327316,1.8112,0.104520020416654,1.0451,-0.5395379152613566,0.493,2.5230277924944033,-0.8462642233381001,1.7809024566384224,0.6889,1.2479979226745377
Recovery,2002-06,0.11097572112164222,0.27547726090657587,0.5262430713507849,0.6357362051961024,0.7852454365029349,1.582230717590738,2.8853394757749395,1.4983,0.8370322367018845,1.1705,-4.419743049952396,-0.5884,2.5461922063180875,-2.33779898927603,2.3305848599910695,1.4383,-0.7331564457386364
Recovery,2002-07,1.086645912133788,1.282987124456647,1.5768156864514493,1.8669221508867961,2.1771193929889465,0.8772404940871947,2.376084076647733,1.1138,-1.0867728084527073,0.3794,-0.011788089532394,-0.1212,0.8362412357540316,0.6615429217248447,1.7280564761170902,1.427,0.4218919359120665
Recovery,2002-08,0.36097886442323374,0.4627226972010457,0.5643624415781591,0.662785307845959,0.7558685177827985,2.5498410002145144,-0.2197253235171059,0.7845,1.3758475837678974,2.5425,-4.71346681977185,0.2213,2.1403079746212805,-1.4122338431719728,2.969672128633971,2.5553,0.4091655367750579
Recovery,2002-09,1.1307092457242707,1.4304924635089256,1.741955029347042,2.100543377951425,2.4695433322095672,-0.9140814845740032,-0.7816183336049609,0.2737,1.1425712414029787,-0.6686,3.519329437337726,-0.9305,-1.080108407502922,3.7916308706863022,0.6467836880665212,-1.2043,-1.380457482911568
Recovery,2002-10,1.368379732242997,1.5702839830685766,1.7329220060335437,1.9833553766290368,2.2856135614188977,-1.899544660719976,-4.1548422530024105,-1.8976,0.1894504653969564,-1.5655,6.113987165032464,1.4601,-4.047235322849707,3.144583050680083,-2.9784582814824434,-4.2592,1.0814300268065846
Recovery,2002-11,0.8752577088687374,1.0736690574591146,1.1856578939513307,1.3238816615587456,1.4735290845121263,1.5059761002511165,0.0033881444064576,-0.1043,-0.0108393489279712,1.379,-2.6884221929131313,0.5009,1.7647939522295264,0.0994801182776505,1.2507651585814683,0.4519,0.343597323341549
Recovery,2002-12,0.9255827114309945,1.0582189903025174,1.3076362863832847,1.6103123695079269,1.8986307806322156,1.0300085851996157,0.7904468218016714,0.4251,0.5285952516285164,0.922,-0.5295688803408027,2.3741,1.4726815486963307,-1.1862528150963447,-0.3820930146155699,0.6562,2.104158224827146
Recovery,2002-13,0.9769164771383122,1.3139357477774283,1.6432522726411936,1.9034363667057574,2.1497621554019464,0.7700815354350299,-0.4096118203890997,0.635,0.5985964866176197,0.9295,-0.4459302317921687,0.9174,0.8795770575999784,-0.0243317762649963,0.8150292394784042,-0.4176,1.0427384633407977
Recovery,2002-14,0.7297124362102725,0.7893828085558718,0.7722058039296265,0.7023564719418562,0.6154688893153404,1.3941022592493413,0.6879075771550891,1.1636,1.8515797114023735,0.8217,-3.752661182270866,1.4412,1.8700399903243128,-2.1462083512628904,1.8660747402711175,2.3629,0.6806479616609407
Recovery,2002-15,1.9542472487774631,2.2331314459352214,2.525477774159879,2.888950343031005,3.2479361912429505,2.018579661479314,1.5148203801820026,0.1308,1.3535076607670726,2.211,-1.982617654172114,4.1086,2.653987272589653,-0.5161650614885049,0.8439185548316575,1.3572,3.7745012116583654
Recovery,2002-16,0.2578610290886463,0.7234465937356882,1.166555440324668,1.4508900278180192,1.7322624391793218,-0.5540888969863045,0.0850116536063927,0.4632,0.6164300696773095,-0.6698,3.021851747150861,-0.4927,-1.5863169805033106,1.2600472815046615,-0.873543777502972,-1.3569,-0.2030528182544011
Recovery,2002-17,-0.06474555255459036,0.37203917654067276,0.6834526933414242,0.9577089324560362,1.1506041390744404,2.258969739666461,1.0116737334726178,1.7768,0.5570944249324361,1.6763,-5.052787835175366,1.4992,4.663187339873898,-4.136994143745143,3.032244363447867,3.3563,1.3865196556540615
Recovery,2002-18,0.4526686541144853,0.5380039118322077,0.5737002031857674,0.6428720622370765,0.6636173328770312,2.3483992422278943,-0.9185953126109035,0.372,1.2098841802550495,2.2637,-3.2263003917249455,2.2721,2.979544287230662,-0.1285381804413066,1.5189829778775366,1.4755,1.9762007232676515
Recovery,2009-14,-0.2728315202055298,-0.23988009539013253,-0.18916525298419137,-0.12955382581328886,-0.06803135161794757,-0.4728677802268155,-2.035215127178125,0.8772,0.8795919450200529,-0.6341,4.929311599496389,2.1493,-5.114233914977251,3.484641746275896,0.9463158610868884,-1.85,2.844254995334672
Recovery,2009-15,0.150753011990501,0.27847294820153584,0.4103530724476557,0.562812504395449,0.710301148113035,0.0681280515065774,-1.0278575152350755,0.0535,3.648296817484109,0.92,4.085772387611675,1.603,-7.391179426915584,1.7381917172028638,0.5000734250000027,-2.0042,0.9711213423322372
Recovery,2009-16,1.1933992747374722,1.3349422706663505,1.4852422578554014,1.6305017464422367,1.7673260630056253,0.8108648400525498,-1.2220858822530989,-0.9115,2.0274084875300247,1.0369,4.329950206219135,1.6963,-7.953815670877019,1.5693138525068928,-0.4550446558690635,-3.3756,1.5256346184640224
Recovery,2009-17,-1.9489718579521642,-1.9333132285541899,-1.9001283016433779,-1.9106533195439868,-1.9341161412586572,-0.0821694615336432,0.3580843395496247,0.7527,-2.2392424530962907,0.602,3.3298120740469006,0.8999,-3.1363778328930447,-0.4482366656026082,1.747761002224113,-1.5097,1.206660165677076
Recovery,2009-18,1.808127143381144,1.8325004436908987,1.8777579758490148,1.9401303033255157,2.0071480153535326,-0.1800978523443297,-2.845118791257628,-1.1306,-1.2885446521427202,-0.5018,-1.6634796886948688,0.2927,-3.7875652616993105,1.6389236331692203,-0.6536356582996561,-1.0609,0.3958178675105062
Recovery,2009-19,3.4752470326982365,4.249268350558766,5.026327388596119,5.838598184926891,6.671947728888594,-1.4614993063740478,-8.965943001208142,-2.8373,7.871958217179076,-1.3525,7.510282388500222,-0.0089,-13.877827730246818,5.647275487624848,-0.244839625651394,-4.0481,-1.0897518711931786
Recovery,2009-20,-1.2041811961138293,-1.251908719758632,-1.3368296437650362,-1.4970235205000404,-1.669846325583546,0.4888691552431101,6.748828912092031,2.3056,-5.594587139613438,0.4739,-5.356184029736588,-0.8441,9.359472146053928,-5.081817304643044,0.1886166902370867,4.6979,-1.4497565076731278
Recovery,2009-21,0.355993644233199,0.4255850052512278,0.4864018647041668,0.5358448036093977,0.5905672487102498,-0.1112379689632625,-1.6724977481322512,-0.5555,-0.6884682363954342,-0.0045,1.8853247160977027,-0.2297,-3.4946784743075443,0.7089626694249285,-0.9074020953304008,-1.4817,-0.094469212871695
Recovery,2009-22,1.2501036395217158,1.2192773804394985,1.2120111846787962,1.2208255301176418,1.2324594498874353,-0.7782097627324069,-0.4241831651284999,0.2249,-0.2412993097674953,-0.9887,1.6709995714398571,0.6267,-2.341857369015987,3.704151159548008,-0.1003267375353944,-2.0145,1.0619064601279815
Recovery,2009-23,1.6220841951457121,1.5565953182675285,1.5091970041499758,1.4695591380166517,1.4352426714826283,-0.6596837780132869,-0.6578007112953088,0.1739,-1.1990445381355963,-0.5705,-1.9937790804952948,3.3751,-1.2636216131193034,2.5893625996719294,0.3465725502517225,-1.3765,3.3695623117320217
Recovery,2009-24,1.5084540896169285,1.779651897662804,2.0250407029094752,2.339968655582103,2.6439601703809545,-0.0307849874671917,-1.6279019380575632,0.305,0.2164758462406713,-0.1374,0.0439013566281509,-1.248,-2.336916270809075,0.5977881684739339,-1.068531602794398,-1.8696,-1.1971345821317536
Recovery,2009-25,0.07899904453902984,-0.030620369750145038,-0.09785861564334253,-0.15459759526710304,-0.20200039518218915,-0.060901064729657,2.31531253948003,1.4194,-1.1309753207222828,-0.0712,-2.4467934305851147,1.2233,6.0169914520614265,-2.7038444843689335,-0.0213292380215501,3.709,0.0944817575416534
Recovery,2009-26,0.7933209611860947,0.8215339551044476,0.8126232087824148,0.7801425850105348,0.7230692551611684,0.1473597185983832,0.4303406920512787,0.3368,-0.62184475715239,0.6012,-1.9483868923986791,0.8967,1.7764383366151382,-0.0547990189797342,-0.7112526955752152,0.2383,0.8508486515802272
Recovery,2009-27,-0.7040041288349785,-0.6216304007672258,-0.519131441264753,-0.39869580154996415,-0.27643864050174155,0.5488079433338733,-0.7317002343709467,0.9171,-0.744227818688803,0.7922,-1.0048363199195998,-0.1821,1.110371363658813,-2.293422939827905,0.7010836031101642,0.7061,-0.1887003059049985
Recovery,2009-28,-1.0530454098719777,-0.6597355266944716,-0.29476120667975003,0.06473261587427451,0.41144992630564037,-0.669981430173916,1.380572817122072,0.9606,-1.5186021322390109,0.0822,-2.6761784617083784,-0.8158,3.409903425525296,-2.1567007530985616,0.6348154385035665,1.4731,-1.293662473568602
Recovery,2009-29,2.7185888455440566,2.8414971483895712,2.9756580206095506,3.106263558370581,3.2212992167200083,1.083303566448679,-0.1234988143959281,0.2375,3.5441552159216405,1.1057,3.263689763390043,0.766,-3.005116336660729,7.0485939163860145,-0.2013546916040498,-2.5206,0.798385232629828
Recovery,2009-30,2.717279931860017,2.9387416541638567,3.1815043857686964,3.427906051404306,3.6911614666169656,1.7299377893673196,-3.282111127101306,-1.4148,0.9846403004992066,0.2479,2.3703468679669992,0.4132,-3.913517137569633,4.387625215227153,0.3070549312506943,-3.4411,1.4926359891902496
Recovery,2009-31,0.03777733742285075,0.20479830144417568,0.36565182725971646,0.5403995190329969,0.7095687681795804,0.469864716387236,-1.9000133567250277,-1.3974,2.565823513697274,0.3919,2.1603047053954105,1.0473,-3.0138566752820894,0.9249028830490946,-1.6906265329289072,-1.0563,0.7206558861947876
Recovery,2009-32,-0.19360606404347222,-0.17173307960336445,-0.07390253000230104,0.11866337113601858,0.29824136289502423,1.336288149583753,-5.673741891751738,-2.1123,5.560483770504221,1.1649,8.331077665893227,0.3112,-6.471859206340147,2.4737997708869752,-1.962253491079935,-2.1031,0.0332287026900912
Recovery,2009-33,0.19458206952260862,0.2296862553467172,0.2545947097181367,0.22281493853884007,0.19321895358177524,0.0696719315032901,-1.221183175184315,0.549,0.425835116839246,0.0046,-0.9384113484792732,-0.2641,-1.1241534899360195,-0.6211031732496153,-0.2080326171366664,0.0013,-0.5595137433032416
Recovery,2009-34,1.5326080320545055,1.7861210517369663,2.0523695013781262,2.335345509720943,2.5788635545074934,0.4904884664879594,-1.368052907552619,-0.0936,0.624012870060775,0.1321,-0.3956467959219223,1.1409,-0.6503196664683353,2.1620728953930746,0.0772885641079579,-0.1628,1.092213261983899
Recovery,2009-35,-0.15776441832514584,-0.09171506504900281,0.005598389274785757,0.061456076108701324,0.1160073373451809,1.5791466542450785,-0.7752375524775368,-0.1035,1.5561001598929811,0.9187,1.9936183701056764,0.0208,-1.5933360273739816,0.1893732948461401,-0.5212497513296555,-0.7521,-0.0113061029274552
Recovery,2009-36,-0.010130153649467958,-0.02730096636532892,-0.045771683708550844,-0.06735372579901305,-0.07596097289446208,-0.1314267834761406,1.2901910907852754,-0.0293,-2.001909471801433,-0.094,-2.045332677855538,-0.4574,1.2846243808548374,-1.084442516080231,0.7351292059676773,0.3251,-0.2618101925556226
Recovery,2009-37,1.1633227063431173,1.3275443698657963,1.5321845749083352,1.761907638896698,1.9946975810892331,0.3904631725130114,-1.9080641682051147,-1.3737,1.6060659313087866,-0.5741,3.782611506006228,1.3637,-2.68323626773721,2.7843423064639827,0.1588783572727958,-2.3582,1.769181322056923
Recovery,2009-38,1.6232243826677761,1.7195387754197045,1.792560643812502,1.840982742742403,1.8999227677998443,0.1792647604736075,-1.7337554049679071,-1.6604,2.058466519130109,-0.1707,2.373369228328981,1.4972,-3.329327669569049,2.5872291178536067,-0.7595201779730942,-1.696,1.4975233976508129
Recovery,2009-39,-0.5066411102085833,-0.35056143280104424,-0.2263027322563449,-0.09274866794772851,0.03946085704109592,-0.360226159137611,1.118647095228531,0.851,-1.9089474633921633,-0.1598,-2.559556568274124,-0.4944,1.0791891996627,-2.3083304832050455,0.4283568950889327,1.3336,-0.7705179468713741
Recovery,2009-40,-0.13234632590790607,-0.1603834670537152,-0.16622871563468644,-0.2003266683306526,-0.23691039986937223,-0.0608701930372546,1.1336960568501864,0.4701,-0.6960832635215075,-0.0263,-1.8514706600809896,-0.683,1.1322394897373744,-1.8851187141274872,0.8888048234929613,1.8681,-1.1798659558198032
Recovery,2009-41,2.416295846461214,2.5413759458840834,2.6653899685879834,2.817925490119566,2.968454138517651,0.1691860681124701,-0.2580609424679636,-0.1347,2.809635087185458,0.1306,2.0116437846376067,1.2732,-0.1613168957775634,4.73132350645824,0.1151598713412527,-1.9594,1.4761949317631196
Recovery,2009-42,1.4848013628806056,1.528034191740213,1.469025981075034,1.4290556328255377,1.3782458934541886,-0.1715436974791817,-0.4509291511338942,-0.1671,-0.3955855911086048,-0.2518,-0.0238897450763886,-0.8289,0.1494181673699968,1.3898959864097726,0.9868183151803712,0.0591,-0.709334247571336
Recovery,2009-43,-0.7173668081199014,-0.720292599942618,-0.7351527728925222,-0.7059606212166503,-0.7054274715817876,-1.031325411776618,3.1134749048263632,1.0224,-1.4793183612068272,-0.3368,0.1370032568525525,-1.1843,0.5990047467329562,-0.8699672081314835,1.5961142843227138,1.6335,-1.6927601617122257
Recovery,2009-44,-1.5087079265498904,-1.5081750291421114,-1.5573602207878734,-1.6206998745972756,-1.7108974920851838,-0.2310887928528626,2.227227190943637,1.5526,-3.5580185702498546,0.1863,-3.2462388250832697,-2.9989,-2.2424884334921846,-4.46335625591373,0.9971085514808742,2.2903,-2.9149662479971306
