Year_Month,Mkt-RF,SMB,HML,RMW,CMA,RF,MOM
1990-12,    2.46,    0.67,   -1.70,    2.73,   -1.89,    0.60,   0.29
1991-01,    4.69,    3.91,   -1.60,    1.28,   -3.99,    0.52,  -6.45
1991-02,    7.19,    3.94,   -0.58,   -0.20,   -0.33,    0.48,  -4.61
1991-03,    2.65,    3.83,   -1.39,   -0.53,   -1.06,    0.44,   2.87
1991-04,   -0.28,    0.31,    1.50,    0.62,    0.74,    0.53,  -2.36
1991-05,    3.65,    0.14,   -0.52,    2.00,   -2.43,    0.47,  -0.11
1991-06,   -4.94,    0.24,    1.15,    1.79,    0.65,    0.42,   0.47
1991-07,    4.24,   -0.96,   -1.32,    1.60,   -1.36,    0.49,   4.32
1991-08,    2.32,    1.40,   -0.78,    0.84,   -0.34,    0.46,   1.57
1991-09,   -1.59,    1.56,   -1.08,   -1.82,    0.08,    0.46,   1.79
1991-10,    1.29,    0.91,   -0.47,   -1.70,   -0.23,    0.42,   3.06
1991-11,   -4.19,   -0.83,   -1.89,    1.11,    0.01,    0.39,   1.14
1991-12,   10.84,   -2.40,   -4.17,    3.55,   -3.12,    0.38,   8.19
1992-01,   -0.59,    9.18,    4.71,   -1.32,    3.20,    0.34,  -2.49
1992-02,    1.09,    1.33,    6.47,    0.08,    2.19,    0.28,  -0.53
1992-03,   -2.66,   -0.93,    3.56,   -0.01,    1.95,    0.34,  -0.29
1992-04,    1.07,   -5.70,    4.34,    1.69,    2.23,    0.32,  -2.58
1992-05,    0.30,    0.21,    1.19,   -0.95,    0.48,    0.28,   0.21
1992-06,   -2.34,   -2.73,    3.24,   -0.05,    1.01,    0.32,  -0.58
1992-07,    3.77,   -0.62,   -0.56,    1.30,   -0.91,    0.31,   1.56
1992-08,   -2.38,   -0.42,   -1.10,    3.72,   -1.65,    0.26,  -0.51
1992-09,    1.19,    0.48,   -0.26,    1.64,   -0.59,    0.26,   1.49
1992-10,    1.02,    2.07,   -1.98,    1.24,   -0.79,    0.23,   2.48
1992-11,    4.13,    3.94,   -1.35,   -0.68,   -1.59,    0.23,  -0.15
1992-12,    1.53,    1.68,    2.62,   -0.48,    0.84,    0.28,   4.31
1993-01,    0.93,    1.93,    5.94,   -1.84,    2.91,    0.23,   4.83
1993-02,    0.12,   -3.45,    6.42,   -0.42,    4.13,    0.22,   3.14
1993-03,    2.30,    0.09,    1.18,   -0.15,    0.90,    0.25,   3.73
1993-04,   -3.05,   -0.85,    2.49,   -3.61,    1.38,    0.24,   0.38
1993-05,    2.89,    1.90,   -3.42,   -0.12,   -1.04,    0.22,   0.22
1993-06,    0.31,    0.13,    2.75,   -0.92,    1.21,    0.25,   4.55
1993-07,   -0.34,    0.95,    2.85,   -1.87,    2.06,    0.24,   3.16
1993-08,    3.71,    0.10,    0.13,   -1.54,   -0.04,    0.25,   2.65
1993-09,   -0.12,    2.98,   -0.31,    0.24,   -0.16,    0.26,   3.37
1993-10,    1.41,    1.89,   -2.76,    0.57,    0.60,    0.22,  -2.72
1993-11,   -1.89,   -1.27,   -0.74,    2.23,   -0.94,    0.25,  -4.74
1993-12,    1.65,    1.40,    0.32,    1.16,   -0.34,    0.23,   2.36
1994-01,    2.87,   -0.06,    1.15,   -1.66,    1.43,    0.25,   0.00
1994-02,   -2.55,    2.67,   -1.54,    2.14,   -1.00,    0.21,  -0.30
1994-03,   -4.78,   -1.04,    1.60,    0.69,    1.28,    0.27,  -1.27
1994-04,    0.68,   -1.01,    1.66,    1.07,    1.11,    0.27,   0.39
1994-05,    0.58,   -2.56,    0.67,    0.60,    0.68,    0.31,  -2.19
1994-06,   -3.03,   -0.50,    1.67,    1.21,    1.47,    0.31,  -0.87
1994-07,    2.82,   -1.85,    0.58,   -0.65,    0.14,    0.28,   0.18
1994-08,    4.01,    1.37,   -2.51,    0.95,   -1.47,    0.37,   1.55
1994-09,   -2.31,    2.80,   -1.89,    0.52,    0.93,    0.37,   1.31
1994-10,    1.34,   -2.30,   -1.62,    0.23,   -0.68,    0.38,   1.49
1994-11,   -4.04,    0.07,   -0.70,    0.42,   -0.50,    0.37,  -0.18
1994-12,    0.86,    0.00,   -0.13,    0.37,    0.38,    0.44,   3.48
1995-01,    1.80,   -3.06,    2.57,    0.17,   -0.75,    0.42,  -1.81
1995-02,    3.63,   -0.54,    1.08,    0.59,   -0.33,    0.40,  -0.39
1995-03,    2.19,   -0.51,   -2.15,   -0.17,    0.22,    0.46,   0.43
1995-04,    2.11,   -0.22,    1.71,    0.41,    0.90,    0.44,   1.79
1995-05,    2.90,   -2.19,    2.29,    0.39,    0.04,    0.54,  -0.42
1995-06,    2.72,    3.06,   -2.54,   -0.33,   -2.44,    0.47,   2.93
1995-07,    3.72,    2.09,   -1.62,    0.30,   -1.65,    0.45,   2.56
1995-08,    0.55,    1.75,    2.79,   -1.24,    1.62,    0.47,   0.16
1995-09,    3.35,   -1.88,   -0.04,    1.03,    0.36,    0.43,   2.90
1995-10,   -1.52,   -4.04,   -0.50,    1.91,   -0.05,    0.47,   4.16
1995-11,    3.96,   -1.07,    0.51,   -0.62,    1.12,    0.42,  -0.68
1995-12,    1.03,    0.72,    0.22,   -1.37,    3.10,    0.49,   2.52
1996-01,    2.26,   -2.56,    0.38,    0.18,    2.31,    0.43,   0.54
1996-02,    1.33,    1.77,   -1.08,    0.24,   -1.90,    0.39,   0.59
1996-03,    0.73,    1.61,    0.35,    1.42,   -0.95,    0.39,  -1.84
1996-04,    2.06,    4.71,   -4.02,   -0.14,   -2.11,    0.46,  -0.88
1996-05,    2.36,    3.21,   -0.83,    0.12,   -0.30,    0.42,   1.54
1996-06,   -1.14,   -3.65,    2.35,    3.51,    1.22,    0.40,   0.98
1996-07,   -5.97,   -3.81,    5.14,    2.95,    2.60,    0.45,  -0.16
1996-08,    2.77,    2.57,   -0.74,   -0.37,   -2.42,    0.41,   0.01
1996-09,    5.01,   -1.39,   -2.72,    1.27,   -2.22,    0.44,   2.70
1996-10,    0.86,   -3.77,    4.94,    1.40,    3.25,    0.42,   3.79
1996-11,    6.25,   -3.80,    1.39,    2.12,   -0.79,    0.41,  -2.37
1996-12,   -1.70,    3.25,    1.31,    0.37,    1.49,    0.46,   0.63
1997-01,    4.99,   -1.82,   -1.42,    1.19,   -0.02,    0.45,   1.96
1997-02,   -0.49,   -2.59,    5.67,    0.67,    3.47,    0.39,  -2.13
1997-03,   -5.03,   -0.43,    3.39,    0.50,    1.66,    0.43,   0.90
1997-04,    4.04,   -5.70,    0.07,    3.26,   -0.72,    0.43,   4.84
1997-05,    6.74,    4.75,   -4.13,   -1.02,   -2.96,    0.49,  -5.17
1997-06,    4.10,    1.19,    1.58,    0.56,    0.66,    0.37,   2.60
1997-07,    7.33,   -2.76,    0.26,    0.07,   -2.58,    0.43,   3.77
1997-08,   -4.15,    7.61,    1.18,   -1.11,   -0.04,    0.41,  -2.56
1997-09,    5.35,    2.49,    0.37,   -1.63,   -0.91,    0.44,   1.47
1997-10,   -3.80,   -0.52,    2.27,    1.00,    1.94,    0.42,  -0.57
1997-11,    2.98,   -5.11,    1.20,    2.81,    1.84,    0.39,   0.33
1997-12,    1.32,   -2.03,    3.84,    0.74,    1.92,    0.48,   3.98
1998-01,    0.15,   -1.36,   -1.63,    0.87,   -0.73,    0.43,   0.14
1998-02,    7.04,    0.20,   -0.85,   -0.31,   -2.54,    0.39,  -1.12
1998-03,    4.76,   -0.65,    1.39,   -0.26,   -0.37,    0.39,   2.15
1998-04,    0.73,    0.00,    0.94,   -1.69,   -0.36,    0.43,   0.74
1998-05,   -3.07,   -2.95,    3.44,    1.10,    2.61,    0.40,   1.82
1998-06,    3.18,   -3.66,   -1.96,   -0.26,   -2.97,    0.41,   7.28
1998-07,   -2.46,   -5.27,   -1.78,    1.74,    0.45,    0.40,   3.69
1998-08,  -16.08,   -5.17,    3.53,    3.37,    5.91,    0.43,   1.84
1998-09,    6.15,   -0.78,   -3.42,   -1.88,   -2.99,    0.46,  -0.81
1998-10,    7.13,   -3.43,   -2.23,    0.93,    0.31,    0.32,  -5.37
1998-11,    6.10,    0.75,   -3.25,   -0.86,   -1.18,    0.31,   1.20
1998-12,    6.16,   -1.56,   -4.19,   -0.76,   -3.39,    0.38,   8.92
1999-01,    3.50,   -0.75,   -4.60,   -2.77,   -6.80,    0.35,   3.03
1999-02,   -4.08,   -5.22,    1.92,   -1.23,    4.10,    0.35,  -0.10
1999-03,    3.45,   -4.23,   -2.74,   -4.07,   -1.42,    0.43,  -1.27
1999-04,    4.33,    4.52,    2.46,   -2.53,    0.89,    0.37,  -9.04
1999-05,   -2.46,    3.71,    2.35,    0.93,    3.34,    0.34,  -5.19
1999-06,    4.77,    2.29,   -3.19,    1.13,   -3.21,    0.40,   5.06
1999-07,   -3.49,    2.57,   -0.44,    0.36,    3.22,    0.38,   1.66
1999-08,   -1.38,   -1.73,   -1.87,   -0.24,    0.64,    0.39,   3.12
1999-09,   -2.79,    2.59,   -3.49,   -0.75,   -1.23,    0.39,   6.47
1999-10,    6.12,   -6.91,   -3.37,   -1.74,   -1.19,    0.39,   5.50
1999-11,    3.37,    5.80,   -6.12,   -4.28,   -1.74,    0.36,   5.64
1999-12,    7.72,    5.39,   -8.33,   -7.60,   -5.63,    0.44,  13.22
2000-01,   -4.74,    4.42,   -1.88,   -6.29,    4.72,    0.41,   1.92
2000-02,    2.45,   18.28,   -9.59,  -18.65,   -0.48,    0.43,  18.20
2000-03,    5.20,  -15.32,    8.13,   11.79,   -1.59,    0.47,  -6.83
2000-04,   -6.40,   -5.01,    7.26,    7.66,    5.65,    0.46,  -8.39
2000-05,   -4.42,   -3.81,    4.75,    4.13,    1.37,    0.50,  -8.98
2000-06,    4.64,    9.92,   -8.42,   -8.31,   -2.95,    0.40,  16.60
2000-07,   -2.51,   -1.03,    8.31,    5.83,    2.94,    0.48,  -0.05
2000-08,    7.03,   -1.03,   -1.39,   -3.22,    1.10,    0.50,   5.73
2000-09,   -5.45,    0.19,    7.17,    2.56,    5.53,    0.51,   1.97
2000-10,   -2.76,   -2.65,    5.71,    9.61,    3.80,    0.56,  -4.48
2000-11,  -10.72,   -0.58,   12.30,   13.07,    8.43,    0.51,  -2.32
2000-12,    1.19,    3.26,    7.61,    1.71,    4.79,    0.50,   6.74
2001-01,    3.13,    5.48,   -5.07,   -4.69,   -5.03,    0.54, -25.30
2001-02,  -10.05,    2.83,   12.47,    9.10,    9.07,    0.38,  12.57
2001-03,   -7.26,    2.33,    6.42,    3.35,    3.92,    0.42,   8.55
2001-04,    7.94,   -0.86,   -4.67,   -3.06,   -3.20,    0.39,  -7.90
2001-05,    0.72,    3.60,    3.36,    0.25,    1.91,    0.32,   2.21
2001-06,   -1.94,    6.57,   -1.12,    1.60,   -1.51,    0.28,   0.38
2001-07,   -2.13,   -2.82,    5.21,    7.42,    3.07,    0.30,   5.58
2001-08,   -6.46,    2.71,    2.31,    4.05,    6.57,    0.31,   5.53
2001-09,   -9.25,   -5.73,    1.45,    4.99,    3.21,    0.28,  11.48
2001-10,    2.46,    5.27,   -7.65,   -2.98,   -4.55,    0.22,  -8.47
2001-11,    7.54,   -0.31,    2.21,   -3.73,   -1.61,    0.17,  -8.69
2001-12,    1.60,    5.16,    0.84,    0.34,   -0.26,    0.15,   0.07
2002-01,   -1.44,    1.26,    3.44,    4.69,    2.84,    0.14,   3.75
2002-02,   -2.29,   -0.36,    2.16,    8.07,    5.11,    0.13,   6.82
2002-03,    4.24,    4.25,    1.06,   -1.78,    0.58,    0.13,  -1.64
2002-04,   -5.20,    6.72,    3.88,    4.56,    5.38,    0.15,   7.63
2002-05,   -1.38,   -3.02,    1.53,    2.36,    2.44,    0.14,   3.16
2002-06,   -7.21,    3.89,   -0.05,    3.93,    2.51,    0.13,   6.03
2002-07,   -8.18,   -6.43,   -3.85,    3.79,   -0.99,    0.15,   3.77
2002-08,    0.50,   -1.31,    3.28,    1.36,   -1.47,    0.14,   1.90
2002-09,  -10.35,    3.08,    1.47,    3.29,   -2.19,    0.14,   9.13
2002-10,    7.84,   -4.31,   -3.95,   -3.39,    0.76,    0.14,  -5.58
2002-11,    5.96,    2.91,   -1.23,   -9.20,    5.15,    0.12, -16.33
2002-12,   -5.76,    0.62,    2.14,    6.29,   -1.68,    0.11,   9.64
2003-01,   -2.57,    0.70,   -0.83,   -0.99,    0.69,    0.10,   1.55
2003-02,   -1.88,   -0.93,   -1.39,    0.83,   -0.62,    0.09,   1.17
2003-03,    1.09,    0.65,   -1.93,    1.87,   -0.77,    0.10,   1.48
2003-04,    8.22,    1.02,    1.14,   -4.68,    1.06,    0.10,  -9.33
2003-05,    6.05,    4.81,    0.40,   -7.00,    2.91,    0.09, -10.70
2003-06,    1.42,    1.66,    0.11,    0.51,   -0.38,    0.10,  -1.00
2003-07,    2.35,    4.54,   -1.24,   -4.14,    1.78,    0.07,  -0.24
2003-08,    2.34,    2.48,    1.53,   -2.25,    2.14,    0.07,  -0.62
2003-09,   -1.24,    0.54,    0.16,    1.01,    0.34,    0.08,  -0.19
2003-10,    6.08,    2.71,    1.97,   -1.35,    1.55,    0.07,   3.99
2003-11,    1.35,    2.33,    1.78,    0.19,    1.81,    0.07,   1.46
2003-12,    4.29,   -2.49,    1.60,    0.56,    0.94,    0.08,  -5.57
2004-01,    2.15,    2.45,    2.49,   -3.66,    3.38,    0.07,   2.58
2004-02,    1.40,   -0.93,    0.90,    2.17,   -1.21,    0.06,  -1.14
2004-03,   -1.32,    2.10,    0.27,    1.56,   -0.98,    0.09,   0.17
2004-04,   -1.83,   -2.01,   -3.10,    3.45,   -2.84,    0.08,  -5.38
2004-05,    1.17,   -0.38,   -0.25,   -1.18,    0.03,    0.06,   1.50
2004-06,    1.86,    2.56,    1.18,    1.20,   -0.39,    0.08,   2.05
2004-07,   -4.06,   -2.95,    3.24,    5.32,   -1.66,    0.10,  -2.29
2004-08,    0.08,   -1.13,    0.97,    1.23,   -1.47,    0.11,  -1.59
2004-09,    1.60,    3.27,    0.00,   -1.49,   -1.88,    0.11,   5.49
2004-10,    1.43,    0.19,   -0.22,   -0.52,    0.49,    0.11,  -1.38
2004-11,    4.54,    4.11,    1.41,   -0.58,   -0.22,    0.15,   3.16
2004-12,    3.43,   -0.05,   -0.22,   -1.16,    0.46,    0.16,  -2.87
2005-01,   -2.76,   -1.17,    2.06,    2.74,   -1.46,    0.16,   3.05
2005-02,    1.89,   -0.31,    1.54,    1.43,   -0.05,    0.16,   3.37
2005-03,   -1.97,   -1.42,    2.04,    0.47,    1.29,    0.21,   0.41
2005-04,   -2.61,   -3.98,    0.07,    0.97,   -0.94,    0.21,  -0.69
2005-05,    3.65,    2.79,   -0.64,   -1.00,    0.30,    0.24,   0.45
2005-06,    0.57,    3.28,    2.83,    0.96,   -0.51,    0.23,   2.05
2005-07,    3.92,    2.81,   -0.79,   -1.19,   -0.82,    0.24,   0.06
2005-08,   -1.22,   -0.89,    1.32,   -2.05,    0.37,    0.30,   2.08
2005-09,    0.49,   -0.34,    0.71,    0.27,   -0.60,    0.29,   3.43
2005-10,   -2.02,   -1.45,    0.42,   -0.93,   -1.30,    0.27,  -1.39
2005-11,    3.61,    0.84,   -1.16,   -0.76,   -1.14,    0.31,   0.35
2005-12,   -0.25,   -0.20,    0.20,    0.21,    0.23,    0.32,   0.77
2006-01,    3.04,    5.75,    1.08,   -0.64,   -0.46,    0.35,   2.53
2006-02,   -0.30,   -0.42,   -0.34,   -0.51,    1.91,    0.34,  -1.84
2006-03,    1.46,    3.38,    0.60,    0.06,   -0.41,    0.37,   1.26
2006-04,    0.73,   -0.84,    2.34,    1.80,    0.01,    0.36,   0.64
2006-05,   -3.57,   -2.85,    2.41,    1.15,    1.46,    0.43,  -3.70
2006-06,   -0.35,   -0.24,    0.85,    1.32,   -0.07,    0.40,   1.54
2006-07,   -0.78,   -3.63,    2.60,    1.63,    0.90,    0.40,  -2.12
2006-08,    2.03,    0.44,   -2.06,   -1.86,    2.09,    0.42,  -3.38
2006-09,    1.84,   -1.46,    0.08,    0.82,    0.60,    0.41,  -0.96
2006-10,    3.23,    1.98,   -0.31,   -0.12,    0.28,    0.41,  -0.20
2006-11,    1.71,    0.71,    0.14,    0.15,   -0.80,    0.42,  -1.03
2006-12,    0.87,   -0.81,    2.73,   -0.72,    2.06,    0.40,   0.79
2007-01,    1.40,    0.07,   -0.68,    0.25,    0.38,    0.44,   0.24
2007-02,   -1.96,    1.29,   -0.14,   -0.51,   -0.71,    0.38,  -1.35
2007-03,    0.68,    0.20,   -0.97,    0.64,   -0.65,    0.43,   2.56
2007-04,    3.49,   -2.04,   -1.45,    1.15,    1.03,    0.44,  -0.24
2007-05,    3.24,    0.40,   -0.65,    1.58,   -1.36,    0.41,  -0.34
2007-06,   -1.96,    0.74,   -1.05,    0.53,    0.08,    0.40,   0.51
2007-07,   -3.73,   -2.99,   -3.71,    0.20,   -1.13,    0.40,   2.94
2007-08,    0.92,   -0.37,   -1.86,   -1.21,   -0.53,    0.42,   0.10
2007-09,    3.22,   -2.44,   -2.21,   -0.52,   -3.02,    0.32,   4.63
2007-10,    1.80,   -0.08,   -2.98,   -0.30,   -0.09,    0.32,   5.02
2007-11,   -4.83,   -3.02,   -0.94,    1.89,   -0.29,    0.34,   0.99
2007-12,   -0.87,    0.15,   -0.55,    0.87,   -1.05,    0.27,   6.63
2008-01,   -6.36,   -0.65,    3.97,    2.14,    2.14,    0.21,  -7.75
2008-02,   -3.09,   -0.66,   -0.84,    0.88,   -0.93,    0.13,   6.10
2008-03,   -0.93,    0.56,    0.30,    0.79,    0.50,    0.17,   4.27
2008-04,    4.60,   -1.20,   -0.94,    1.64,   -2.47,    0.18,  -0.31
2008-05,    1.86,    3.02,   -1.43,    0.93,   -0.06,    0.18,   3.31
2008-06,   -8.44,    1.18,   -2.71,    4.96,   -0.55,    0.17,  12.75
2008-07,   -0.77,    3.72,    5.42,   -1.37,    1.08,    0.15,  -5.13
2008-08,    1.53,    3.46,    1.59,    1.86,    0.84,    0.13,  -4.02
2008-09,   -9.24,    0.25,    5.91,    2.41,    1.78,    0.15,   0.28
2008-10,  -17.23,   -3.34,   -2.30,    3.04,    2.05,    0.08,   7.85
2008-11,   -7.86,   -3.89,   -6.31,    4.53,    2.75,    0.03,   7.17
2008-12,    1.74,    3.29,    0.14,    0.06,   -1.49,    0.00,  -5.09
2009-01,   -8.12,   -2.14,  -11.29,    0.18,   -1.17,    0.00,  -2.18
2009-02,  -10.10,   -1.32,   -6.95,    1.19,   -1.02,    0.01,   4.41
2009-03,    8.95,    0.67,    3.47,   -2.52,   -2.25,    0.02, -11.87
2009-04,   10.18,    7.13,    5.36,    1.31,    0.13,    0.01, -34.30
2009-05,    5.21,   -2.32,    0.28,   -0.78,   -2.17,    0.00, -12.49
2009-06,    0.43,    2.29,   -2.73,   -1.41,   -0.33,    0.01,   5.48
2009-07,    7.72,    2.39,    4.83,   -0.46,    3.14,    0.01,  -5.55
2009-08,    3.33,   -0.09,    7.63,   -3.02,    3.34,    0.01,  -9.07
2009-09,    4.08,    2.73,    1.05,    1.31,    0.36,    0.01,  -4.79
2009-10,   -2.59,   -4.93,   -4.21,    4.17,   -1.51,    0.00,   2.61
2009-11,    5.56,   -2.68,   -0.34,    1.00,    0.12,    0.00,   0.30
2009-12,    2.75,    6.24,   -0.17,    1.02,   -0.09,    0.01,   3.01
2010-01,   -3.36,    0.34,    0.43,   -1.27,    0.46,    0.00,  -5.40
2010-02,    3.40,    1.51,    3.23,   -0.27,    1.43,    0.00,   3.74
2010-03,    6.31,    1.85,    2.21,   -0.65,    1.69,    0.01,   3.76
2010-04,    2.00,    4.98,    2.89,    0.69,    1.72,    0.01,   3.16
2010-05,   -7.89,    0.04,   -2.44,    1.30,   -0.21,    0.01,  -0.25
2010-06,   -5.57,   -2.47,   -4.70,   -0.16,   -1.55,    0.01,  -2.76
2010-07,    6.93,    0.12,   -0.31,    0.24,    2.01,    0.01,   1.88
2010-08,   -4.77,   -3.15,   -1.90,    0.53,   -1.59,    0.01,  -0.06
2010-09,    9.54,    3.75,   -3.16,   -0.21,    0.38,    0.01,   1.41
2010-10,    3.88,    0.80,   -2.43,    1.19,   -0.26,    0.01,   1.58
2010-11,    0.60,    3.67,   -0.96,    0.45,    1.59,    0.01,   2.66
2010-12,    6.82,    1.03,    3.70,   -3.44,    3.16,    0.01,  -3.03
2011-01,    1.99,   -2.43,    0.83,   -0.76,    0.83,    0.01,  -0.29
2011-02,    3.49,    1.65,    1.27,   -1.94,    0.88,    0.01,   1.99
2011-03,    0.46,    2.62,   -1.83,    1.76,   -0.03,    0.01,   3.40
2011-04,    2.90,   -0.55,   -2.43,    1.01,   -0.80,    0.00,   0.04
2011-05,   -1.27,   -0.63,   -2.12,    2.08,   -1.59,    0.00,  -0.62
2011-06,   -1.75,    0.16,   -0.42,    2.49,   -1.53,    0.00,   1.78
2011-07,   -2.35,   -1.20,   -0.90,    2.68,   -1.81,    0.00,   0.18
2011-08,   -5.99,   -3.20,   -2.36,    3.30,   -0.38,    0.01,  -0.28
2011-09,   -7.59,   -3.66,   -1.72,    2.04,    0.24,    0.00,  -2.42
2011-10,   11.35,    3.46,    0.10,   -2.16,   -0.86,    0.00,  -1.43
2011-11,   -0.28,   -0.28,   -0.46,    1.86,    1.49,    0.00,   3.84
2011-12,    0.74,   -0.33,    1.63,    0.98,    2.52,    0.00,   1.81
2012-01,    5.05,    2.06,   -0.97,   -2.01,   -1.43,    0.00,  -7.91
2012-02,    4.42,   -1.71,    0.43,   -0.48,   -0.01,    0.00,  -0.29
2012-03,    3.11,   -0.47,    1.14,   -0.54,    0.74,    0.00,   1.30
2012-04,   -0.85,   -0.55,   -0.78,    1.30,    0.65,    0.00,   3.75
2012-05,   -6.19,   -0.12,   -1.07,    2.08,    2.31,    0.01,   6.49
2012-06,    3.89,    0.84,    0.62,   -1.09,    0.46,    0.00,  -1.06
2012-07,    0.79,   -2.78,   -0.02,    1.10,    0.05,    0.00,   3.04
2012-08,    2.55,    0.44,    1.30,   -1.33,   -0.84,    0.01,  -2.37
2012-09,    2.73,    0.61,    1.60,   -1.49,    1.55,    0.01,  -1.14
2012-10,   -1.76,   -0.89,    3.59,   -1.34,    2.50,    0.01,   0.14
2012-11,    0.78,    0.46,   -0.84,    0.60,    0.84,    0.01,   0.49
2012-12,    1.18,    1.89,    3.51,   -1.85,    0.91,    0.01,  -2.86
2013-01,    5.57,    0.48,    0.96,   -1.93,    1.41,    0.00,  -1.79
2013-02,    1.29,   -0.25,    0.11,   -0.67,    0.52,    0.00,   1.29
2013-03,    4.03,    0.85,   -0.19,    0.14,    1.38,    0.00,   1.92
2013-04,    1.55,   -2.25,    0.45,    0.27,    0.37,    0.00,   0.22
2013-05,    2.80,    2.06,    2.63,   -1.97,   -0.87,    0.00,  -2.02
2013-06,   -1.20,    1.57,    0.03,   -0.38,    0.00,    0.00,   0.52
2013-07,    5.65,    1.81,    0.57,   -1.35,    0.51,    0.00,   1.76
2013-08,   -2.71,   -0.06,   -2.69,    0.66,   -2.16,    0.00,   0.02
2013-09,    3.77,    2.63,   -1.22,   -0.58,   -1.36,    0.00,   3.06
2013-10,    4.18,   -1.48,    1.25,    2.78,    0.87,    0.00,   0.08
2013-11,    3.13,    1.41,    0.32,    0.14,    0.04,    0.00,   0.44
2013-12,    2.81,   -0.45,   -0.02,   -0.46,    0.09,    0.00,   0.02
2014-01,   -3.32,    0.58,   -2.07,   -3.88,   -1.42,    0.00,   1.71
2014-02,    4.65,    0.14,   -0.31,   -0.23,   -0.45,    0.00,   2.07
2014-03,    0.43,   -1.09,    4.93,    2.13,    1.92,    0.00,  -3.29
2014-04,   -0.19,   -4.12,    1.17,    3.48,    1.02,    0.00,  -3.89
2014-05,    2.06,   -1.89,   -0.13,    0.05,   -1.00,    0.00,   0.87
2014-06,    2.61,    3.11,   -0.70,   -1.89,   -2.00,    0.00,   0.69
2014-07,   -2.04,   -4.29,    0.03,    0.89,    0.52,    0.00,  -0.12
2014-08,    4.24,    0.31,   -0.45,   -0.64,   -0.70,    0.00,   0.82
2014-09,   -1.97,   -3.72,   -1.34,    1.30,   -0.51,    0.00,   0.50
2014-10,    2.52,    3.73,   -1.81,   -0.57,   -0.11,    0.00,  -0.06
2014-11,    2.55,   -2.28,   -3.09,    1.50,    0.27,    0.00,   0.69
2014-12,   -0.06,    2.86,    2.27,   -1.22,    0.96,    0.00,   1.12
2015-01,   -3.11,   -0.92,   -3.58,    1.61,   -1.65,    0.00,   3.84
2015-02,    6.13,    0.32,   -1.86,   -1.12,   -1.82,    0.00,  -2.82
2015-03,   -1.12,    3.07,   -0.37,    0.09,   -0.52,    0.00,   2.74
2015-04,    0.59,   -3.09,    1.82,    0.06,   -0.61,    0.00,  -7.27
2015-05,    1.36,    0.83,   -1.14,   -1.79,   -0.74,    0.00,   5.82
2015-06,   -1.53,    2.90,   -0.79,    0.44,   -1.58,    0.00,   3.01
2015-07,    1.54,   -4.55,   -4.13,    0.30,   -2.41,    0.00,   9.98
2015-08,   -6.04,    0.25,    2.77,    0.68,    1.19,    0.00,  -2.09
2015-09,   -3.07,   -2.79,    0.56,    1.77,   -0.58,    0.00,   5.22
2015-10,    7.75,   -2.07,   -0.46,    0.88,    0.52,    0.00,  -3.28
2015-11,    0.56,    3.31,   -0.42,   -2.75,   -0.99,    0.00,   2.28
2015-12,   -2.17,   -2.99,   -2.61,    0.50,   -0.02,    0.01,   3.36
2016-01,   -5.77,   -3.47,    2.09,    2.82,    3.08,    0.01,   1.44
2016-02,   -0.07,    0.88,   -0.57,    3.25,    2.02,    0.02,  -4.38
2016-03,    6.96,    1.07,    1.19,    0.77,   -0.08,    0.02,  -5.01
2016-04,    0.91,    1.23,    3.28,   -2.97,    1.90,    0.01,  -6.02
2016-05,    1.78,   -0.61,   -1.66,   -1.09,   -2.48,    0.01,   1.42
2016-06,   -0.05,    0.45,   -1.48,    1.40,    1.94,    0.02,   4.13
2016-07,    3.95,    2.48,   -1.32,    1.26,   -1.18,    0.02,  -3.34
2016-08,    0.49,    1.68,    3.18,   -1.85,   -0.34,    0.02,  -3.49
2016-09,    0.25,    1.85,   -1.24,   -2.21,    0.03,    0.02,   0.19
2016-10,   -2.02,   -4.02,    4.09,    0.93,    0.28,    0.02,   0.59
2016-11,    4.86,    7.07,    8.21,   -0.18,    3.70,    0.01,  -4.62
2016-12,    1.82,    0.41,    3.53,    1.22,   -0.23,    0.03,  -0.26
2017-01,    1.94,   -1.46,   -2.75,   -0.49,   -0.99,    0.04,  -0.93
2017-02,    3.57,   -2.22,   -1.67,    0.47,   -1.83,    0.04,  -1.65
2017-03,    0.17,    0.74,   -3.35,    0.61,   -0.94,    0.03,  -1.02
2017-04,    1.09,    0.48,   -2.13,    1.90,   -1.60,    0.05,   0.48
2017-05,    1.06,   -3.06,   -3.78,    0.95,   -1.79,    0.06,   1.48
2017-06,    0.78,    2.58,    1.48,   -2.22,    0.00,    0.06,  -0.09
2017-07,    1.87,   -1.69,   -0.31,   -0.64,   -0.20,    0.07,   1.68
2017-08,    0.16,   -1.82,   -2.09,    0.14,   -2.38,    0.09,   3.26
2017-09,    2.51,    4.78,    3.14,   -1.47,    1.69,    0.09,  -1.32
2017-10,    2.25,   -1.94,    0.20,    0.93,   -3.25,    0.09,   4.27
2017-11,    3.12,   -0.33,   -0.03,    3.16,   -0.05,    0.08,  -0.87
2017-12,    1.06,   -1.07,    0.06,    0.74,    1.69,    0.09,  -1.54
2018-01,    5.57,   -3.18,   -1.29,   -0.76,   -0.96,    0.12,   4.05
2018-02,   -3.65,    0.32,   -1.04,    0.52,   -2.37,    0.11,   3.58
