Date,MSFT,LLY,WMT,XOM,PG,HD,COST,ORCL,MRK,CVX,ADBE,MCD,CSCO,ABT,IBM,CMCSA,VZ,CAT,NKE,AMGN,AMAT,GE,UNP,TXN,SPGI,LOW,COP,HON,SYK,BA,T,RTX,NEE,MDT,TJX,ETN,DE,ADP,BMY,CVS,MMC,ADI,MU,KLAC,FI,SHW,ITW,SO,CSX,DUK,BDX,TGT,CL,SLB,NOC,PH,EOG,CTAS,TT,FDX,EMR,ECL,NSC,ADSK,PCAR,MMM,F,OXY,APD,ROST,GWW,HUM,HES,PAYX,WMB,OKE,KMB,AEP,NEM,D,JCI,EA,GIS,PCG,PPG,KR,XEL,VMC,EFX,ED,HAL,PEG,HPQ,GLW,CAH,EIX,WEC,WY,DOV,PHM,JBHT,DTE,ROL,ETR,IFF,BAX,GPC,LUV,PPL,CCL,ES,CLX,COO,CNP,CMS,BBY,HRL,MAS,MGM,EQT,RPM,TAP,CAG,MRO,CPB,IP,IPG,LNT,TOL,NI,CASY,TTC,BBWI,SCI,WTRG,CLF,THC,CCK,CHE,GNTX,PVH,PNW,GPS,FMC,HRB,OGE,OLN,WHR,MUR,TKR,NEU,R,LPX,UGI,CRUS,FSS,KBH,ALK,GATX,IDA,CBT,NFG,MDU,BCO,HP,WDFC,MAN,BKH,AVNT,JWN,PNM,CRS,WOR,NWL,FL,TGNA,AIN,LEG,SXT,AVA,AGYS,AIR,TRN,TDS,OII,PLAB,MLKN,WGO,EAT,KMT,LUMN,CBRL,OMI,CAL,UVV,DLX,NBR,PBI,NVRI,AMZN,NVDA,BRK/B,UNH,ACN,INTU,QCOM,ISRG,BKNG,UPS,MDLZ,BSX,SNPS,MCO,MAR,MCK,APH,ORLY,ROP,RSG,PXD,EW,EL,DHI,CPRT,IDXX,AZO,COR,MCHP,STZ,URI,SRE,A,CTSH,FIS,IT,CSGP,MLM,DLTR,PWR,RCL,ANSS,WTW,BF/B,RMD,ZBH,MTD,TSCO,WAB,GRMN,SBAC,ALGN,EBAY,FE,IRM,STLD,AXON,VRSN,DRI,AKAM,LH,HUBB,NTAP,AEE,FDS,JBL,MKC,RS,OMC,WSO,LII,POOL,MANH,PKG,DGX,ALB,SJM,LECO,NBIX,INCY,AOS,JNPR,CRL,EME,AES,TECH,FFIV,LAMR,DVA,PAG,X,UTHR,TREX,EMN,HSIC,WCC,BRKR,ALV,SKX,PARA,ATR,CHRW,AGCO,FIX,MTN,OLED,JLL,LAD,EXP,SSD,CIEN,MKSI,AMKR,UFPI,BWA,NYT,INGR,FLR,LSTR,NOV,FCN,BYD,NSIT,RMBS,EXEL,CHH,OPCH,ANF,MTZ,MSM,FLS,ATI,M,SEE,PII,MMS,KEX,EEFT,COLM,RYN,SLGN,ASGN,SRCL,POWI,AEO,SM,PTEN,SAM,CRVL,ACLS,TEX,AEIS,URBN,WIRE,GPI,NEOG,WOLF,AZTA,NSP,PENN,MHO,GFF,ITRI,IART,ARCB,ACIW,SHOO,KFY,ZD,KSS,CNX,BRC,IOSP,AWR,CWT,PDCO,WERN,MODG,ICUI,CENT,PRGS,PSMT,PZZA,STRA,OSIS,CPK,ROG,VYX,CRK,CPE,GVA,MYGN,SAH,BKE,ATGE,EPC,VECO,VICR,WLY,UPBD,BFH,MRCY,CNXN,EPAC,EXTR,CSGS,NTCT,GEO,HLX,LNN,SMTC,LGND,OMCL,PDFS,GES,WNC,PRDO,SCHL,TGI,FWRD,BHE,SCSC,UNFI,CENX,AXL,NUS,MATW,TTEC,TWI,HAIN,HIBB,ETD,SCVL,MD,AORT,DRQ,MYE,VVI,MATV,HSII,HVT,RGP,FORR,OIS,V,MA,CRM,NFLX,TMUS,PM,ELV,EQIX,ICE,CME,CMG,LULU,MSCI,TEL,KDP,CNC,MPWR,NDAQ,ROK,CBRE,DAL,NVR,AWK,BR,BLDR,MOH,LYV,WLK,FSLR,CE,CF,SAIA,UAL,DKS,PODD,OC,LKQ,ACM,KMX,MORN,WYNN,NRG,SNX,WEX,TPX,TXRH,MKTX,CYTK,GPK,AYI,OSK,KBR,MSA,ENSG,CROX,G,NXST,GTLS,EXLS,IPGP,TDC,HALO,SIG,BCPC,AWI,FIZZ,ABG,GME,SYNA,BMI,BLKB,WU,FUL,MATX,ORA,CVLT,LOPE,RUSHA,CCOI,CVI,UAA,AVAV,SATS,NPO,ALE,PBH,NOG,JBT,HI,FORM,TNL,GEF,AMN,NWE,LRN,MYRG,AROC,CENTA,GRBK,CORT,THS,JBLU,DAN,SJW,UCTT,CNK,GPRE,ALGT,SBH,ANIP,NX,KOP,KALU,TTGT,CMP,UTL,MEI,HAYN,CCRN,MODV,CLW,DBI,CEVA,CVGW,CNSL,LQDT,Unnamed: 570,Unnamed: 571,Unnamed: 572,Unnamed: 573,Unnamed: 574,Unnamed: 575,Unnamed: 576,Unnamed: 577,Unnamed: 578,Unnamed: 579,Unnamed: 580,Unnamed: 581,Unnamed: 582,Unnamed: 583,Unnamed: 584,Unnamed: 585,Unnamed: 586,Unnamed: 587,Unnamed: 588,Unnamed: 589,Unnamed: 590,Unnamed: 591,Unnamed: 592,Unnamed: 593,Unnamed: 594,Unnamed: 595,Unnamed: 596,Unnamed: 597,Unnamed: 598,Unnamed: 599,Unnamed: 600,Unnamed: 601,Unnamed: 602,Unnamed: 603,Unnamed: 604,Unnamed: 605,Unnamed: 606,Unnamed: 607,Unnamed: 608,Unnamed: 609,Unnamed: 610,Unnamed: 611,Unnamed: 612,Unnamed: 613,Unnamed: 614,Unnamed: 615,Unnamed: 616,Unnamed: 617,Unnamed: 618,Unnamed: 619,Unnamed: 620,Unnamed: 621,Unnamed: 622,Unnamed: 623,Unnamed: 624,Unnamed: 625,Unnamed: 626,Unnamed: 627,Unnamed: 628,Unnamed: 629,Unnamed: 630,Unnamed: 631,Unnamed: 632,Unnamed: 633,Unnamed: 634,Unnamed: 635,Unnamed: 636,Unnamed: 637,Unnamed: 638,Unnamed: 639,Unnamed: 640,Unnamed: 641,Unnamed: 642,Unnamed: 643,Unnamed: 644,Unnamed: 645,Unnamed: 646,Unnamed: 647,Unnamed: 648,Unnamed: 649,Unnamed: 650,Unnamed: 651,Unnamed: 652,Unnamed: 653,Unnamed: 654,Unnamed: 655,Unnamed: 656,Unnamed: 657,Unnamed: 658,Unnamed: 659,Unnamed: 660,Unnamed: 661,Unnamed: 662,Unnamed: 663,Unnamed: 664,Unnamed: 665
2009-03-31,5.2582,3.7049,4.9357,6.0891,5.54,3.5659,5.2218,6.2151,4.0816,4.172,8.7373,5.7945,4.4453,4.4352,4.1014,2.175,1.6885,1.7193,6.5149,3.346,5.9309,0.5174,1.7553,10.5207,6.2572,3.7584,2.7156,3.6833,7.565,2.3545,2.3464,4.0567,1.136,6.2444,5.7973,2.7023,1.5532,1.6415,4.716,6.3607,4.0284,10.2275,0.0875,2.8245,5.1474,6.4974,5.661,1.1863,1.5712,0.8773,7.3654,2.831,8.3367,5.0018,3.8855,5.0702,2.7541,6.098,2.9323,3.6761,5.7799,5.5052,1.6648,4.3859,2.0102,5.7621,0.0141,4.2281,3.2058,5.5667,7.6757,4.1737,3.0585,2.3318,1.0656,1.8825,3.133,0.734,2.6438,1.236,1.6998,3.6402,4.3251,0.8987,3.5598,4.9836,0.9838,1.846,9.3588,1.1258,4.5174,1.4162,3.4682,2.9842,6.2205,0.9138,1.2638,0.7614,6.3695,1.8244,4.5903,0.9374,9.4611,1.1803,4.6897,4.7809,5.6174,1.6066,1.257,2.0502,0.9325,4.6946,2.5139,0.9025,0.6818,5.0495,5.8557,2.8602,-0.0508,1.7725,3.3273,2.9634,3.8847,3.1068,7.5741,1.597,1.2538,1.2002,2.2468,0.842,6.8725,5.0237,4.249,0.3946,1.2093,2.9248,0.9777,2.6912,9.4608,15.7672,4.7251,0.6986,6.3614,3.7277,2.2797,1.1977,2.9801,2.8502,4.7833,2.7364,4.6172,1.6015,1.1238,2.6529,0.412,3.7468,1.7418,0.8981,0.9125,0.8181,2.4413,1.7044,1.8719,3.2443,3.0663,8.6701,5.8596,0.9013,2.8952,2.757,0.6808,3.2309,3.5321,3.1466,4.0483,4.0812,1.8217,5.027,4.3686,0.8693,0.9749,2.823,2.0519,2.576,4.994,0.7778,4.7424,3.896,4.3777,3.0488,2.8179,2.5174,7.4743,2.7302,3.0407,5.0949,1.8359,3.0251,3.6182,8.2709,5.2836,1.6634,4.1748,6.1142,5.4663,7.8781,12.905,5.6768,3.8159,3.9943,1.2155,3.6413,6.9262,3.4199,6.1896,7.1621,3.6876,6.9982,1.2052,0.8013,8.6871,4.6432,2.2805,12.1645,8.5079,2.9572,8.244,4.8322,1.7693,1.1674,1.1318,3.0667,13.938,4.9804,4.6391,15.3633,2.945,7.3578,5.802,0.9749,6.1111,0.7159,6.5653,7.2461,7.3649,4.9462,5.4039,5.2139,9.2245,-0.076,5.9033,5.9757,1.1095,2.3897,3.589,11.4699,-11.4682,3.4153,5.1056,7.6468,5.3744,2.6086,0.8735,17.0831,2.3401,4.5388,5.5031,3.4113,9.5323,4.4771,4.3608,7.1201,2.7498,7.3512,3.1624,3.2597,4.8594,-11.3692,-10.8637,3.7739,3.4048,2.6011,5.0098,0.9435,86.1072,6.3876,0.694,4.5349,3.6283,3.0457,3.5383,2.0455,2.7085,6.1029,5.3223,2.9919,2.7566,4.4942,-2.1199,5.0887,16.1959,3.7529,4.6543,1.823,7.3959,2.9454,2.1047,2.6386,10.9196,-2.7767,7.4906,0.7867,5.8042,2.5674,1.5825,3.1573,5.8753,10.3046,3.7532,5.8434,0.8005,3.9133,2.0676,-5.3665,10.3813,6.9817,4.0961,3.7357,8.6458,4.0359,3.6405,0.9882,3.1189,4.7273,8.1845,4.0707,1.7888,8.099,2.6222,3.3703,5.8989,9.1693,8.2532,5.5866,1.1565,4.1696,5.1167,11.4202,-0.319,3.2492,6.0035,9.2058,5.8769,4.7589,15.8661,13.1413,-2.921,4.7973,2.1895,2.0289,3.2816,3.0219,3.0792,3.8236,3.3686,9.8825,3.2256,12.4805,4.5303,1.6372,5.4043,3.8029,1.096,1.1383,7.2184,4.3267,3.5678,11.6571,3.0192,4.1827,4.8343,6.7194,13.3939,3.2689,1.8942,3.6951,2.5611,2.4245,-1.3764,3.9473,71.5342,3.7066,8.7372,6.3413,3.8816,3.5873,7.8954,5.5207,5.4996,2.578,2.4201,7.5181,6.6858,-1.4344,5.8002,2.9798,2.1291,1.1234,6.3412,12.8978,-5.7203,4.9937,-0.149,6.0064,1.2047,6.3708,2.583,3.281,7.7082,4.3347,5.9598,5.5385,0.2465,-1.2056,6.2761,5.7399,5.511,2.8473,3.9025,7.2412,3.1952,4.3344,8.3159,5.1733,8.9893,2.7282,3.8811,2.4903,3.6582,4.2262,10.222,3.9248,4.2491,4.7434,5.4199,3.6575,9.6213,2.1047,5.9685,3.28,1.1534,0.5215,1.3634,8.1845,6.7702,3.6457,0.6051,3.4826,3.7375,12.0288,1.25,5.6333,1.9155,0.2738,7.5372,0.1093,3.177,2.3254,4.9786,1.4707,2.6995,14.6586,1.7981,5.5536,2.429,0.5251,3.8028,-3.5124,1.4561,5.3357,4.049,5.5555,7.6903,1.0137,1.1711,5.9773,1.6423,4.5227,4.219,13.0602,-5.2823,1.3316,5.9924,1.7683,3.7183,4.4776,4.1705,1.3007,3.2537,-1.5612,3.5317,7.3535,4.4879,5.7753,0.0316,2.4086,12.4475,2.0704,7.3356,2.7903,6.4148,7.1564,7.0649,3.9865,4.1465,4.0213,1.8718,1.3685,4.1308,5.2788,2.9609,0.2924,3.8322,7.5484,9.4273,1.7143,1.7541,1.2535,-2.3896,4.1623,2.8069,4.589,8.5914,0.1179,3.7353,4.0579,0.9842,4.5712,4.6331,0.7924,3.0192,0.2685,-0.4349,4.2402,0.7695,1.4409,1.2001,3.545,1.7555,0.2031,4.5133,2.6579,-4.5115,4.6852,3.5112,2.3681,5.3031,4.704,0.733,5.0152,2.9578,5.6232,4.0042,0.5941,4.1951,7.1892,5.3387,1.148,8.5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-30,5.2034,3.834,4.9712,5.5605,5.5521,3.4854,5.1377,6.3167,3.9958,3.7031,11.3731,5.6043,4.4259,4.3368,4.143,2.1463,1.8306,1.668,6.8711,3.4937,6.7137,0.5178,1.797,11.4952,6.2047,3.7034,2.2226,3.5796,8.4592,2.3652,2.2921,3.9896,1.1781,5.6492,5.6828,2.4993,1.5502,1.9701,4.6309,6.613,3.8363,11.4959,0.3148,2.9981,5.5462,6.3826,5.9353,1.1834,1.6449,0.8238,6.2648,2.9744,8.3584,5.7059,3.9057,4.7002,2.7759,6.1605,3.0955,3.8134,5.8528,5.5624,1.6215,5.0241,1.919,5.5952,0.1242,4.1338,3.1684,5.6431,7.7563,4.2464,2.6625,2.9812,1.0483,1.7443,3.3371,0.8308,2.2643,1.3287,1.7549,3.5073,5.1524,0.8819,3.2587,4.936,0.9561,1.9609,9.1701,1.1004,4.6962,1.5522,3.6321,3.3041,5.611,0.9312,1.2359,0.7326,6.1774,1.5297,4.7132,0.9792,9.2253,1.1878,4.4089,4.7291,5.5317,1.6334,1.3892,2.0029,0.9571,4.5265,2.8753,0.8459,0.651,5.2174,5.9685,2.7235,0.606,1.7699,3.0748,2.6873,4.299,2.8641,7.7168,1.7671,1.2096,1.1487,2.2228,0.8565,6.6025,4.427,4.4835,0.4254,1.1348,2.8362,1.1204,2.4753,9.695,16.743,4.9382,0.7026,7.5458,3.7639,3.3993,1.1138,2.834,2.7134,4.066,2.4755,4.6427,1.4826,1.2562,2.7454,0.8629,3.8324,1.8123,0.8308,0.9097,0.8736,2.3252,1.7398,1.8721,3.1367,3.2745,8.5105,5.2342,1.0871,2.5556,2.8886,0.7023,3.1887,3.5301,3.4174,4.3564,4.529,1.6085,4.9063,4.2111,0.9068,1.6227,2.9537,1.6964,2.6455,5.3597,0.7077,4.1426,3.9626,4.2103,2.7973,2.8409,2.6851,7.9673,3.0612,3.0489,4.971,1.8181,2.9744,3.5297,8.2954,6.3394,1.7078,4.4205,5.5113,5.2438,8.7855,18.4276,6.6724,3.8831,3.8811,1.336,3.9878,6.9276,3.3662,6.163,7.2742,3.9132,6.9506,1.7711,0.7659,8.5135,4.5949,2.0302,14.2589,9.7435,2.9654,8.1814,4.8652,1.5807,1.0228,1.1293,3.1148,15.1429,5.2248,4.5791,19.9975,2.9459,7.3377,5.7961,0.974,6.6637,0.7418,6.6452,7.2281,7.6866,5.1993,6.0909,5.2713,7.7892,-0.0186,6.8496,6.27,1.1815,2.5448,3.2176,10.817,-10.8613,3.8105,5.348,8.7212,5.3142,2.7261,0.8857,18.9596,2.3623,4.6243,5.5517,3.4474,9.2998,4.4617,4.2343,6.909,2.9786,8.3302,3.2422,3.5761,4.7432,-13.716,-13.2444,3.2321,6.0602,2.7603,4.7629,0.9218,95.3103,8.8647,0.6769,4.4802,3.3702,2.4357,4.0702,2.2757,2.6544,6.1186,5.425,3.3037,2.8771,4.0482,-2.2904,4.9417,16.0522,3.6173,4.2995,1.9151,7.6491,3.0645,2.3425,2.7631,10.9965,-4.1875,5.5252,0.7924,5.7611,2.5547,1.7519,2.8608,6.1481,10.8475,3.9305,5.7137,0.8734,3.5714,2.8811,-6.0597,9.4252,7.5568,4.6621,3.7907,8.8513,4.1582,3.4437,1.265,2.8418,5.1184,7.9977,4.3191,1.9575,6.9667,3.0096,3.4456,6.1522,9.4317,10.4403,7.3577,1.203,4.3951,5.5207,11.3844,-0.5677,2.4161,6.4438,9.7492,5.5804,4.8569,18.2579,10.6708,-3.8374,5.1893,2.2195,2.0116,3.3338,2.7042,3.2805,3.6514,2.9231,9.4993,2.7782,12.8587,4.6965,1.818,5.0595,4.0763,1.1902,1.095,7.347,4.4843,3.4984,15.029,3.5511,4.7102,5.0144,6.7718,16.1982,3.5973,1.8756,3.3653,2.8461,2.1953,-2.5068,3.5003,65.5951,4.0449,11.9656,8.8984,3.6412,3.7938,10.4781,5.4445,5.9533,2.7227,3.9983,6.7725,6.4326,-1.2047,5.792,3.5083,2.2928,1.4117,6.5081,15.6296,-6.1384,5.5124,-0.1073,7.2402,0.6735,7.1557,2.9142,3.4525,8.1807,4.6425,5.6506,5.9599,-0.1254,-1.8705,6.765,5.6579,6.378,2.9955,4.0819,8.1265,2.7662,4.8302,9.1834,5.4725,10.7719,2.8169,3.8928,2.5518,3.4063,3.8941,11.4824,4.6227,4.7486,5.1666,5.3534,5.4493,10.2515,1.9713,5.8439,3.9957,1.429,0.4836,1.6998,9.23,14.1754,4.0401,0.6113,3.6046,3.9552,14.3025,1.5375,5.6997,2.332,0.3206,7.5293,0.182,2.7876,2.1363,5.2477,1.1909,2.5908,15.3051,1.7364,7.8107,2.4176,0.4472,3.9684,-4.0006,1.477,5.438,4.2222,5.1798,8.1683,1.2094,1.3312,5.9135,1.7236,4.968,4.601,12.6312,3.3039,1.4036,5.8481,1.3401,4.0271,4.5473,4.1532,1.6503,4.3861,-1.5373,3.8934,8.967,5.0288,6.9034,2.2633,2.9342,12.4672,2.0695,7.2735,2.6943,7.7701,8.1921,9.0194,4.4396,4.399,4.1743,1.8483,1.766,5.4353,6.3503,2.9538,0.3957,3.3831,8.3381,14.6636,1.8047,1.066,1.2379,-2.3364,3.8505,2.7866,5.3615,9.4113,0.2259,3.8792,4.0927,0.9833,8.1758,4.7421,0.5063,3.5511,-0.146,-4.7591,4.2567,0.818,1.1866,1.1362,2.2993,1.818,0.3167,4.7088,2.7514,-8.035,4.0692,3.4589,3.1947,7.6339,4.7153,0.9156,3.4174,2.7502,6.4149,4.1549,1.2657,4.0934,8.4667,4.9491,1.1741,8.9568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-09-30,5.1423,3.9486,4.8072,4.9464,5.6465,3.5218,5.113,5.6798,4.5944,3.4633,12.2401,5.3226,4.4836,4.302,4.3981,2.4135,1.8181,1.7147,7.1986,3.7088,7.1207,0.5878,1.8386,11.9552,5.6256,3.8343,1.8708,3.6778,8.601,2.19,2.3693,4.0558,1.0945,5.901,5.7301,2.4072,1.5047,2.1547,4.8133,6.7455,3.8084,8.7847,0.5969,3.5982,5.7194,6.5727,6.0185,1.1992,1.6864,0.8391,5.7374,3.052,8.466,5.9549,3.846,4.6147,2.7757,6.2839,3.2861,3.8779,6.2052,5.9747,1.6131,4.9664,1.8114,5.8075,0.201,4.3951,3.0445,5.9811,7.488,4.3971,2.5008,3.307,1.0052,1.5727,3.506,0.8533,2.1998,1.3312,1.8096,2.1714,5.2633,0.8746,3.3184,4.9632,0.9534,2.1454,9.2339,1.1139,5.02,1.5503,3.6828,3.1723,6.315,0.8758,1.2319,0.8561,6.0759,1.1431,4.6887,0.9882,9.581,1.1818,4.5463,4.6665,5.5488,1.748,1.3192,2.1557,0.9707,4.6891,2.8637,0.8165,0.644,5.0834,6.2223,2.7289,0.496,1.8142,3.1374,2.7778,4.3871,2.4609,7.5577,1.8754,1.26,1.098,2.1489,0.8619,6.3305,4.8215,4.1835,0.455,1.0807,2.7472,1.2858,2.5398,9.282,14.9878,4.9831,0.8047,7.1026,3.8381,4.0946,1.1642,2.6859,2.5411,3.7274,2.2322,4.8781,1.5108,1.4936,2.4921,1.0511,3.8288,1.8239,1.0687,0.9346,0.9117,2.2813,1.6805,1.8714,3.0351,3.4945,8.1967,4.6364,1.0024,2.7971,2.7499,0.7439,2.9322,3.106,3.726,4.0693,4.6183,1.7075,4.9358,4.369,0.9628,3.1361,3.0958,1.459,2.6053,5.9147,1.0763,4.4386,4.6899,4.104,2.9847,1.3424,2.7548,8.2266,2.6143,3.0718,4.9604,1.8643,3.0165,3.4754,7.6199,5.8873,1.8272,4.371,5.2328,6.3067,8.2729,26.4152,9.7077,3.9559,3.6622,1.2997,3.5869,6.8048,3.0239,6.1106,7.2,3.9066,6.8263,2.0698,0.8614,8.1035,4.6562,1.7798,16.0174,10.4069,2.9685,7.7725,5.1008,1.7926,0.8782,1.0603,3.1987,16.0251,5.6012,4.5829,15.8113,3.0887,7.522,5.7482,1.0499,7.4009,0.8629,6.6952,7.3839,8.3962,5.366,6.0748,5.0071,7.6039,0.0859,7.7336,7.2254,1.172,2.4184,2.5406,8.5371,-10.1258,3.7717,5.0867,8.9907,5.2691,3.1282,0.9476,17.8645,2.2597,4.6931,5.1422,3.3807,6.2177,4.5334,5.3317,6.9608,3.2043,8.1427,3.4012,4.1698,4.6033,-15.5095,-3.3379,3.2964,6.5124,2.9188,4.6616,0.9042,90.5972,9.1607,0.8112,4.6108,3.3874,1.692,4.3234,2.5693,2.6816,6.4408,5.1769,3.5553,2.7203,5.0531,-2.0061,4.9713,16.3512,3.3817,4.4,1.6743,9.7927,3.0698,2.8098,2.94,11.3753,-4.3794,7.3336,0.8826,6.1812,2.2488,1.8034,2.8831,6.1423,9.9944,4.1838,5.2038,0.9062,4.1445,3.0468,-3.9175,9.8064,7.4072,4.5242,3.8928,8.4644,4.5817,3.0315,1.2734,3.1788,4.7328,8.1229,4.5024,2.1937,7.4241,3.2084,3.619,6.3062,8.8725,11.8368,6.718,1.2785,4.2992,6.4305,13.0236,0.6286,1.8311,8.2578,11.3693,5.2978,5.222,18.5177,16.3658,-2.9722,5.194,2.2044,2.0174,3.1937,2.9786,3.9371,3.555,3.055,10.1867,2.683,12.58,4.7422,2.058,5.4985,4.0633,1.2414,1.0572,7.3263,4.3171,4.5049,12.7647,3.8191,4.7712,4.8587,6.806,14.0236,3.5018,1.7142,4.0901,2.7152,2.0879,-2.9733,3.09,77.4144,4.4693,11.3468,7.6654,3.9005,4.3047,11.4294,5.5706,6.3532,2.553,4.1934,6.4887,6.2675,-0.9097,5.6328,4.1387,2.3358,1.3353,6.6563,15.717,-6.8742,5.4038,0.9735,7.2006,-0.7605,5.9208,2.93,3.5134,8.3662,4.8348,5.5249,6.6716,-0.1487,-0.2247,6.8795,5.465,7.1585,2.7192,4.3117,7.7404,2.7719,4.3887,9.6803,7.188,12.1538,2.9214,2.4122,3.1634,3.2756,3.9379,12.1486,5.034,4.843,5.8484,6.8182,5.3247,12.4944,1.8509,6.0122,4.0193,1.681,0.5004,1.9835,10.1078,14.3768,4.7515,0.6093,3.8812,3.8829,19.2378,1.473,4.5724,2.2308,0.4944,7.8555,0.2187,2.7451,1.9687,5.1973,1.8997,2.5656,14.4819,1.5714,7.8549,2.2913,0.4255,4.1527,-2.7024,1.5833,5.5724,4.0479,6.6437,9.0665,1.7259,1.3611,5.7231,1.781,5.4614,4.6451,11.0061,7.9933,1.4621,5.8231,1.3301,4.2291,4.5596,4.1346,4.0175,4.5887,-1.8269,3.8639,10.1648,7.4215,7.75,1.5703,3.4234,12.5803,2.5398,7.5109,3.1756,7.6253,5.9556,10.1096,5.5653,4.3466,4.1934,1.9489,1.7649,6.1355,4.5826,2.8257,0.8225,2.9472,9.3745,11.5387,1.9144,0.9484,1.2786,-1.9872,9.7971,2.9301,5.4891,11.2002,0.2833,3.6306,3.6736,0.9489,4.9415,4.6279,0.5394,3.8191,0.6682,-3.5287,4.3889,0.9317,1.2106,1.1338,1.9501,1.8396,0.2731,4.9768,2.869,-3.3541,3.775,2.819,3.5905,9.8389,4.5287,0.8986,3.8199,2.2712,7.2176,4.1744,3.4826,4.4839,10.2402,6.3855,1.2634,8.9425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
