Date,MOM,Mkt-RF,SMB,HML,RMW,CMA,RF
1964-01-03,-0.49960000000000004,0.77102,0.8714299999999842,0.9320520000000165,-0.7087599999999972,0.39037399999999334,0.0260016899999993
1964-01-10,-0.27096716067400717,0.872478206400884,0.2299837771087887,0.14668129995905055,0.19767801479171343,0.4744044316557172,0.06501690219713474
1964-01-17,1.2552901882751488,0.16964173442590713,0.12885766508465846,0.6281725960922468,-0.4597318267436812,0.8001258450845095,0.06501690219713474
1964-01-24,0.640508417246477,0.6604161686818433,-0.25149660426776466,0.2877073258068963,0.5492533439596103,-0.33020734325579504,0.06501690219713474
1964-01-31,0.12918362967520025,-0.28207915759341784,-0.907677441905641,-0.4797965909935309,0.5868473402036001,-0.1705842015063297,0.06501690219713474
1964-02-07,-0.4717457169702066,0.3997097705235264,-0.1902739707143275,0.008968915384022225,-0.30010072212088845,1.1750617451951717,0.07001960274419794
1964-02-14,0.3296676867411419,0.5403376208308996,0.23008596739146903,-0.020700732596756755,0.22966601462053315,-0.10124085070500888,0.07001960274419794
1964-02-20,0.24002887342811086,0.24018204560296574,-0.010412117184166458,1.6184648105503685,-0.04100579920002234,0.14956123386535847,0.05601176109764072
1964-02-28,-0.09058330311335627,0.35961046888268733,0.23993565135460582,1.1746333754940164,0.009812020483490613,-0.32015816219382875,0.07001960274419794
1964-03-06,-0.5393514553851508,0.6005056107392104,0.1787848606220166,0.24902320116610976,-0.5795722531620084,0.5206277624752564,0.07502250337529937
1964-03-13,0.6913218438076463,0.9632174396271287,-0.5397425631654573,1.144833561460401,-0.2504054788195931,0.7921051551440073,0.07502250337529937
1964-03-20,-0.28018756822384416,-0.19097714534344057,0.4505602500422201,0.6602195204506112,-0.5794152869136981,0.3693428506734042,0.07502250337529937
1964-03-26,0.30013184716639607,0.32975484908766006,0.8828007776165547,1.5471869428996143,-0.5792185999603183,0.9934066492063964,0.060013501350097975
1964-04-03,-0.3808033402978306,0.8408479797296531,0.4303647435955238,0.2965012041078463,0.15967671571375242,0.6811148533001798,0.06901902261837733
1964-04-10,0.2800365682493089,-0.07075952734522106,0.9129894603102429,-0.10163701960451688,-0.5396399602925372,-0.2503750814794703,0.06501690219713474
1964-04-17,-0.6687222487716915,0.6812853581361411,-0.7577522353469979,-0.7495013196371358,0.1188876034349029,-0.04066355457202908,0.06501690219713474
1964-04-24,-0.8084025076830481,-1.0575140415884587,-1.0953008530574015,-0.5099760926065122,-0.38119488232940535,-0.9467661609682709,0.06501690219713474
1964-05-01,0.8091037213715291,0.22260338538966362,-0.9365839467780024,0.5351443017713953,-0.8377867640921632,-0.5010153124038186,0.06501690219713474
1964-05-08,1.124658867808459,1.103418947638679,-0.5195914843496241,1.3660590202297929,-0.3796389605457695,0.24495706437905884,0.06501690219713474
1964-05-15,0.35965444411136804,0.0790298470502826,-0.10076717403788571,-0.23992396100509517,0.21001483142704114,0.12985773550762136,0.06501690219713474
1964-05-22,0.11888014956167314,-0.23216315580348867,0.3696887356826606,-0.12136081065894366,0.5309336175687296,-0.1611413700169373,0.06501690219713474
1964-05-28,0.05977875093197138,-0.2800642840895873,-0.1305411184953753,0.4706923219999881,-0.5992003580042593,0.48077744743746376,0.052010140878833155
1964-06-05,-1.1165444452826856,-1.7333318959174115,-0.3096960636489343,-0.06088732542703923,-0.18026766679524187,0.691647635048076,0.07001960274419794
1964-06-12,0.6201471460563379,0.5374186902153077,0.059589874004095655,-0.1719682841850867,0.8225989358281671,-0.5997839026509411,0.07001960274419794
1964-06-19,0.5306966947574709,1.5786799072044833,0.009936977498359312,0.7519252140732124,-0.7195957514092521,-0.3695871211341295,0.07001960274419794
1964-06-26,0.09823874425798351,0.6801183333817074,0.5902891165314061,0.41949499789220024,-0.6390314404975617,0.42028441068520106,0.07001960274419794
1964-07-02,0.26990254357832644,1.2245986245057239,-0.18998493249999804,-0.15105726570495692,0.19936789667001076,-0.49975173905678627,0.0540109309828507
1964-07-10,-0.06055912210484182,0.9028338841895911,0.11940808330308528,0.45991403651548524,0.3195238310573112,0.6309167147782402,0.06501690219713474
1964-07-17,-0.12061875797469979,0.7603024102439404,-0.07064942296231003,-0.2808515763054631,0.1784269323315213,0.299931682492649,0.06501690219713474
1964-07-24,-0.25009671546608603,-0.5392142188266669,0.5511230083369956,0.05985594563839847,-0.010190085992578535,0.5508040286368532,0.06501690219713474
1964-07-31,-0.08023686234363003,-0.3908716041068572,-0.07027980863545391,0.38024789175288287,-0.171043010968297,0.7111662099486216,0.06501690219713474
1964-08-07,-0.7305214827548423,-1.520539360597306,-0.43107992896925795,-0.01048565826886616,0.009636995971629148,0.3793630440087403,0.06501690219713474
1964-08-14,0.7213170875651986,0.6906846482476192,0.5611971991468456,0.13965850745520925,-0.3497968945620711,-0.3803731835467783,0.06501690219713474
