Date,RF_HXZ,Mkt-RF_HXZ,ME,IA,ROE,EG
1991-11-22,0.0977,-1.7409,-0.4808,-0.291,1.0881,0.3515
1991-11-29,0.0782,-0.227,-0.51,-0.3932,0.9465,0.5365
1991-12-06,0.0902,1.1433,-0.1499,-0.4444,2.3313,-0.3102
1991-12-13,0.0902,1.0925,-0.6161,-0.613,1.9005,-0.3526
1991-12-20,0.0902,0.3568,-0.6572,-0.4832,1.5602,0.5414
1991-12-27,0.0721,5.1931,-0.3193,-0.39,0.9026,0.0157
1992-01-03,0.0638,3.1349,0.8945,-0.1647,-2.2539,0.3155
1992-01-10,0.0694,0.0352,4.3146,-0.8553,0.4581,-0.4773
1992-01-17,0.0694,0.9443,1.3115,0.9092,-3.7515,-0.1502
1992-01-24,0.0694,-0.7243,0.4355,1.0137,0.5825,0.8351
1992-01-31,0.0694,-1.2439,1.5678,0.6424,0.4207,0.636
1992-02-07,0.0743,0.9553,1.352,-0.0822,0.7942,0.5144
1992-02-14,0.0743,0.3044,0.282,1.0376,-0.4292,0.7977
1992-02-21,0.0595,-0.4596,-0.3944,0.5979,-0.5123,0.8655
1992-02-28,0.0743,0.2854,0.1599,0.6739,0.8935,-0.0003
1992-03-06,0.0766,-2.0571,-0.0018,0.334,-0.5234,0.0246
1992-03-13,0.0766,0.2874,-0.6535,-0.4011,0.4777,0.1215
1992-03-20,0.0766,1.1166,-0.0005,1.11,0.4198,0.7859
1992-03-27,0.0766,-1.9061,-0.3683,0.5219,0.6839,0.3014
1992-04-03,0.0778,-1.0537,-1.4853,0.3177,1.0832,1.8513
1992-04-10,0.0785,0.3149,-1.4376,-0.1973,-0.3408,-0.6719
1992-04-16,0.0628,2.3668,-2.8373,0.5392,-0.1792,0.4597
1992-04-24,0.0785,-1.9447,-0.8199,1.2965,-1.3488,0.7589
1992-05-01,0.0766,0.9091,0.0326,0.3115,-0.8741,0.6734
1992-05-08,0.0689,1.0061,-0.0667,-0.3445,0.1802,-0.5187
1992-05-15,0.0689,-1.4295,0.0769,0.0454,-0.4323,0.0207
1992-05-22,0.0689,0.7957,-0.741,0.2049,-0.3441,-0.4308
1992-05-29,0.0551,0.4024,-0.1578,0.4649,0.4463,-0.0734
1992-06-05,0.0727,-0.4551,0.6073,0.5521,-0.7945,-0.6537
1992-06-12,0.0727,-1.2892,-1.4739,0.5915,-0.3226,-0.039
1992-06-19,0.0727,-1.8366,-1.8076,0.4631,0.1849,0.3247
1992-06-26,0.0727,-0.2212,-0.4254,-0.5795,1.6479,0.6466
1992-07-02,0.0553,2.2507,0.0971,-0.396,1.4103,0.108
1992-07-10,0.0657,0.6391,-0.2729,-0.0461,0.6037,-0.5754
1992-07-17,0.0657,0.2138,0.2429,0.0358,0.2043,-0.1491
1992-07-24,0.0657,-0.8159,0.2971,0.4586,0.6342,0.8757
1992-07-31,0.0657,2.9635,-0.7292,-0.1102,0.0096,0.3561
1992-08-07,0.062,-0.9842,0.7875,0.2319,1.2418,-0.497
1992-08-14,0.062,0.0907,-0.2994,-0.2193,0.4091,0.3241
1992-08-21,0.062,-1.1921,-0.2301,-0.4066,0.4249,-0.6696
1992-08-28,0.062,-0.1784,-0.4977,-0.4232,-0.5012,0.0074
1992-09-04,0.0614,0.7491,0.4224,-0.4505,1.0273,0.4627
1992-09-11,0.049,0.6888,-0.4821,-1.0945,0.0093,-0.4536
1992-09-18,0.0612,0.7008,-0.2141,0.395,0.5342,-0.0868
1992-09-25,0.0612,-1.8441,0.7335,0.8969,0.044,-0.8948
1992-10-02,0.0575,-0.9365,0.2161,0.2767,1.3388,0.2084
1992-10-09,0.0519,-1.4575,0.7645,-0.3464,1.3507,0.8422
1992-10-16,0.0519,1.9969,-0.6009,-0.9755,0.1594,-0.2137
1992-10-23,0.0519,0.9502,0.9317,0.1591,-0.7681,-0.9199
1992-10-30,0.0519,1.2964,0.3705,0.3075,0.6429,0.7329
1992-11-06,0.0586,0.2831,1.021,-0.7208,-1.0826,-0.7143
1992-11-13,0.0586,1.4739,1.8395,-0.8059,0.9408,0.5338
1992-11-20,0.0586,1.0006,0.2673,-0.2171,1.1883,-0.1363
1992-11-27,0.0469,0.9686,0.3257,0.6056,0.3825,0.26
1992-12-04,0.053,0.6529,1.494,0.3113,-0.1141,0.334
1992-12-11,0.0515,0.1957,-0.6719,0.9474,0.2612,0.8985
1992-12-18,0.0515,1.2574,-0.8292,0.5795,1.6612,0.1297
1992-12-24,0.0412,-0.0905,0.6172,0.162,0.0547,0.2391
1992-12-31,0.0412,-0.0857,2.1666,-0.6226,-0.6041,-0.7049
1993-01-08,0.0583,-1.5166,1.0502,1.0463,-0.9505,1.6739
1993-01-15,0.0583,2.0103,0.4237,-0.1512,0.1016,0.3438
1993-01-22,0.0583,0.1527,1.2843,1.0156,-0.0161,-0.2074
1993-01-29,0.0583,0.3116,-0.4716,1.0144,-0.5658,-1.8015
1993-02-05,0.0581,2.1619,-1.9133,1.8776,-1.2484,0.5051
1993-02-12,0.0581,-0.9819,-0.0338,0.489,-0.356,1.1108
1993-02-19,0.0465,-2.8818,-0.1287,1.5138,-0.7706,0.1982
1993-02-26,0.0581,1.9108,-1.3141,-0.2138,0.9094,0.3729
1993-03-05,0.0551,0.9361,0.7575,-0.1598,0.9827,0.3831
1993-03-12,0.0551,1.0436,0.3997,-0.0826,1.0211,0.249
1993-03-19,0.0551,-0.3133,-0.9861,1.0619,-1.0336,-1.1411
1993-03-26,0.0551,-0.3557,-0.1355,0.5172,-0.0775,0.2452
1993-04-02,0.0556,-1.4082,0.2689,0.3102,0.0355,0.5999
1993-04-08,0.0451,-0.2322,-0.843,0.884,-0.5791,2.0053
1993-04-16,0.0564,1.3867,-1.3618,1.2376,-0.9616,1.4635
1993-04-23,0.0564,-2.3802,1.4279,-1.5913,-1.0687,-0.7879
1993-04-30,0.0564,0.5792,-0.7034,0.0154,0.3185,-0.3974
1993-05-07,0.0542,1.0028,1.7082,-0.4048,1.0218,0.6036
1993-05-14,0.0542,-0.6644,0.3048,0.1069,-1.2709,-0.5163
1993-05-21,0.0542,1.5345,-0.2592,-0.4215,1.03,0.1493
1993-05-28,0.0542,0.9959,0.0008,-0.0983,-1.2994,-0.5151
1993-06-04,0.0501,0.0002,0.4259,1.0056,-0.8804,-0.3969
1993-06-11,0.0626,-0.928,-0.0,0.145,1.5689,1.0558
1993-06-18,0.0626,-0.5896,0.8336,0.6809,0.5541,0.3293
1993-06-25,0.0626,0.8519,-0.4839,0.2614,1.4413,0.3583
1993-07-02,0.0604,0.2563,2.0027,-0.3993,-0.0539,-0.2686
1993-07-09,0.0457,0.4143,-0.0716,0.863,0.6543,0.3842
1993-07-16,0.0571,-0.3891,0.8589,-0.0186,-0.3049,-0.0402
1993-07-23,0.0571,-0.0853,-1.1556,0.2637,-0.1688,1.2639
1993-07-30,0.0571,0.3988,0.5678,0.4789,-0.4006,-0.4321
1993-08-06,0.0574,0.446,0.7503,-0.7458,1.133,0.2528
1993-08-13,0.0574,0.3208,-0.1218,0.1948,-0.1008,-0.1415
1993-08-20,0.0574,1.4001,-0.4463,-0.4505,-0.2733,0.9013
1993-08-27,0.0574,0.7694,-0.4142,0.9429,-0.4992,-0.2273
1993-09-03,0.0566,0.6183,1.2486,-0.3187,0.1434,0.2042
1993-09-10,0.0448,-0.1874,-0.0663,0.1331,1.0857,0.5961
1993-09-17,0.056,-0.5553,0.2376,0.1225,0.3587,0.8693
1993-09-24,0.056,0.1965,0.9598,-0.8037,0.287,0.2402
1993-10-01,0.0554,0.8926,0.5428,1.8107,-0.9266,-0.9284
1993-10-08,0.0526,-0.2205,0.5969,-0.5679,-0.1884,-1.4816
1993-10-15,0.0526,1.9898,0.1251,-1.1089,-0.312,-0.1179
1993-10-22,0.0526,-1.5528,-0.1747,0.3297,-0.8463,0.6673
1993-10-29,0.0526,0.8884,0.2877,0.0895,0.1084,-0.1266
1993-11-05,0.0589,-1.9688,-0.5554,0.1284,-0.5671,-0.4152
1993-11-12,0.0589,1.4868,0.6024,-1.2121,-0.2147,0.1118
1993-11-19,0.0589,-1.2786,-1.395,0.7202,-0.2519,-0.4048
1993-11-26,0.0471,0.1919,-0.9342,-0.4669,-0.1673,0.2583
1993-12-03,0.0544,0.6785,1.0415,-0.8477,0.7662,0.7004
1993-12-10,0.0514,-0.2462,-0.0929,0.6623,0.4357,0.0971
1993-12-17,0.0514,0.2573,-0.2843,-0.1731,0.6937,0.8124
1993-12-23,0.0411,0.1043,-0.5573,0.5452,0.5882,1.3567
1993-12-31,0.0514,0.5701,2.4517,-0.4211,0.322,-0.1227
1994-01-07,0.0595,0.4215,-0.2482,0.4266,-1.5949,0.5782
1994-01-14,0.0595,1.055,-0.3303,-0.3543,0.5705,0.3467
1994-01-21,0.0595,-0.0724,1.0323,0.3361,0.2373,-0.2645
1994-01-28,0.0595,0.8794,-0.2907,0.1159,-0.2055,-0.0422
1994-02-04,0.0565,-1.8249,0.3502,0.8027,0.2743,-0.0347
1994-02-11,0.0557,0.1781,0.7,0.4848,0.701,0.9702
1994-02-18,0.0557,-0.2943,1.0138,-0.5369,1.0746,0.7972
1994-02-25,0.0446,-0.4093,-0.1723,-0.4879,0.5715,0.2162
1994-03-04,0.054,-0.0504,0.5002,-0.1477,0.9093,0.0587
1994-03-11,0.0536,0.3103,0.3558,0.4405,0.2446,0.5099
1994-03-18,0.0536,1.242,0.9321,-0.0199,-0.4761,0.2938
1994-03-25,0.0536,-2.0312,0.2234,0.0428,-0.6966,-1.5161
1994-03-31,0.0429,-3.8724,-2.1181,0.4985,0.3279,1.9592
1994-04-08,0.0713,0.5661,1.2596,-0.6726,1.1214,0.398
1994-04-15,0.0713,-0.7506,-1.7179,1.3771,-0.7038,-0.0914
1994-04-22,0.0713,-0.0941,-1.6228,0.8431,0.5176,1.0919
1994-04-29,0.057,0.9587,1.3174,-0.3174,0.6425,0.1377
1994-05-06,0.0749,-0.6707,0.5022,0.0949,-0.4824,0.0966
1994-05-13,0.0749,-1.3087,-1.0325,0.5335,-0.0028,1.1884
1994-05-20,0.0749,2.1682,-1.4351,0.3193,-0.3437,-0.1057
1994-05-27,0.0749,0.6555,-0.168,-0.305,-0.1587,0.3085
1994-06-03,0.0574,0.7247,0.5092,-0.5447,0.7611,-0.0853
1994-06-10,0.0708,-0.4239,-0.3648,0.9645,-0.8106,0.2447
1994-06-17,0.0708,-0.176,-0.0598,-0.0704,-0.1778,0.3706
1994-06-24,0.0708,-3.7841,-0.8,0.8151,0.2007,0.7035
1994-07-01,0.0704,0.9181,-0.3524,-0.7429,0.6213,-0.3331
1994-07-08,0.055,0.5998,-0.7676,-0.1107,0.4093,0.2124
1994-07-15,0.0687,1.2106,0.4608,0.2878,-0.2241,-0.5307
1994-07-22,0.0687,-0.3924,-0.4059,0.6629,0.0378,0.7086
1994-07-29,0.0687,0.9569,-0.411,-0.115,0.3736,-0.0524
1994-08-05,0.08,-0.1951,0.2827,0.2862,0.0546,1.1684
1994-08-12,0.08,1.1422,0.3402,-0.3178,0.9615,1.2466
1994-08-19,0.08,0.5211,0.8767,-0.7731,0.8015,0.0456
1994-08-26,0.08,2.0713,-0.0583,-0.4313,0.4349,-0.0017
1994-09-02,0.0828,-0.3799,1.2864,0.7855,0.1507,-0.1765
1994-09-09,0.0696,-0.4573,0.7148,0.1373,-0.1525,0.0034
1994-09-16,0.087,0.7351,0.7642,-0.2766,1.0328,0.278
1994-09-23,0.087,-2.5295,0.0198,0.4635,-0.5495,0.04
1994-09-30,0.087,0.7934,0.0305,0.0544,0.3863,0.9214
1994-10-07,0.0913,-1.7487,-0.4267,0.5993,-0.7416,0.5191
1994-10-14,0.0913,2.5677,-0.8293,-0.2545,1.0236,0.4809
1994-10-21,0.0913,-0.8583,0.3045,0.0117,0.4312,1.2431
1994-10-28,0.0913,1.6177,-1.0562,0.0841,-0.1007,0.0612
1994-11-04,0.0885,-1.8624,1.568,-0.8631,-0.0732,-0.2788
1994-11-11,0.0878,-0.3167,-0.7759,-0.5119,1.0356,0.9537
1994-11-18,0.0878,-0.3302,0.0932,-0.1571,0.7206,0.975
1994-11-25,0.0702,-2.122,-0.4733,-0.1352,-0.4648,-0.6125
1994-12-02,0.0948,0.0525,0.271,0.6325,0.6198,1.1268
1994-12-09,0.1053,-1.8867,-1.5607,0.9716,0.6808,1.5877
1994-12-16,0.1053,2.4418,-0.3993,0.0611,0.9077,-0.3216
1994-12-23,0.1053,0.5139,1.3781,-0.0922,0.927,1.3667
1994-12-30,0.0842,0.1815,1.9316,0.1385,0.7796,0.479
1995-01-06,0.079,0.1965,-0.8632,0.6118,-0.8788,0.0375
1995-01-13,0.0988,1.0765,-0.0589,-0.3383,0.5912,0.0436
1995-01-20,0.0988,-0.2196,-0.1991,0.0123,0.0844,0.4869
1995-01-27,0.0988,0.79,-0.8573,-0.134,-0.0581,0.4146
1995-02-03,0.1023,1.7719,-0.7765,-0.9474,0.0991,-0.3352
1995-02-10,0.1047,0.8261,0.7943,-0.6098,0.2699,0.3096
1995-02-17,0.1047,-0.0303,-0.4301,0.6169,0.273,0.3103
1995-02-24,0.0837,0.9712,-0.9233,-0.0314,-0.2928,0.4223
1995-03-03,0.0957,-0.3052,0.5384,-0.4239,1.0417,0.5766
1995-03-10,0.0897,0.4932,-0.973,0.2647,0.6969,0.4493
1995-03-17,0.0897,0.9739,-0.351,-0.4276,0.3704,0.6291
1995-03-24,0.0897,0.9267,-0.7096,0.2297,0.5869,1.1078
1995-03-31,0.0897,0.1215,0.6113,0.6246,-1.2034,-1.5706
1995-04-07,0.1169,0.71,-0.7488,0.0707,-0.6221,0.339
1995-04-13,0.0935,0.7496,0.8117,-0.4824,0.5387,1.0982
1995-04-21,0.1169,-0.4972,-0.4736,1.318,-0.4139,0.4868
1995-04-28,0.1169,1.1403,0.5092,-0.7933,0.7754,1.606
1995-05-05,0.1215,0.6915,-1.2002,0.5913,-0.4678,0.9809
1995-05-12,0.1215,1.2906,0.0075,-0.1228,0.0846,-0.938
1995-05-19,0.1215,-1.0475,1.1981,0.0214,0.3437,0.4425
1995-05-26,0.1215,0.6967,-0.6711,-0.0455,-0.7138,0.9195
1995-06-02,0.0913,1.3931,-0.6035,-0.0307,0.1786,0.4549
1995-06-09,0.1069,-0.5694,1.2191,-0.761,-0.2835,-0.3797
1995-06-16,0.1069,2.1645,0.0864,-0.5391,0.0343,0.2744
1995-06-23,0.1069,1.7898,-0.0713,-0.6414,2.1012,1.2851
1995-06-30,0.1069,-0.8164,0.9156,0.6091,-0.1612,0.1318
1995-07-07,0.0903,2.239,-0.2836,-0.6134,0.8093,-0.5435
1995-07-14,0.1129,0.8454,1.4796,-1.0572,0.5905,1.2068
1995-07-21,0.1129,-1.4129,-0.4817,0.7513,-0.3504,-0.4434
1995-07-28,0.1129,2.1369,0.8309,-1.2317,0.1869,0.3856
1995-08-04,0.1031,-0.7881,0.2096,0.6797,-1.1841,-0.5046
1995-08-11,0.1006,-0.3002,0.9864,-0.0059,0.2004,1.228
1995-08-18,0.1006,1.1697,0.862,-0.2697,0.2204,0.0861
1995-08-25,0.1006,0.0163,0.3937,0.8853,-0.066,-0.0772
1995-09-01,0.102,0.6445,-0.1019,0.6866,0.1898,-0.139
1995-09-08,0.086,1.9284,1.2236,-0.8192,0.6845,1.3863
1995-09-15,0.1076,1.3091,-1.0661,1.5765,-0.0911,-0.2374
1995-09-22,0.1076,-0.3475,-0.157,-0.4263,0.5156,1.1855
1995-09-29,0.1076,0.1571,-0.6106,1.3897,0.6476,1.0946
1995-10-06,0.1069,-0.9658,-2.2894,1.1473,0.0335,0.9382
1995-10-13,0.1069,0.4188,-0.6621,-0.1161,0.3278,0.1461
1995-10-20,0.1069,0.3481,-1.0675,0.0026,0.7218,1.4853
1995-10-27,0.1069,-1.6531,-1.1172,0.0365,1.4471,1.7721
1995-11-03,0.1014,2.2341,0.119,-0.6894,-0.1044,-0.3206
1995-11-10,0.0977,0.2839,0.6041,-0.0125,0.2835,-0.3975
1995-11-17,0.0977,0.6897,-1.2472,1.5178,-0.1315,0.0862
1995-11-24,0.0781,-0.2652,-0.6528,0.6925,0.0577,-0.5699
1995-12-01,0.1025,1.4681,0.8116,0.0649,-0.0874,0.1053
1995-12-08,0.1218,1.143,-0.7732,0.1804,0.5143,0.6937
1995-12-15,0.1218,-0.6979,-0.0411,1.3794,0.6596,0.3343
1995-12-22,0.1218,-0.3453,0.8265,0.3916,-1.1851,-0.3902
1995-12-29,0.0974,0.7952,0.2445,0.2997,0.5012,-0.1067
1996-01-05,0.0776,-0.4549,-0.8587,1.1577,-1.1155,-1.0793
1996-01-12,0.0971,-2.3123,0.1581,0.3524,-0.5265,0.0695
1996-01-19,0.0971,1.2859,-1.4496,1.3652,-0.0152,1.2395
1996-01-26,0.0971,1.6812,0.1206,-0.2859,0.2837,1.4042
1996-02-02,0.0973,2.2667,0.0135,-0.6574,0.1876,-0.3205
1996-02-09,0.0976,2.6968,-1.844,-0.1271,1.7145,0.9617
1996-02-16,0.0976,-0.8213,1.3594,-0.1091,-0.8283,-0.4043
1996-02-23,0.078,1.6221,-0.3883,-0.9281,1.2586,0.434
1996-03-01,0.0968,-2.0176,2.5303,1.2496,0.542,-0.1045
1996-03-08,0.0937,-1.5484,-0.5379,-0.8398,-0.1668,-0.8168
1996-03-15,0.0937,1.4284,0.7487,-0.3689,1.2498,-0.1866
1996-03-22,0.0937,1.1479,0.4768,0.1133,-0.1634,-0.0733
1996-03-29,0.0937,-0.5238,1.5013,-0.1978,-0.4979,-0.2954
1996-04-04,0.0871,1.4329,0.3604,0.9996,0.8377,1.0392
1996-04-12,0.1088,-2.713,1.6487,-0.7478,0.5787,-0.2605
1996-04-19,0.1088,1.5044,1.1609,-0.7739,0.9293,0.7882
1996-04-26,0.1088,1.7653,1.4778,-1.1171,0.5592,-0.1782
1996-05-03,0.0977,-1.3764,1.9448,-0.1366,-0.3773,-0.3382
1996-05-10,0.0904,1.3825,0.556,1.084,1.1067,-0.3329
1996-05-17,0.0904,2.6202,0.3911,-0.7491,0.5958,-0.6886
1996-05-24,0.0904,1.133,0.8702,1.3659,0.5789,-0.255
1996-05-31,0.0723,-1.2233,0.8618,-0.7431,-0.2806,-0.0117
1996-06-07,0.0999,0.1648,-1.3939,0.3716,0.0495,0.573
1996-06-14,0.0999,-1.0394,0.2128,0.8762,-0.1599,-0.4143
1996-06-21,0.0999,-0.838,-3.5397,0.3738,0.315,0.8039
1996-06-28,0.0999,0.581,0.384,0.1557,0.6716,0.8477
1996-07-05,0.0816,-1.9481,0.6109,0.665,0.4001,-0.0384
1996-07-12,0.102,-2.611,-2.7792,2.3994,0.3765,1.5173
1996-07-19,0.102,-1.0557,0.5503,-0.918,0.6528,0.2033
1996-07-26,0.102,-0.8547,-2.011,-0.0168,0.9239,1.0298
1996-08-02,0.0986,3.883,-0.9151,-1.288,0.5263,0.1878
1996-08-09,0.0935,-0.0539,0.7733,-0.4663,-0.0721,-0.2489
1996-08-16,0.0935,0.6169,-0.1618,0.4083,0.0042,-0.5406
1996-08-23,0.0935,0.3077,0.4949,-0.1318,0.1921,0.1033
1996-08-30,0.0935,-1.5377,2.1704,-0.3613,-0.1777,-0.3911
1996-09-06,0.0873,0.3003,0.1907,1.1857,0.5856,0.6115
1996-09-13,0.1092,3.3963,-1.5589,-1.0804,0.4891,0.4069
1996-09-20,0.1092,0.8584,-0.933,-1.2236,0.7517,1.068
1996-09-27,0.1092,0.1907,0.9904,-0.8212,0.3369,0.9527
1996-10-04,0.0956,1.8925,-0.6739,1.328,0.6015,0.4117
1996-10-11,0.0922,-0.3151,-0.1708,-0.5511,0.1807,0.8914
1996-10-18,0.0922,0.9502,-0.9092,1.522,0.9303,0.5547
1996-10-25,0.0922,-1.6436,0.21,0.9868,-0.0757,0.0282
1996-11-01,0.0934,0.0556,-1.4057,0.5247,0.3978,1.4649
1996-11-08,0.0984,3.3263,-2.1088,-0.655,1.1322,1.4706
1996-11-15,0.0984,0.781,-0.7245,0.2725,-0.6113,1.3546
1996-11-22,0.0984,1.1203,-0.3673,-0.3251,0.127,1.2509
1996-11-29,0.0787,1.0864,0.1901,-0.346,0.0327,0.9017
1996-12-06,0.1047,-1.819,1.8099,-0.2614,-0.9682,-0.2165
1996-12-13,0.1047,-1.4257,1.0546,0.0978,0.2453,1.3926
1996-12-20,0.1047,2.0409,-1.0752,1.3751,1.0408,0.9111
1996-12-27,0.0837,0.8619,-0.65,0.5539,0.7136,0.4511
1997-01-03,0.0783,-0.6531,1.8913,-0.7439,-0.435,-0.1436
1997-01-10,0.0911,1.5456,0.0661,0.0592,0.149,-1.1674
1997-01-17,0.0911,1.8136,-0.7058,0.3371,1.2516,1.4298
1997-01-24,0.0911,-0.5499,0.5582,-0.5322,-0.3767,0.3898
1997-01-31,0.0911,1.5089,-0.4697,-0.2574,1.0383,1.0992
1997-02-07,0.0995,0.0135,-0.2241,0.8515,0.2126,0.3832
1997-02-14,0.0995,1.9927,-1.2518,0.3818,0.2473,0.5632
1997-02-21,0.0796,-1.0335,-0.0062,1.246,-0.881,-0.0667
1997-02-28,0.0995,-1.4109,-1.0712,0.494,-1.1693,-0.335
1997-03-07,0.1076,1.6421,-0.0139,-0.1668,0.4464,-0.8622
1997-03-14,0.1076,-1.5416,-0.6676,-0.3016,-0.4858,-0.1553
1997-03-21,0.1076,-1.6241,-0.8072,1.3874,0.883,-0.4285
1997-03-27,0.0861,-1.2856,0.4936,0.0613,1.0851,1.1738
1997-04-04,0.0998,-2.1505,0.1389,-1.0632,0.647,1.0671
1997-04-11,0.0979,-2.302,1.8358,0.5547,-0.3374,-0.7303
1997-04-18,0.0979,2.8941,-2.3379,0.1108,1.3303,1.4434
1997-04-25,0.0979,-0.8088,-1.2274,0.6951,1.6475,0.953
1997-05-02,0.0993,6.1299,-0.9876,-2.6112,0.661,1.0329
1997-05-09,0.1013,1.5904,0.7672,-0.4344,-0.1514,-0.3679
1997-05-16,0.1013,0.6495,0.107,-0.1844,-0.3638,-0.7957
1997-05-23,0.1013,2.0752,0.9511,-0.7512,0.5529,0.1377
1997-05-30,0.0811,0.4651,1.0694,-0.4427,-0.3806,-0.7352
1997-06-06,0.089,1.1776,1.4409,0.5116,0.1669,-0.9723
1997-06-13,0.089,3.3477,-2.6949,0.4503,0.3067,0.4774
1997-06-20,0.089,0.7013,-0.0514,-1.0131,0.7565,0.2386
1997-06-27,0.089,-1.0569,1.0914,0.4337,0.7232,0.292
1997-07-03,0.0763,2.8491,-1.3928,-0.3234,0.2686,0.1531
1997-07-11,0.0974,0.3935,1.0633,-1.5633,0.7591,0.5596
1997-07-18,0.0974,0.1323,1.2917,-1.2692,1.0751,0.2905
1997-07-25,0.0974,2.0704,-1.1653,-0.1598,-0.1243,0.4345
1997-08-01,0.0972,1.0078,0.6517,0.2064,-0.5118,0.2036
1997-08-08,0.0965,-1.2116,1.2608,-0.6111,-0.2742,0.2217
1997-08-15,0.0965,-2.8099,2.1805,0.5741,-0.9922,0.3486
1997-08-22,0.0965,2.0418,-0.5991,-0.3396,0.4267,0.6724
1997-08-29,0.0965,-1.5568,4.0601,-0.2842,-0.7266,-1.1158
1997-09-05,0.087,2.9321,-0.316,-0.4167,0.2837,0.2742
1997-09-12,0.1088,-0.0905,1.8894,0.1502,-1.1112,-1.1726
1997-09-19,0.1088,2.5151,-1.0308,-0.1516,0.1937,-0.6386
1997-09-26,0.1088,-0.3996,1.1502,0.622,-0.3314,-0.3651
1997-10-03,0.0944,1.9744,0.3708,-0.5201,-0.0197,-0.4827
1997-10-10,0.0849,0.4875,0.7704,-0.4876,0.2972,-0.6871
1997-10-17,0.0849,-2.5406,-0.892,1.1806,-1.0763,-0.8418
1997-10-24,0.0849,-0.2478,-0.2551,1.6462,-0.699,-0.7575
1997-10-31,0.0849,-3.108,-0.5255,0.5996,0.4304,0.7152
1997-11-07,0.0992,1.064,-0.8492,0.1982,0.6163,0.1311
1997-11-14,0.0992,-0.412,-1.7125,1.1293,0.6236,1.7193
1997-11-21,0.0992,3.1502,-2.309,0.858,0.3844,1.5789
1997-11-28,0.0793,-0.7952,-0.6459,0.717,-0.2335,0.2484
1997-12-05,0.105,2.7764,-1.2233,0.2104,1.1727,-0.9835
1997-12-12,0.105,-3.337,-0.8699,1.6727,-0.5634,-1.2301
1997-12-19,0.105,-0.6513,-0.5624,0.4704,0.4894,0.7961
1997-12-26,0.084,-0.8922,0.7111,1.29,-0.2014,0.1781
1998-01-02,0.084,3.8392,-0.3867,-1.6823,0.7765,-0.3876
1998-01-09,0.1049,-4.931,0.3541,1.0531,0.0871,0.5799
1998-01-16,0.1049,3.3693,-0.7012,-0.4256,0.5342,0.1795
1998-01-23,0.0839,-0.4101,-0.0565,-0.6113,0.6767,0.1164
1998-01-30,0.1049,2.1158,-0.6848,-1.1565,0.857,0.8876
1998-02-06,0.1011,3.3153,0.5932,-1.1679,0.7157,0.0921
1998-02-13,0.1011,0.9915,0.8707,-0.6381,-0.421,-0.8368
1998-02-20,0.0809,1.102,-0.7174,-0.3153,0.4839,0.3115
1998-02-27,0.1011,1.4518,0.266,-0.2558,0.2601,0.1624
1998-03-06,0.1018,0.5452,-0.1589,0.6916,-0.5789,-1.5517
1998-03-13,0.1018,1.2876,0.0307,0.4424,-0.5496,-0.4012
1998-03-20,0.1018,2.4368,-1.2415,0.8865,-0.2045,0.2688
1998-03-27,0.1018,-0.1959,0.7646,-1.2163,0.5001,0.1604
1998-04-03,0.1021,2.2038,-0.4429,-0.7636,0.4986,0.3089
1998-04-09,0.0819,-1.041,0.3907,0.9879,-0.6302,-0.0792
1998-04-17,0.1024,1.2438,0.0886,0.1688,-0.0435,1.0291
1998-04-24,0.1024,-1.415,0.5815,-0.5231,0.8598,2.0414
1998-05-01,0.1009,0.9396,-0.2354,-0.0485,-0.5628,-0.7729
1998-05-08,0.095,-1.0392,0.0038,0.2803,-0.3127,1.0368
1998-05-15,0.095,-0.407,-0.7196,0.9812,0.7104,-0.2099
1998-05-22,0.095,-0.4925,-1.0667,0.7179,1.4426,0.5688
1998-05-29,0.076,-1.7246,-0.5609,0.388,0.2878,-0.0233
1998-06-05,0.0912,1.5094,-2.0475,1.0295,1.029,0.6939
1998-06-12,0.0912,-1.5568,-0.9684,0.4539,1.0074,-0.1333
1998-06-19,0.0912,0.1011,-0.8407,-1.1028,0.5725,-0.3864
1998-06-26,0.0912,2.8054,-0.3251,-1.422,0.1253,0.48
1998-07-02,0.0716,1.2893,0.2644,0.4316,0.1247,-0.9922
1998-07-10,0.0879,1.3852,-0.9299,-1.2207,0.8748,-0.0804
1998-07-17,0.0879,1.7099,-1.2325,-0.4589,-0.4649,0.7271
1998-07-24,0.0879,-4.155,-1.0737,2.1152,0.661,1.1521
1998-07-31,0.0879,-2.1816,-2.0454,0.5223,0.0574,1.6231
1998-08-07,0.0954,-2.5223,0.9434,-0.6415,-0.6687,1.5323
1998-08-14,0.0954,-2.5411,-1.2324,1.2383,0.4403,1.5006
1998-08-21,0.0954,0.81,-3.5809,0.8987,1.4695,1.7312
1998-08-28,0.0954,-6.0056,-4.1098,2.6178,2.0113,2.232
1998-09-04,0.0928,-5.182,0.3115,1.4045,-0.2495,1.4612
1998-09-11,0.0737,3.1775,-2.1271,-1.5562,-0.6182,0.6412
1998-09-18,0.0921,1.619,0.6482,-0.2588,-0.5542,-1.2145
1998-09-25,0.0921,2.1217,-1.545,-1.2344,-0.538,0.2355
1998-10-02,0.0857,-4.228,-0.0234,4.1879,0.1951,2.0325
1998-10-09,0.0761,-3.3318,-6.072,2.983,0.6098,2.2625
1998-10-16,0.0761,7.6114,-0.0833,-2.6456,1.9683,-2.0411
