Date,MSFT,LLY,WMT,XOM,PG,HD,COST,ORCL,MRK,CVX,AMD,ADBE,KO,MCD,CSCO,ABT,IBM,CMCSA,VZ,CAT,NKE,AMGN,AMAT,GE,UNP,TXN,SPGI,LOW,COP,HON,SYK,BA,T,RTX,MDT,TJX,ETN,DE,ADP,BMY,MMC,ADI,MU,KLAC,FI,SHW,ITW,SO,CSX,BDX,TGT,CL,SLB,NOC,PH,EOG,CTAS,TT,FDX,EMR,ECL,NSC,ADSK,PCAR,MMM,F,OXY,APD,ROST,GWW,HUM,HES,PAYX,WMB,OKE,KMB,AEP,NEM,D,JCI,EA,GIS,PPG,KR,XEL,VMC,EFX,ED,HAL,PEG,ADM,HPQ,GLW,CAH,EIX,WY,DOV,PHM,JBHT,DTE,ROL,ETR,IFF,BAX,GPC,LUV,PPL,CCL,ES,CLX,COO,CNP,CMS,BBY,HRL,MAS,MGM,EQT,RPM,SWK,TAP,CAG,MRO,CPB,IP,IPG,TOL,NI,CASY,TTC,BBWI,SCI,CLF,CCK,CHE,GNTX,PVH,GPS,FMC,HRB,OGE,OLN,WHR,ARW,BC,MUR,TKR,NEU,HOG,R,LPX,UGI,SPXC,CRUS,FSS,KBH,ALK,GATX,IDA,CBT,NFG,MDU,BCO,HP,WDFC,MAN,BKH,AVNT,JWN,PNM,CRS,WOR,NWL,FL,TGNA,AIN,LEG,SXT,AGYS,AIR,TRN,TDS,OII,PLAB,MLKN,WGO,EAT,KMT,LUMN,CBRL,OMI,CAL,UVV,DLX,NBR,PBI,NVRI,OSUR,AMZN,NVDA,BRK/B,UNH,ACN,INTU,QCOM,ISRG,BKNG,VRTX,REGN,MDLZ,BSX,SNPS,MCO,MCK,APH,ORLY,ROP,RSG,PXD,EW,EL,DHI,CPRT,IDXX,AZO,COR,STZ,URI,A,CTSH,FIS,GPN,CSGP,MLM,DLTR,PWR,RCL,ANSS,WTW,BF/B,RMD,ZBH,MTD,WAB,GRMN,SBAC,ALGN,EBAY,FE,IRM,STLD,AXON,VRSN,DRI,AKAM,LH,HUBB,NTAP,AEE,FDS,JBL,MKC,RS,OMC,WSO,LII,POOL,MANH,PKG,DGX,ALB,SJM,LECO,NBIX,INCY,AOS,JNPR,TFX,CRL,EME,AES,TECH,FFIV,LAMR,DVA,PAG,X,UTHR,TREX,EMN,HSIC,WCC,ALV,SKX,CHDN,ATR,CHRW,AGCO,FIX,MTN,OLED,LAD,EXP,CIEN,MKSI,AMKR,UFPI,BWA,NYT,INGR,FLR,LSTR,NOV,FCN,BYD,NSIT,EXEL,NOVT,OPCH,MTZ,MSM,SON,FLS,ATI,M,SEE,PII,MMS,KEX,EEFT,COLM,RYN,SLGN,ALKS,MOG/A,ASGN,SRCL,AEO,SM,PRGO,PTEN,SAM,CRVL,ACLS,TEX,AEIS,URBN,GPI,NEOG,WOLF,AZTA,NSP,MHO,GFF,ITRI,IART,ARCB,SHOO,KFY,ZD,KSS,BRC,IOSP,CWT,PDCO,WERN,MODG,ICUI,CENT,PRGS,PZZA,STRA,OSIS,CPK,VCEL,VIAV,VYX,CRK,CPE,MYGN,BKE,ATGE,EPC,VECO,WLY,UPBD,BFH,MRCY,CNXN,EPAC,CSGS,NTCT,HLX,LNN,SMTC,LGND,PDFS,WNC,PRDO,SCHL,FDP,TGI,FWRD,BHE,SCSC,UNFI,CENX,AXL,NUS,MATW,TTEC,TWI,HAIN,HIBB,ETD,SCVL,MD,AORT,DRQ,MYE,VVI,MATV,HSII,HVT,RGP,MCS,OIS,Unnamed: 428,Unnamed: 429,Unnamed: 430,Unnamed: 431,Unnamed: 432,Unnamed: 433,Unnamed: 434,Unnamed: 435,Unnamed: 436,Unnamed: 437,Unnamed: 438,Unnamed: 439,Unnamed: 440,Unnamed: 441,Unnamed: 442,Unnamed: 443,Unnamed: 444,Unnamed: 445,Unnamed: 446,Unnamed: 447,Unnamed: 448,Unnamed: 449,Unnamed: 450,Unnamed: 451,Unnamed: 452,Unnamed: 453,Unnamed: 454,Unnamed: 455,Unnamed: 456,Unnamed: 457,Unnamed: 458,Unnamed: 459,Unnamed: 460,Unnamed: 461,Unnamed: 462,Unnamed: 463,Unnamed: 464,Unnamed: 465,Unnamed: 466,Unnamed: 467,Unnamed: 468,Unnamed: 469,Unnamed: 470,Unnamed: 471,Unnamed: 472,Unnamed: 473,Unnamed: 474,Unnamed: 475,Unnamed: 476,Unnamed: 477,Unnamed: 478,Unnamed: 479,Unnamed: 480,Unnamed: 481,Unnamed: 482,Unnamed: 483,Unnamed: 484,Unnamed: 485,Unnamed: 486,Unnamed: 487,Unnamed: 488,Unnamed: 489,Unnamed: 490,Unnamed: 491,Unnamed: 492,Unnamed: 493,Unnamed: 494,Unnamed: 495,Unnamed: 496,Unnamed: 497,Unnamed: 498,Unnamed: 499,Unnamed: 500,Unnamed: 501,Unnamed: 502,Unnamed: 503,Unnamed: 504,Unnamed: 505,Unnamed: 506,Unnamed: 507,Unnamed: 508,Unnamed: 509,Unnamed: 510,Unnamed: 511,Unnamed: 512,Unnamed: 513,Unnamed: 514,Unnamed: 515,Unnamed: 516,Unnamed: 517,Unnamed: 518,Unnamed: 519,Unnamed: 520,Unnamed: 521,Unnamed: 522,Unnamed: 523,Unnamed: 524,Unnamed: 525,Unnamed: 526,Unnamed: 527,Unnamed: 528,Unnamed: 529,Unnamed: 530,Unnamed: 531,Unnamed: 532,Unnamed: 533,Unnamed: 534,Unnamed: 535,Unnamed: 536,Unnamed: 537,Unnamed: 538,Unnamed: 539,Unnamed: 540,Unnamed: 541,Unnamed: 542,Unnamed: 543,Unnamed: 544,Unnamed: 545,Unnamed: 546,Unnamed: 547,Unnamed: 548,Unnamed: 549,Unnamed: 550,Unnamed: 551,Unnamed: 552,Unnamed: 553,Unnamed: 554,Unnamed: 555,Unnamed: 556,Unnamed: 557,Unnamed: 558,Unnamed: 559,Unnamed: 560,Unnamed: 561,Unnamed: 562,Unnamed: 563,Unnamed: 564,Unnamed: 565,Unnamed: 566,Unnamed: 567,Unnamed: 568,Unnamed: 569,Unnamed: 570,Unnamed: 571,Unnamed: 572,Unnamed: 573,Unnamed: 574,Unnamed: 575,Unnamed: 576,Unnamed: 577,Unnamed: 578,Unnamed: 579,Unnamed: 580,Unnamed: 581,Unnamed: 582,Unnamed: 583
2001-09-28,15.1394,8.3409,6.9893,5.0831,5.0716,12.0911,6.3038,11.2449,7.2803,5.6692,2.3386,19.9057,9.3044,4.1525,11.5919,5.5357,3.2062,1.167,1.6368,1.8342,6.5206,41.5489,12.4311,1.0904,1.0655,8.9543,4.6577,5.1351,2.0491,3.4138,8.1683,2.6079,2.4952,3.4662,27.2601,7.1041,2.8625,1.2405,2.4238,7.2959,4.6091,7.4168,11.6655,6.8181,2.1188,4.0042,5.5043,1.3135,1.0429,5.5415,4.1941,7.5861,2.9983,2.4562,3.567,3.2798,13.1109,3.7032,3.4554,4.9687,5.4835,1.0264,5.482,1.5836,5.5263,0.7494,2.0617,2.9576,6.1538,7.0816,3.9226,2.0967,5.5873,0.8836,1.474,4.478,0.8603,1.7231,1.1261,3.0744,16.3788,4.57,3.7931,4.8971,1.0225,3.7936,4.8713,1.8252,3.438,0.9123,2.5137,4.1162,1.3392,6.4767,-0.0366,2.0258,6.0379,2.4348,2.7986,0.9649,5.4525,1.0323,5.9937,4.9975,6.3068,3.2812,1.2832,3.6937,0.8529,6.5364,5.3072,1.5937,0.7692,6.2307,5.5805,3.9755,0.9641,2.3549,3.3798,4.4453,4.0983,3.3362,3.9108,5.0954,1.7712,1.7093,3.1069,1.4289,4.7564,3.7062,7.0666,0.4035,1.2754,1.1322,4.0504,40.3474,4.1346,6.2149,1.7882,3.9317,1.6742,1.9777,3.0389,3.7803,2.7097,3.6897,1.9632,0.9238,8.5853,1.6274,1.1773,1.7362,2.0251,3.9604,3.283,2.7906,1.1184,1.0128,1.3915,4.0007,1.7903,2.1686,2.1699,4.6361,5.9811,4.6962,1.8982,1.8592,2.9815,1.7722,1.8491,3.1695,3.4616,4.1066,6.0354,2.31,4.7772,3.6614,3.9033,2.9331,1.9509,1.9995,2.3582,3.0777,4.5781,6.1334,5.4573,3.1571,1.9909,4.6012,6.4164,3.4747,3.195,8.8778,2.1396,1.9799,2.495,18.2872,-1.2232,7.3612,1.2058,4.7488,4.0365,7.7762,27.0267,6.6027,0.8867,1.6713,23.6858,3.4994,5.363,5.1414,8.5124,5.6372,5.6275,6.2931,7.1427,2.7544,0.4946,3.71,6.9364,3.1676,23.8472,8.3249,3.7204,2.7119,2.8047,2.0492,4.4775,8.9152,2.2411,8.2776,13.7253,2.9464,8.8251,3.9913,0.9373,9.1377,0.5016,6.907,6.524,4.7353,4.0016,2.3266,14.5137,0.3894,-0.5853,39.3798,1.1806,1.8347,1.3739,7.1327,-34.436,3.656,-16.4248,8.4704,4.1478,13.8157,1.3839,18.4463,5.9273,4.1078,4.3214,2.5103,5.0178,3.913,6.8166,10.0179,2.5193,4.7017,2.7731,4.7919,4.5839,14.8623,2.8761,3.4796,2.5895,3.8081,4.0217,3.7831,0.6593,22.5824,5.4466,1.1229,4.8108,5.771,1.115,8.9335,2.7812,2.0095,5.5024,4.5742,3.6684,4.8984,2.483,3.9742,12.1334,2.6394,3.5536,1.4169,6.299,4.5123,2.4805,7.0901,8.1295,1.0311,5.3688,2.5841,4.5385,1.9523,4.414,6.7864,3.6914,9.0311,1.4599,7.869,1.7934,3.4086,5.964,2.7123,12.1937,3.1928,2.6672,2.0246,2.6431,3.5346,5.4383,15.6329,2.6878,-0.9563,5.4856,1.8735,2.0678,2.5591,2.5814,25.4527,4.2917,14.4123,4.9106,6.1066,5.1042,8.088,17.2925,7.0187,2.2305,3.2806,5.6247,6.3898,17.5323,23.4836,1.9416,20.6768,3.655,4.6305,3.4836,17.9062,3.7709,10.4367,3.8637,4.7214,9.3393,9.3727,2.3326,1.2815,13.5125,3.7833,7.5687,22.3577,2.7577,5.5352,6.9432,7.859,3.7487,2.6605,22.9093,-21.708,2.4818,1.5515,0.5956,19.8107,9.7704,10.1238,2.9802,5.8942,6.4339,4.6784,0.834,21.3192,7.6771,6.9798,13.9646,5.2998,3.072,10.0073,5.2086,-8.3268,12.9448,1.4463,9.3122,2.6258,3.1443,3.4412,14.7832,4.055,1.5133,6.1675,1.3931,2.4291,5.984,6.6688,4.7101,0.7671,8.6042,5.1074,7.623,1.5394,8.7539,19.7838,4.0376,2.8578,-0.2709,2.4928,2.9349,3.3777,23.5151,1.6907,1.3724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,17.7353,7.9001,6.2173,5.1837,4.5954,10.238,5.8863,13.2747,6.9395,3.6437,2.9696,20.0388,9.719,3.9313,10.5051,6.0042,3.7489,1.7203,1.4844,1.7776,7.0292,31.3421,10.8161,0.9907,1.2522,9.0505,5.1169,5.011,2.0747,3.9794,8.9106,2.5881,2.3072,3.7427,11.7492,6.7693,2.7735,0.9851,2.662,6.271,4.8542,6.47,9.2544,9.4924,2.4622,4.9168,6.6121,1.2726,1.0769,4.9726,3.6359,7.8427,3.4817,2.3551,3.7473,3.2399,11.6949,3.8298,3.5563,5.2124,4.7123,1.11,4.9837,1.6697,6.6305,0.6023,1.9846,3.1881,6.2989,8.1695,3.7404,1.9682,5.5075,0.631,0.6656,4.807,0.7579,1.4968,0.9318,1.6212,11.9607,1.7069,4.0759,4.7055,0.8891,4.3648,5.292,1.3011,3.0276,0.814,2.5588,3.5405,0.9298,6.247,0.8474,2.0189,6.5115,2.6776,2.9738,0.9629,6.017,1.0534,4.1125,4.5808,6.3646,3.0918,1.1933,3.3533,0.8278,6.7926,5.0387,0.7055,0.5395,4.8954,5.5008,4.363,0.9882,1.9975,3.5171,5.0993,4.1888,3.5566,3.2029,3.048,1.8268,1.9454,2.9771,0.7541,4.7895,3.9595,5.8641,0.3287,1.6465,1.0096,3.3518,46.0181,3.9252,4.4204,1.8724,3.5227,1.5522,1.9374,3.1898,4.2026,2.952,3.3676,1.9526,1.6034,9.4955,1.6642,1.372,1.7232,2.4507,4.5523,3.4386,2.6561,1.1008,1.0305,0.9971,3.968,1.4,2.5137,2.1333,5.3325,7.5502,4.7436,1.2048,2.2718,2.5673,1.7118,1.9424,3.2024,3.6632,4.2112,6.5159,2.578,5.2759,3.3345,3.5274,2.3154,2.2603,1.9234,2.8195,2.2619,4.5295,6.8935,5.2727,3.3291,1.7069,5.1585,6.8209,3.7901,3.2095,9.3463,2.8144,2.3224,2.6822,21.4662,-0.0914,8.6315,1.5174,4.5439,5.507,7.6713,22.7255,8.9844,2.9994,2.8087,2.7497,3.4498,5.4804,3.9612,8.8446,5.6199,5.7219,6.6289,6.3389,2.8501,0.526,4.077,6.5029,3.545,21.0982,10.4018,4.1917,3.1105,2.4909,2.2323,4.1616,13.6683,6.1854,7.8863,12.8655,3.3245,12.6836,4.0592,0.9528,7.5411,0.4998,5.9171,6.9226,8.3346,3.9961,2.9099,20.8691,0.2596,2.7255,53.7253,0.6322,1.8775,1.3621,10.8432,-30.6437,4.31,-13.8649,8.1055,4.6689,13.6104,1.245,22.9397,6.2713,3.9899,4.3598,2.7983,5.8564,4.0116,7.0728,14.9581,2.6458,5.6333,3.1191,5.1906,5.4564,25.5581,3.2571,2.7118,3.6498,4.0984,4.39,3.765,0.6507,30.4981,11.9809,1.4334,5.2497,5.7081,0.8418,6.4291,2.8488,2.1739,5.0483,4.4452,2.6815,5.5424,2.784,4.2778,12.1226,3.0404,2.5629,1.261,6.1408,4.9086,2.7811,3.2945,12.0157,0.985,5.7291,2.7053,4.5711,1.8799,4.06,7.8425,4.8374,8.8505,1.5564,7.8351,3.7005,5.5674,7.3145,3.5945,13.2684,3.2615,2.824,2.2679,2.2908,3.8119,6.6138,17.3617,2.909,1.2796,10.4917,1.8977,2.4117,2.8362,2.7351,33.722,5.4489,11.4569,3.9013,6.5372,8.7975,9.3258,18.613,9.4385,2.1012,3.6077,6.2882,6.8353,24.2243,72.9981,2.3224,19.6584,4.1042,5.1649,4.1996,17.941,4.2121,9.1724,2.4148,1.7195,7.8113,8.5962,1.8702,1.2059,15.3842,4.2491,10.5812,24.4278,2.7768,5.5614,6.5672,9.7786,4.688,1.5561,16.1452,-25.0273,2.6431,0.9671,0.4104,36.5993,10.3053,8.5824,3.1017,3.7932,4.4002,4.5934,1.8741,18.9694,8.5483,7.0369,14.4154,7.5676,3.0998,8.6076,5.962,-6.8696,28.4281,0.4922,7.9101,2.7684,3.4655,3.8577,18.3889,3.7182,1.4439,5.6392,1.5201,2.5274,6.3882,4.699,6.0333,1.3882,9.5887,5.3569,10.421,4.2406,11.3837,14.246,4.4444,2.8285,-0.5126,2.4743,2.7244,3.68,22.6983,1.6783,4.2652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-29,16.1394,7.6823,7.5041,5.1717,5.1257,11.9126,6.4505,15.5583,6.6179,3.2755,2.3958,21.3952,9.1549,4.1032,10.7698,6.2986,3.3992,1.7621,1.4373,1.7896,7.5229,11.1591,11.8857,0.9776,1.2469,10.8377,5.2909,5.6373,2.0324,4.1159,9.2337,2.6969,2.15,3.909,12.6396,7.6301,3.1069,1.106,2.4034,5.4301,5.2655,6.612,9.2242,12.0362,2.611,4.2952,6.8102,1.3573,1.1351,4.5899,3.999,7.5055,3.6918,2.7054,3.6442,2.764,11.9203,3.7312,3.8834,5.0832,4.6141,1.2365,5.6801,1.874,6.4189,0.5602,1.8201,3.4753,7.2733,8.3389,4.0472,2.0943,4.7115,0.7069,0.6083,4.7116,0.6071,1.5404,0.9774,1.486,14.0826,2.4067,4.0278,4.5921,0.8949,4.1942,7.2701,1.691,3.1672,0.7733,2.5436,3.7771,0.5226,6.4972,1.1631,1.3047,6.6069,3.2197,3.4121,1.0491,6.2256,0.9971,7.6302,4.9848,6.3657,3.2066,1.234,3.3522,1.1148,6.8804,5.3429,0.8538,0.6406,5.3026,5.8185,4.4939,1.0945,2.1868,3.9882,5.1686,2.135,3.8202,2.8369,5.1574,1.8796,2.1636,3.0833,1.2704,5.0696,3.6024,5.4198,0.3341,1.4874,1.138,3.9553,35.5304,3.9183,4.5637,1.7505,3.162,1.4113,2.0184,3.2566,3.6028,3.0043,3.4167,2.0798,0.9749,9.3089,1.7385,1.3591,1.7633,2.6907,5.1959,3.4993,3.1145,1.0975,0.9629,2.6897,3.6848,1.3053,2.3933,2.1775,5.6686,7.6438,5.009,1.2336,1.8132,2.9967,1.5345,1.8614,3.0982,3.8942,4.1591,6.1803,2.9205,5.2744,3.821,3.2985,2.3314,2.1876,1.9182,3.4611,2.5711,4.4981,7.2813,4.9653,3.3171,1.7678,5.9908,6.9534,3.6337,3.1745,9.6752,2.9861,1.8676,2.7797,10.0057,0.4677,10.2063,1.1589,5.0746,6.0998,6.6978,17.6151,8.1153,1.9484,3.1453,2.0792,3.6288,5.4629,4.3849,9.6008,5.664,5.5385,5.9353,6.8578,2.8428,0.5109,4.4014,6.7359,3.1378,26.6155,9.0003,4.3564,4.9887,3.3714,2.1857,3.6799,13.7053,4.1382,10.1886,19.3933,3.194,13.2868,4.057,1.0791,9.9195,0.4613,7.2307,6.2715,9.2199,4.197,3.1181,19.9493,-0.0672,3.6431,42.7593,0.6607,1.9575,1.6067,18.7202,-37.811,4.2183,-14.8009,8.9371,4.8221,19.0628,1.4842,28.1064,5.0751,4.1004,4.3896,2.942,6.0447,3.5712,5.7129,19.7489,2.6827,6.2335,3.078,5.1492,4.024,21.0683,2.1953,2.5702,2.593,4.2839,3.3943,3.6256,0.5469,23.7623,12.659,1.415,5.0951,5.1464,0.8422,12.7714,3.5052,2.2565,5.9842,4.6648,3.965,6.1667,2.8168,4.2126,13.2854,3.1342,3.5002,1.1521,5.2779,4.7744,3.2738,2.3977,11.8568,0.97,4.9799,2.5402,4.5193,1.9243,4.389,8.0071,5.4668,13.2379,1.7719,7.2158,3.8799,5.3209,6.5371,2.8736,15.7379,3.4391,3.1916,2.2244,2.0513,4.013,7.0542,14.5606,2.9911,2.3476,11.3012,1.9845,2.2513,2.6754,2.828,24.3801,5.7053,10.3483,2.9811,6.6155,10.6315,9.3312,16.63,4.5649,2.1329,3.634,8.9096,6.7066,20.361,29.7375,2.3468,15.3012,4.4394,5.4138,4.2512,25.1335,3.9038,13.2181,2.2721,11.3938,9.2523,9.8562,2.2494,1.1908,15.8069,4.6011,7.8225,32.8146,2.7192,5.7184,6.0976,8.2455,8.0388,1.8889,9.9886,-31.1335,2.8147,0.7467,0.2093,25.2001,12.2138,7.5955,3.8327,4.4378,4.1754,4.8118,2.1482,16.1791,8.4491,6.726,5.1207,6.2725,2.5703,9.1626,5.0215,-1.5086,18.543,0.341,11.4017,3.4075,3.6105,3.9742,18.2418,3.7142,1.66,5.5915,1.6542,2.781,7.0141,5.7906,5.4554,1.3696,9.1559,6.9397,8.7621,4.7508,14.4571,12.3735,4.8757,2.7393,-0.2461,2.896,2.9007,3.6669,23.9965,1.7624,4.9433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-28,13.6051,5.9706,7.084,4.6891,5.4394,9.0318,6.203,8.3607,6.212,3.1926,1.7315,17.7365,9.1351,4.039,8.3181,5.3419,2.6079,1.9325,1.3072,1.6398,6.8445,8.1736,12.9115,0.859,1.2714,8.4497,4.8121,4.8725,2.0495,3.5908,8.7594,2.5816,2.0107,3.6709,10.9201,7.6364,3.0248,1.2029,2.608,4.3276,4.9232,5.5592,7.3342,9.2207,2.3695,4.3828,6.3935,1.318,1.1139,5.3285,4.055,7.0919,3.3213,3.7425,3.6217,2.5212,8.1571,3.3294,3.9249,4.6138,4.7429,1.2649,5.899,2.0898,6.5876,0.5345,1.6967,3.2559,7.1079,7.9954,4.2309,2.0714,5.2393,0.4238,0.6033,4.4969,0.5815,1.9338,0.9302,1.9396,17.6276,2.3769,3.8729,4.6439,0.6185,3.9499,5.6351,1.6986,2.4209,0.7023,2.6224,3.4549,-0.0023,6.4224,1.2474,1.3339,6.4077,3.2391,3.593,1.0518,5.693,0.9388,7.3771,4.0537,6.1758,2.8932,1.1801,3.4765,1.0392,6.9171,3.4747,0.4762,0.5697,6.9942,5.6619,4.2488,1.09,2.2193,4.0767,4.8147,2.2405,4.0297,2.4936,5.5456,1.9085,1.7908,3.3996,1.1756,4.7153,3.3358,6.654,0.2929,1.3962,0.8875,3.904,39.5783,4.0926,4.0073,1.7181,4.4169,1.3284,2.1935,3.062,2.9867,2.7454,2.6712,2.0531,1.2071,9.4715,1.7102,1.3932,1.7816,2.5939,-0.289,3.4653,3.7328,1.0287,0.9336,2.08,3.2573,1.2729,2.1266,2.1943,5.2493,5.7045,4.2531,1.041,1.7832,2.9331,1.2138,1.5082,3.1017,3.7065,4.0654,6.3977,2.7904,5.2004,3.8816,3.0496,2.3506,2.1892,1.7612,3.5485,2.4309,4.8356,6.8935,5.3969,3.4108,1.8247,5.2454,6.5463,4.047,3.073,8.7198,2.5515,1.7961,2.7406,10.9173,0.9484,6.5172,1.1306,5.2187,6.0167,7.1833,14.4892,6.8816,-1.0848,1.8339,0.5777,3.6734,5.9178,4.4948,10.2524,5.7301,5.209,5.3662,6.7705,2.7951,0.7512,3.845,6.6034,3.2932,17.2468,9.8265,4.4623,6.1994,3.4975,1.9822,3.3876,14.0221,3.6029,12.6008,18.096,3.1208,16.6893,2.5292,0.9749,8.2998,0.5389,7.7896,5.6543,9.6894,3.8361,2.9977,24.1008,-0.2703,0.2258,44.2572,0.7966,2.0025,1.7121,17.6967,-22.5453,4.457,-17.1156,8.409,3.5985,15.5653,1.4753,21.5935,5.5589,4.2894,4.3695,2.294,5.6878,3.3843,6.1343,17.4453,2.6377,5.7859,3.1382,5.2222,4.1078,15.281,1.3271,3.1526,1.5272,4.2994,4.2617,3.7914,0.4878,25.1412,5.4835,1.374,1.3083,4.9996,0.9074,9.5897,5.1659,2.174,5.798,4.5659,3.8144,5.6299,2.7828,3.8771,12.0963,3.0528,3.5773,1.336,3.2788,4.1998,3.3811,0.4651,6.7979,0.0268,4.8528,2.5644,4.9733,2.1073,4.4449,8.793,5.2653,14.6533,1.827,5.9323,1.2418,3.7142,6.714,2.6512,13.583,3.4749,2.712,2.1371,2.5508,3.7773,7.1542,13.0688,2.8293,2.0628,10.8111,1.9175,2.2908,0.4683,3.003,14.1623,6.4926,10.3877,3.2298,6.1323,9.5093,8.6312,14.6423,3.5275,2.0769,2.6552,10.0855,6.3704,16.2455,26.7804,1.4315,10.9405,4.8603,5.2999,6.3525,19.3589,3.5937,10.7617,2.065,18.7984,9.9254,9.1235,2.6034,1.1713,13.847,4.4578,6.8656,30.1569,3.4333,5.0686,6.3499,13.7027,5.8495,1.6948,-0.0216,-34.3598,2.3042,0.6901,0.3437,10.5606,14.7448,12.0683,3.9786,3.6945,4.904,5.6644,2.189,11.2749,6.3545,7.7563,4.5111,6.8208,2.4578,9.0301,5.076,6.5979,12.2505,0.2903,13.2182,3.9255,4.2314,4.0541,19.3433,3.673,4.3521,5.6288,1.5533,2.7908,7.5617,5.5895,4.7032,1.4245,7.8569,7.9062,7.9826,5.8348,11.9093,9.2807,5.0228,3.0403,-0.4605,2.8153,2.7024,3.9034,22.168,1.7074,5.2148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
